name,neighborhood,price
Sunny Bedroom at Union Square,Manhattan,85
NYC Time's Square Luxury Pent House Apartment,Manhattan,299
Sunny Spacious Private Bedroom in Brooklyn,Brooklyn,55
Cozy Brooklyn Witchy Apartment (Pet Friendly),Brooklyn,47
Spacious Room,Brooklyn,55
"SUITE- PRIVATE 1/2 BATH, 4 BEDS IN WILLIAMSBURG!!",Brooklyn,130
Cozy Brooklyn Apt (Near JFK/Manhattan/Times Sqr),Brooklyn,40
Trendy Williamsburg! 1 block to subway (L).,Brooklyn,150
Spacious private room close to lots of cool spots,Brooklyn,70
Midtown East Prime UN Location,Manhattan,180
A Big Welcome from Lower East Side and Chinatown!,Manhattan,90
Grand Central Brand New 2-Bedroom Apartment (5R),Manhattan,120
Sunny Apartment in Park Slope,Brooklyn,145
Christmas Week ONLY! Spacious Sunnyside 2 Bdrm Apt,Queens,100
Amazing East Village Xtra Large Studio Apartment!,Manhattan,150
Master bedroom W/ Ensuite in centre of EVERYTHING,Manhattan,125
"Large room 20min time square, fast WiFi, AC, Desk",Manhattan,60
Sunny Crown Heights Studio,Brooklyn,150
SPECIOUS ONE BEDROOM IN THE HEART OF  CHELSEA,Manhattan,190
"LINCOLN CENTER, FORDHAM, JUILLIARD SCOOL",Manhattan,145
Large Manhattan Suite,Manhattan,50
"Comfortable king bedroom, office, and kids' room",Brooklyn,95
SUNNY ROOM IN WILLIAMSBURG - 1 BLOCK TO METRO!!,Brooklyn,91
Brooklyn Townhouse Apartment in Trendy Bushwick.,Brooklyn,145
Cozy private Bedroom in upper Manhattan!,Manhattan,100
Cute and Cozy Bushwick BR,Brooklyn,35
Relaxing place for recharge energy,Manhattan,120
Cozy Brooklyn Studio,Brooklyn,69
Clean and comfy bedroom in the waste free home.,Queens,50
"""San-Para铆so"" 80s curated Retro 3 Bedroom LES Pad",Manhattan,290
For all classical lover's 4,Brooklyn,50
Penthouse duplex on Bowery with huge terrace.,Manhattan,545
Spacious Apartment in Brooklyn,Brooklyn,200
Enormous Duplex in Park Slope (2-3 month sublet),Brooklyn,180
Cozy feel at home studio,Manhattan,10
Cozy SI den with multiple and easy access to NYC,Staten Island,47
Modern Super Clean Midtown Apt in the Heart of NYC,Manhattan,175
Peaceful place 10min. from Center of New York City,Queens,75
Clean,Brooklyn,45
401 east 60th,Manhattan,275
Private Clean Room near Yankee Stadium.,Bronx,23
"Next to Strawberry Fields, Central Park Manhattan",Manhattan,95
鈼圚idden Midtown Gem鈼 Perfect 5-Star Stay!,Manhattan,199
Central Harlem Modern Oasis,Manhattan,130
Gem Of A Hideout With  Private Deck/Garden,Brooklyn,161
Sweet Home Away From Home,Brooklyn,65
Quiet and Sunny room in the best part of Brooklyn,Brooklyn,60
Modern & Spacious Apartment in Central Harlem,Manhattan,165
"HOTEL ROOM LIKE!!   WITH AFFORDABLE RATE!!  ""O""",Queens,69
Spacious bedroom in Beautiful Prospect Lefferts,Brooklyn,100
Bedroom Casa Alvarez,Brooklyn,89
"A cozy private room, close to Columbia!",Manhattan,55
写胁械 泻褉芯胁邪褌懈 胁 泻芯屑薪邪褌械,Brooklyn,37
Beautiful large room in quiet  in Astoria,Queens,80
"Private bathroom with balcony,15mins to Manhattan",Queens,80
"Front Big Private Room # 2, size 13x17, 3 Windows",Brooklyn,37
New nice bedrooms in 2 bedroom apt. 1R,Brooklyn,40
Private Bedroom NYC 10 mins to Williamsburg,Queens,60
Chic one Bedroom apartment NYC,Queens,90
"East 12th street, Lux 1bd in Greenwich Village",Manhattan,245
"Private basement suite on Striver's Row, Harlem",Manhattan,175
Speakeasy Inn Bushwick Three,Brooklyn,50
Cozy Comfort in the Heart of Greenpoint Brooklyn,Brooklyn,210
Shoot. Film. Sleep. Unique Loft Space in Brooklyn.,Brooklyn,350
Room in Hamilton Heights Apr 20-May 20 (flexible),Manhattan,45
fifth ave,Manhattan,300
Light-filled apartment in heart of Crown Heights,Brooklyn,155
Cozy Brooklyn Studio with lots of light,Brooklyn,125
Williamsburg Apartment with Panoramic View/Rooftop,Brooklyn,225
Walter鈥檚 place,Queens,90
Cozy shared apartment close to Midtown!,Queens,110
Chic & Cozy Brooklyn Apartment,Brooklyn,65
The Cozy Apartment; limited time offer 10 off.,Brooklyn,125
Spacious private bedroom with high ceilings,Brooklyn,35
New Cozy Quite Studio with Huge Secluded Yard,Manhattan,150
Large Bedroom Apartment with a Private Bathroom,Manhattan,299
Beautiful brownstone room,Brooklyn,50
Sunny Apt/Park Slope Brooklyn 25 min. ride to city,Brooklyn,60
"Perfect home by Prospect Park ,Brooklyn",Brooklyn,59
Beautifully designed + renovated 3 bedroom home,Brooklyn,250
Perfect Sunny 1BR in the Treetops,Manhattan,185
25 min to midtown  Manhattan with 7 train.,Queens,60
Wall Street Luxuriuos apartment Financial District,Manhattan,139
New condo-City view-Balcony&elevator,Manhattan,80
Inexpensive Private Room with NYC / SIUH Access #2,Staten Island,33
Large Private Room in a Magnificent Penthouse NYC2,Manhattan,89
"HOTEL ROOM LIKE!!!  WITH AFFORDABLE RATE!!!    ""A""",Queens,69
"Comfortable,Spacious,clean Private Room",Manhattan,68
SoHo 1 Bedroom,Manhattan,185
Greenpoint Delight,Brooklyn,100
"43rd Street=TIME SQUARE
PRIVATE BEDROOM",Manhattan,116
Cozy apartment in Williamsburg,Brooklyn,140
2 Bedroom furnished NY apt w/ private balcony,Manhattan,225
"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",Brooklyn,99
Charming beautiful studio perfect location!!,Manhattan,135
Private Bedroom with En Suite Bath on Central Park,Manhattan,90
Modern LOFT  in Fort Greene,Brooklyn,160
Central Park Apt w/ Patio + Washer/Dryer,Manhattan,148
Bedstuy Hideaway,Brooklyn,60
Brooklyn Art Residence,Brooklyn,200
Corporate Studio Midtown East,Manhattan,125
Stunning Elevator 2 Bedroom Midtown East,Manhattan,150
Brand New apt heart of Manhattan,Manhattan,125
Brand New Executive Studio,Manhattan,125
Prime Upper east~2BR~ newly furnished,Manhattan,185
Sweet Home Away From Home,Brooklyn,65
Charming Upper West Studio,Manhattan,85
"HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!   ""P""",Queens,89
Wonderful 3 bed 1.5 baths 20 Mins to Times Square!,Manhattan,150
NYC with a view,Manhattan,300
"Private room at Roselle, in the Bronx",Bronx,65
绱愮磩鍝ュぇ閫遍倞鍎唱鐭,Manhattan,110
"Newly renovated 1 bedroom, steps to Prospect Park",Brooklyn,125
Sunny bedroom in a designer apartment,Queens,75
Affordable Modern/Luxury 2 Bedroom Apt,Brooklyn,145
Brooklyn Beautiful private room!!,Brooklyn,65
Sonder | Hanover Square | Cozy 1BR + Rooftop,Manhattan,142
One Bedroom Apartment in Greenpoint,Brooklyn,200
Sonder | Hanover Square | Sun-Filled 1BR + Rooftop,Manhattan,225
THE PONDEROSA PALACE,Manhattan,235
New York City with the bird view,Manhattan,200
Private space in luxury apartment with river view,Manhattan,50
Urban Place,Brooklyn,36
Private Modern Studio in heart of Flatbush,Brooklyn,75
Sunny Room in heart of hippest Manhattan 'hood,Manhattan,60
Paradise in New York City,Manhattan,247
Cozy Brooklyn Greenpoint Apt.15 min to Manhattan,Brooklyn,295
Comfy Room with Private Insuite Bathroom,Brooklyn,80
"HOTEL ROOM LIKE!!  WITH AFFORDABLE RATE!!   ""R""",Queens,99
Amazing Brooklyn,Brooklyn,36
Global Beat Apartment Hideaway in Manhattan,Manhattan,400
Minimalism in the heart of a great neighborhood,Manhattan,73
"1 bedroom, blocks from Central Park and subways.",Manhattan,117
"Luxury Tribeca 1BR w/ Gym, Doorman + Roof deck by Blueground",Manhattan,323
TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,Brooklyn,1000
prime upper west Cozy Studio deal,Manhattan,100
Sonder | 21 Chelsea | Charming 1BR + Rooftop,Manhattan,265
Sonder | The Biltmore | Quaint Studio + Rooftop,Manhattan,145
Sonder | 21 Chelsea | Elegant 1BR + Rooftop,Manhattan,255
Sonder | Hanover Square | Modern 1BR + Rooftop,Manhattan,209
Bright Open 2BR In Charming Greenwich Village,Manhattan,300
Comfortable Studio Apt in Heart of East Village,Manhattan,101
Sunny Room in Bed-Stuy close to everything!,Brooklyn,60
Pleasant Studio in FiDi by Sonder,Manhattan,185
"43rd Street 鈥淭IME SQUARE鈥
Single bed.",Manhattan,65
Sharp 1BR in FiDi by Sonder,Manhattan,222
High End Hilton Club in midtown Manhattan,Manhattan,250
A Beach House in Brooklyn,Brooklyn,80
98th St. FULL apt with positive energy!,Manhattan,140
Summer escape in Brighton Beach,Brooklyn,110
Luxury apartment in the center of Manhattan,Manhattan,200
Clean and Comfortable Place to Rest in NYC!,Manhattan,100
Quaint Studio in FiDi by Sonder,Manhattan,175
Sonder | 21 Chelsea | Lovely 1BR + Rooftop,Manhattan,255
The oriental room in Greenpoint mins to Manhattan,Brooklyn,112
Private Room with En-Suite in Brooklyn Brownstone,Brooklyn,70
Private Studio w/Bathroom & Kitchenette,Brooklyn,102
The Best little room in Brooklyn,Brooklyn,50
Enjoy all of Manhattan. Big Apple! A Mini-MOMA!,Manhattan,75
"Sunlit Room in Prospect Heights, Brooklyn",Brooklyn,974
NEW Perfect shared male room for a long term I,Manhattan,33
"New York Room, Beautiful Upper West Side",Manhattan,55
Sunny Artist's Bedroom in Bushwick.,Brooklyn,50
Anita鈥檚 Funky Master Bedroom on Ocean Parkway,Brooklyn,62
Modern & Funky Brooklyn Nook,Brooklyn,119
"Sunny private room in Red Hook, Brooklyn",Brooklyn,52
Spacious and bright bedroom,Manhattan,45
Comfortable & Cozy Times Square Apt,Manhattan,160
Brooklyn Apartment with Jaw-Dropping Rooftop,Brooklyn,162
Heart of Soho! Cute studio with clean finishes!,Manhattan,205
Charming Bushwick Studio,Brooklyn,86
Harlem Retreat Living Room NYC,Manhattan,65
Lower East Side Summer Rental,Manhattan,85
Modern Apartment with wall-size windows,Brooklyn,61
Cozy room in 2bd apartment in UES,Manhattan,75
summer(A濂楁埧绉佷韩涓灞俢losed to JFK&LGA&Citi Field#parking,Queens,79
NEW Private room on Manhattan. Breathtaking view!,Manhattan,93
"Nice, cozy and fresh shared male room on Manhattan",Manhattan,32
Chateau Le Hamilton Heights,Manhattan,119
"Sunny, Modern and Trendy Getaway Spot",Brooklyn,150
Quiet apt in the middle of St Marks (East Village),Manhattan,129
Inexpensive Private Room with NYC / SIUH Access #1,Staten Island,35
Sunny bedroom at the heart of Harlem,Manhattan,51
"Private, big, clean cozy room, in TIMES SQUARE",Manhattan,120
"15 min to NYC, beautiful bedroom 5 mins from LGA",Queens,78
Cozy 1BR in Historic Harlem,Manhattan,100
Best location Greenpoint apartment,Brooklyn,114
Quiet Space,Brooklyn,35
Bright and Cozy Studio in Murray Hill,Manhattan,150
"Angie Suite  in the Heights
Se habla Espa帽ol",Manhattan,75
Sunlit and Plant filled Williamsburg Railroad Apt,Brooklyn,128
"Sisters Suite in theHeights
Se habla Espa帽ol",Manhattan,160
room in house,Brooklyn,100
"Cosy,Elegant 1 Bedroom Apartment in heart of UES!",Manhattan,199
Wild West Retreat in The Heart of Brooklyn,Brooklyn,100
"Best Location, Cozy Modern Room in Midtown",Manhattan,170
"Brooklyn, New York",Brooklyn,99
Shared male room on Manhattan.Breathtaking view II,Manhattan,35
In the heart of the West Village- cute apartment!,Manhattan,175
Beautiful Gut Renovated NYC 1 Bedroom LOFT,Manhattan,400
"Cozy Mott Haven-Steps from Subway, Total Privacy",Bronx,125
Great Small Room 15 Minutes From Time Square,Manhattan,75
"Large, Bright Midtown East 1 BR in Luxury building by Blueground",Manhattan,271
Cozy Bed-Stuy Getaway!,Brooklyn,46
WALL STREET AMAZING APARTMENT,Manhattan,240
3 bedrooms 2 baths Brooklyn Home 15m to Manhattan!,Brooklyn,240
ELEXEY'S COMFORT.,Queens,50
1 BR Free in Bright Open Greenwich Village 2BR Apt,Manhattan,115
"Heaven in New York, Natural Room",Bronx,75
"Relaxing, modern Upper East Side Apt with terrace",Manhattan,160
THE COOLEST BEDROOM/APARTMENT IN HARLEM.,Manhattan,80
Sunny & Beautiful 1br apt in heart of Lower East.,Manhattan,150
Classy Antique Private Bedroom 20-minutes to Ferry,Staten Island,79
TWO BEDROOM UNICORN IN THE HEART OF WILLIAMSBURG,Brooklyn,250
Spacious sunlit room in Astoria,Queens,60
Heart of long island City,Queens,85
Cozy home,Brooklyn,200
Clean and charming room for rent.,Queens,40
Huge light filled bedroom in trendy Williamsburg,Brooklyn,89
Skyscraper View - Loving it!,Manhattan,95
Beautiful 2bdr apt in Brooklyn near to everything.,Brooklyn,135
Modern and spacious 2 bedroom in Manhattan,Manhattan,260
BEAUTIFUL GREAT BEDROOM IN HARLEM,Manhattan,80
Charming Cozy 1 bed-room in the heart of Bed-Stuy,Brooklyn,130
ENJOY NYC IN  1 BDRM CONDO HEART OF MIDTOWN,Manhattan,165
"New Condo 2 bedrms /1,5bath elevator & balcony",Manhattan,400
"Perfect Location, surrounded with all your need",Queens,200
Charming Art Deco Apartment on Central Park,Manhattan,139
Two Bridges Private Escape,Manhattan,59
Private Bedroom in a Modern Building,Brooklyn,45
1 Bedroom Cozy Apartment,Staten Island,75
Bushwick Brooklyn Private Apartment 15min. To NYC!,Brooklyn,159
Private Room in spacious TriBeCa Loft,Manhattan,120
STUDIO.STYLE.BEDROOM+PRIVATE.BATHROOM+TOP.LOCATION,Brooklyn,99
Little Secret,Manhattan,112
Quaint NYC studio- tree lined St.- great location!,Manhattan,175
White Cozy Studio Apartment in Brooklyn,Brooklyn,85
Cozy Astoria Room in 2br Apartment- Artists Space,Queens,55
Astoria- Boho style bedroom with skylight,Queens,80
Private Room in huge TriBeCa Loft,Manhattan,90
"Beautiful, spacious Upper West Side 1Br apartment",Manhattan,180
"SoHo, Entire Place, Rooftop View",Manhattan,215
Sunny room in beautiful Brooklyn apartment,Brooklyn,47
New*full floor 3BR2bath SPACIOUS FAMILY WELCOME*,Manhattan,415
Beach Break - Your Rockaway Home by the Sea,Queens,275
Quiet Sunlit Bedroom w/ Private Bath in Brooklyn,Brooklyn,115
"Apt near ferry,verrazano brdg, RUMC,buses NYC wifi",Staten Island,199
Amazing one bedroom - NYC Corporate Housing,Manhattan,150
@ Amazing Midtown Furnished  Apartment @,Manhattan,150
The Avalon,Brooklyn,120
Private East Village Room With Great Light/Views,Manhattan,60
Midwood townhouse,Brooklyn,58
Bright Brooklyn Bedroom Close to Prospect Park,Brooklyn,149
Bowery modern loft,Manhattan,700
Convenient and Relaxing,Queens,45
Irving Ave Bedroom Apartment,Brooklyn,55
Traditional and cozy private room in best location,Manhattan,110
"Sunlit Large Bdrm heart of Astoria, 5min to Subway",Queens,70
"SUNNY HOMY ROOM CLOSE TO MANHATTAN,LGA/JFK AIRPORT",Queens,60
Bushwick Awesome Apartment - 2,Brooklyn,121
Private bedroom in two bedroom apartment Brooklyn,Brooklyn,62
Small Comfortable Midtown Room,Manhattan,75
NEAR COLUMBIA PRESBYTERIAN HOSP Students/Visitors,Manhattan,50
Astoria bedroom with personality,Queens,52
Comfortable bedroom in PLG,Brooklyn,109
Comfy Cozy - 12 Minutes from Manhattan,Queens,100
Bushwick Brownstone Penthouse,Brooklyn,160
Midwood,Brooklyn,200
"Location, Location, Location! & A/C! :)",Brooklyn,65
Cozy Ridgewood Apartment,Queens,115
Staten Island retreat.,Staten Island,50
The East Village Home: The Cabin Room,Manhattan,95
Historic Harlem Townhome,Manhattan,300
NYC: Across from Central Park,Manhattan,69
Private 2 BR Mid-Century Modern Apt,Brooklyn,169
Charming 2 Bedroom in the Heart of Williamsburg,Brooklyn,134
A Place to Call HOME,Queens,89
Shared Apartment 1 stop from Manhattan,Queens,35
Private room 1 block from Times Square/City Center,Manhattan,120
"Comfortable Simplistic, 8th Av walk to destination",Manhattan,140
Heart of the City,Manhattan,200
Private bed & bath in gorgeous midtown apartment,Manhattan,139
Nice home in awesome Location,Manhattan,80
Cool comfy nest in EAST VILLAGE,Manhattan,79
South exposure Bay windows Loft studio,Manhattan,125
Lovely Shared Space in the Bronx,Bronx,40
Brooklyn Home By The Pier,Brooklyn,91
"Sunny, Spacious, & Clean East Village One-Bedroom!",Manhattan,295
Wall Street Condo with Stunning Views,Manhattan,400
New York Home with a View,Manhattan,76
Williamsburg Pad,Brooklyn,400
Brooklyn sleepytime art studio,Brooklyn,48
family-style apartment,Bronx,125
Duplex STUDIO With Sunset View,Manhattan,250
"Large, Private, Sunny Room 8 min to Subway -Harlem",Manhattan,65
"Sunny Brooklyn room in new apt, 4 min to subway!",Brooklyn,80
Stylish & Tranquil East Village Three Bedroom,Manhattan,650
"A place to sleep the night near NYC,RUMC, Brooklyn",Staten Island,48
Ctrl Park/Ts Square Private Room for 1 or 2 people,Manhattan,99
Hermoso Penthouse con terraza privada.,Queens,55
Quiet cave crash spot (check in is at 10pm.),Manhattan,44
"Two Bedroom Apartment in Ridgewood, near the train",Queens,200
Gorgeous apartment in Brooklyn,Brooklyn,150
Spacious Private Basement Apartment,Bronx,100
SUMMER DEAL,Manhattan,150
Your Best NY location,Manhattan,150
Brooklyn House of Light,Brooklyn,350
NYC HUB HOME: Train @ 900ft; midtown 30min!,Queens,128
9th Ave Apartment in the heart of Manhattan NYC!,Manhattan,200
Brooklyn Leisure Lounge,Brooklyn,190
Sunny Room in Park Slope,Brooklyn,40
A spacious 1 bdrm park apartment to yourself,Manhattan,71
GORGEOUS LARGE BEDROOM,Queens,60
BRIGHT PRIVATE BEDROOM,Queens,59
Flatbush pad Sleeps 6 MANHATTAN 30 min Away!,Brooklyn,599
TIGER鈥橲 REST,Brooklyn,125
Contemporary Home in the Heart of Bed-Stuy,Brooklyn,115
Affordable 1-bedroom apt in private house,Brooklyn,65
El jard铆n del Ed茅n,Manhattan,50
Stylish Design Apartment in the Heart of Brooklyn,Brooklyn,198
Cozy Hidden Gem Near All,Brooklyn,78
Heart of Lower East Side,Manhattan,160
Trendy Stylish Chic Loft in Greenpoint!,Brooklyn,125
Brooklyn 鈥 The Perfect Air BnB Experience,Brooklyn,90
Room B Close to NYU Langone H/Metro station,Brooklyn,43
Studio Loft for Rent in Cool Building,Brooklyn,80
Cozy and clean private room in  East Williamsburg,Brooklyn,60
Beautiful Modern and Cosy 1BR in Chelsea,Manhattan,190
Clean comfy couch -2 blocks from train station,Brooklyn,60
A plus,Manhattan,57
Amazing Studio at the Time Square/52B,Manhattan,120
Studio with a view,Manhattan,119
Fort Greene Brownstone Apartment for 6,Brooklyn,200
Shared Hotel Room; For Short Stay,Queens,38
"Cozy Basement Studio in the Heart of Harlem, NYC",Manhattan,92
Beautiful and Huge Room in Brooklyn,Brooklyn,45
Charming Newly Renovated West Village Apartment,Manhattan,200
Quiet and Friendly,Manhattan,120
Beautiful Apartment,Brooklyn,42
Private Cozy Room on Thompson Street,Manhattan,89
MiniArtHotel|CentralParkUESManhattan|SingleCouple,Manhattan,95
SEMI STUDIO IN 2bdrm apt PRIVATE Bath,Manhattan,80
"HUGE 1,000 Sq Foot Apt in MANHATTAN by 1 train!!",Manhattan,235
Large room in 2BR apartment,Brooklyn,40
1 bedroom (entire) apartment very spacious,Bronx,150
Hamilton heights home,Manhattan,120
Large 2B/2B with Stunning Views & Balcony,Manhattan,400
Financial District  Private Room,Manhattan,130
Spacious Private Room in Brooklyn,Brooklyn,75
West Village 2 Bedroom with Private Roof Deck!,Manhattan,125
Large Bedroom in Harlem,Manhattan,120
Studio of your own with a yard - pet friendly!,Brooklyn,120
"Small Private Room # 1, single / Twin  bed.",Brooklyn,35
Sunny room in cozy Bushwick apartment,Brooklyn,45
Rustic Modern Brooklyn Apt,Brooklyn,100
Cozy private bedroom downtown,Manhattan,97
Charming Lux. 1 bedroom in Williamsburg,Brooklyn,225
Long term/16 month sublet. Great location!,Brooklyn,89
"Private, Cozy & Fully Equipped Room /20 min to NYC",Queens,80
Amazing room for Memorial day weekend only!,Queens,200
Cozy gem in Bushwick/Bed-stuy,Brooklyn,40
"Modern, Private Room in Heart of East Village",Manhattan,80
Spacious Modern Studio near Gramercy & Mad Sq Park,Manhattan,175
Brand new 2-bed in luxury full-service building,Brooklyn,250
X-Large 1 Bedroom on McCarren Park,Brooklyn,135
Sonder | Hanover Square | Welcoming 1BR + Rooftop,Manhattan,179
"Spacious, Sunny, Exposed Brick Near Columbia Univ!",Manhattan,59
Cozy and Spacious Studio in Columbus Circle,Manhattan,180
"The Manhattan Club, NYC",Manhattan,125
Cozy two bedroom apartment in the Upper East Side,Manhattan,170
Sonder | Hanover Square | Simple 1BR + Rooftop,Manhattan,182
Rare gem of an apartment in NYC.  So Spacious!,Manhattan,65
"Luxury Brooklyn brownstone, modern with backyard",Brooklyn,450
Private room with lots of surprise,Queens,42
Spacious Bedroom in Unique Williamsburg,Brooklyn,79
Cozy apt in vibrant Brooklyn neighborhood,Brooklyn,80
West Village Walk-Up.,Manhattan,165
Cool and cozy in Brooklyn,Brooklyn,50
Spacious One Bedroom in the Heart of Brooklyn,Brooklyn,75
Light-Filled Studio Across From Prospect Park,Brooklyn,128
Full apartment in Harlem,Manhattan,122
Sunlit Room with Kitchen near Manhattan and LGA,Queens,46
Chic private room,Manhattan,85
Cozy apartment perfect for families with kids,Queens,150
Large 1 bedroom Upper East apartment,Manhattan,199
NYC living,Manhattan,70
Dekalb Ave. #1L,Brooklyn,105
Upscale safe neighborhood Master Bedroom by subway,Queens,59
"Private Bedroom on Upper West, Manhattan",Manhattan,67
"Budget Friendly, Spacious Place 10 min to NYC",Brooklyn,61
鉁碨PACIOUS HOMEY鉁 2 BD Sleeps 6! Brooklyn NY,Brooklyn,170
1BR in downtown Manhattan,Manhattan,100
The Blue Bungalow of Rockaway Beach,Queens,86
Cozy private room  in Astoria,Queens,85
Family friendly 2 bedroom. NYC life and 1000 sq ft,Manhattan,145
Quaint SoHo Home Away From Home in The Big Apple!,Manhattan,210
"1 Bedroom in Affluent, Serene Bronx Neighborhood",Bronx,50
Stylish NYC Art Loft #2,Manhattan,80
Sunny Space in Sunnyside - 15 min to Times Square.,Queens,50
Cosy Room in Bushwick Collective Near JMZ Trains,Brooklyn,50
Luxury Room in Peaceful Area 25 min to Time Square,Queens,50
Cozy Room on Hewes with Rooftop Lounge,Brooklyn,151
Private Room,Manhattan,200
High rise Suite with beautiful city views!,Manhattan,150
Cozy large studio in a heart of West Village,Manhattan,147
Apartment in sun drenched Upper Manhattan,Manhattan,350
Beautiful Townhouse,Brooklyn,200
Speakeasy Inn Bushwick Four,Brooklyn,70
[Priv Rooftop] Sunny-Spacious duplex Penthouse,Brooklyn,140
Cozy Studio in Queens,Queens,109
Sunny apartment,Queens,55
Conveniently located to  manhattan,Bronx,50
Posh Alcove Studio: Everything You Need For NYC!,Manhattan,200
Spacious  and Bright Studio in Hell鈥檚 Kitchen,Manhattan,190
Greenhouse APT,Brooklyn,200
Private Bedroom in Bushwick / Myrtle-Wyckoff L & M,Brooklyn,49
Lovely & Sunny 2 Bedroom Home,Brooklyn,119
1 Bedroom available in a four bedroom house,Queens,40
Furnished Midtown One Bedroom Beauty,Manhattan,210
Charming Park Slope 1 Bedroom Apartment,Brooklyn,105
Sunny place,Manhattan,86
Sunny NYC Studio steps from Central Park,Manhattan,150
Pleasant Place JFK Private Housings Complex,Queens,60
Treetop Chic - Prime Williamsburg Boutique Home,Brooklyn,225
Bright Room in Williamsburg,Brooklyn,157
A seriene space in Bushwick,Brooklyn,70
"WHOLE APARTMENT, 15 MINUTES TO MANHATTAN",Queens,140
鈥淪tudio鈥 ideally located  across Golf Course,Bronx,74
sunny apartment on the Ocean,Brooklyn,150
Sweet Home at Washington Heights,Manhattan,75
"Private Room In Brooklyn,",Brooklyn,40
Sunny 2BR Apt Near Columbia University,Manhattan,180
Large Room with Balcony in Brownstone Townhouse,Brooklyn,37
"Perfect for groups! 3BR, 2Bath feet from Subway!",Manhattan,344
"MARTIAL LOFT 3: REDEMPTION (upstairs, 3rd room)",Brooklyn,40
"Beautiful, sunny 1 bedroom off Graham Ave",Brooklyn,130
Williamsburg Gem in BK! Queen BR in Luxury Apt,Brooklyn,99
Lovely One Bedroom Apartment in the East Village!!,Manhattan,142
Boutique huge apartment for families with kids,Manhattan,550
Private Room in Bed-Stuy,Brooklyn,70
Hi茅roglyphe,Bronx,45
Large Private Room With Three Windows,Queens,59
NYC Studio near Central Park and the Hudson River,Manhattan,160
The Red House,Queens,125
R Bright & Cozy & Modern room 30 mins to Manhattan,Brooklyn,59
Sonder | 21 Chelsea | Artsy 1BR + Rooftop,Manhattan,239
Fun tourist family friendly Flatiron Loft,Manhattan,200
Large Apt + Backyard,Brooklyn,130
Charming apartment in the heart of Sunnyside,Queens,104
Sleek Studio in FiDi by Sonder,Manhattan,182
Comfortable an Nice Bedroom to relax,Queens,30
Emerald's View,Manhattan,65
2 BEDROOM APT-walk to CENTRAL PARK and restaurants,Manhattan,250
Queens C Place,Queens,60
Queens C Place,Queens,48
Large 2BR apartment in Astoria near Midtown + LGA,Queens,149
THE BROOKLYN BLUE HOUSE 2,Brooklyn,59
"Sunny, Spacious Upper West Side Studio",Manhattan,100
Quiet home,Brooklyn,62
Industrial Loft/ palace,Brooklyn,135
Art鍙屽眰灞,Queens,95
JFK/QNS Home Away From Home Full private apartment,Queens,450
Private room avaliable in the private house,Brooklyn,59
Private Room in a Two bedroom apartment,Manhattan,59
"Cozy bedroom conveniently located, close Manhattan",Bronx,40
"Stunning, oversized 2 Bed, 2 Bath in Prime Wburg",Brooklyn,215
"""Home sweet Home :) """,Queens,120
"Cozy Near LGA, Center of Queens RM2",Queens,49
Luxury Room in Upscale Penthouse w PRIVATE Rooftop,Manhattan,41
Cozy Tropical NYC Room with Stunning View,Manhattan,125
Large Greenwich Village 2 Bedroom!,Manhattan,250
Cute studio steps from Prospect Park,Brooklyn,75
Brooklyn Room with a Rooftop,Brooklyn,34
Luxury Apartment in Midtown East,Manhattan,169
The Shelf: Bedstuy Cozy room,Brooklyn,60
The Best location in Upper East Side!,Manhattan,375
Beautiful Bedroom in shared Williamsburg Apartment,Brooklyn,150
The Amazing Stay,Manhattan,150
Luxury 1BR close to Columbus Circle/Central Park,Manhattan,224
JFK Queens/House of Suedajoy#5(dis by flexibility,Queens,80
Chic and Cozy Brooklyn Bedroom,Brooklyn,100
Great place by the park with private entrance !!!!,Queens,100
"1st Fl Studio on Upper East, close to Central Park",Manhattan,125
Modern Studio with Private Terrace,Brooklyn,120
Gorgeous Brooklyn Oasis,Brooklyn,75
Great House for Large Groups; Close to Manhattan,Brooklyn,600
JFK Queens Home away from Home House of Suedajoy 4,Queens,70
鏂颁竴澶勫灞(New place 1),Queens,60
Spacious Bright Room near Columbia University,Manhattan,50
Cozy 3 bedroom apartment in HEART of East Village!,Manhattan,149
"Studio, Empire State Building area.",Manhattan,180
The Perfect Escape,Manhattan,118
Cozy 1-Bedroom Apartment in Harlem,Manhattan,70
Luxury Central Park Views Iconic building,Manhattan,1195
"Huge, Sunny, & Private Room - 5 min to Times Sq.",Manhattan,175
Home Sweet Home in Flatbush,Brooklyn,165
鏆戝亣鐭,Manhattan,150
"Bright and airy, close to Central Park and museums",Manhattan,50
Large  room near Columbia University Med school,Manhattan,50
Inexpensive Private Rm w/ NYC/SIUH/RUMC Access 3,Staten Island,33
鏂颁竴澶勫灞(Newplace2),Queens,60
鏂颁竴澶勫灞(New place3),Queens,50
Dreamy centrally located Bedroom with city views!,Manhattan,110
Madison Square Studio w/ Elevator,Manhattan,145
Lovely Lincoln Center Studio,Manhattan,137
Big & Bright Bed-Stuy Bushwick Border Boudoir,Brooklyn,50
Light filled spacious 2 bed room apartment,Manhattan,150
