订单号,商品ID,商品名,单价,数量,总价,下单时间
700015201911143537,700015,驱蚊贴,25,24,600,2019-11-14 05:35:37
700013201911144741,700013,酒精棉片,15,43,645,2019-11-14 05:47:41
700014201911140543,700014,消毒液,28,5,140,2019-11-14 06:05:43
700014201911141201,700014,消毒液,28,20,560,2019-11-14 06:12:01
700014201911142530,700014,消毒液,28,10,280,2019-11-14 06:25:30
700014201911144713,700014,消毒液,28,16,448,2019-11-14 06:47:13
700014201911140800,700014,消毒液,28,21,588,2019-11-14 07:08:00
700014201911140806,700014,消毒液,28,8,224,2019-11-14 07:08:06
700013201911144600,700013,酒精棉片,15,45,675,2019-11-14 07:46:00
700012201911145910,700012,隔汗巾,8,27,216,2019-11-14 07:59:10
700014201911142638,700014,消毒液,28,13,364,2019-11-14 08:26:38
700010201911141432,700010,儿童口罩,20,35,700,2019-11-14 09:14:32
700014201911141518,700014,消毒液,28,22,616,2019-11-14 09:15:18
700014201911141654,700014,消毒液,28,25,700,2019-11-14 09:16:54
700014201911142418,700014,消毒液,28,9,252,2019-11-14 09:24:18
700010201911144511,700010,儿童口罩,20,12,240,2019-11-14 09:45:11
700014201911145301,700014,消毒液,28,23,644,2019-11-14 09:53:01
700010201911141721,700010,儿童口罩,20,15,300,2019-11-14 10:17:21
700014201911144352,700014,消毒液,28,12,336,2019-11-14 10:43:52
700010201911144825,700010,儿童口罩,20,25,500,2019-11-14 10:48:25
700010201911144952,700010,儿童口罩,20,12,240,2019-11-14 10:49:52
700010201911141830,700010,儿童口罩,20,12,240,2019-11-14 11:18:30
700010201911142322,700010,儿童口罩,20,35,700,2019-11-14 11:23:22
700010201911141741,700010,儿童口罩,20,10,200,2019-11-14 12:17:41
700010201911143117,700010,儿童口罩,20,25,500,2019-11-14 12:31:17
700012201911143744,700012,隔汗巾,8,11,88,2019-11-14 12:37:44
700013201911143848,700013,酒精棉片,15,13,195,2019-11-14 12:38:48
700014201911145007,700014,消毒液,28,12,336,2019-11-14 12:50:07
700014201911145217,700014,消毒液,28,13,364,2019-11-14 12:52:17
700010201911145254,700010,儿童口罩,20,25,500,2019-11-14 12:52:54
700014201911140008,700014,消毒液,28,22,616,2019-11-14 13:00:08
700014201911140753,700014,消毒液,28,25,700,2019-11-14 13:07:53
700010201911145105,700010,儿童口罩,20,17,340,2019-11-14 13:51:05
700012201911140839,700012,隔汗巾,8,29,232,2019-11-14 14:08:39
700010201911142157,700010,儿童口罩,20,10,200,2019-11-14 14:21:57
700010201911142207,700010,儿童口罩,20,20,400,2019-11-14 14:22:07
700015201911143614,700015,驱蚊贴,25,27,675,2019-11-14 15:36:14
700010201911144642,700010,儿童口罩,20,16,320,2019-11-14 15:46:42
700014201911140343,700014,消毒液,28,6,168,2019-11-14 16:03:43
700010201911141739,700010,儿童口罩,20,35,700,2019-11-14 16:17:39
700014201911145249,700014,消毒液,28,5,140,2019-11-14 17:52:49
700013201911145604,700013,酒精棉片,15,24,360,2019-11-14 17:56:04
700010201911141635,700010,儿童口罩,20,15,300,2019-11-14 18:16:35
700013201911144421,700013,酒精棉片,15,45,675,2019-11-14 18:44:21
700014201911145711,700014,消毒液,28,16,448,2019-11-14 18:57:11
700010201911141230,700010,儿童口罩,20,19,380,2019-11-14 19:12:30
700010201911141635,700010,儿童口罩,20,12,240,2019-11-14 19:16:35
700010201911142220,700010,儿童口罩,20,20,400,2019-11-14 19:22:20
700014201911142531,700014,消毒液,28,9,252,2019-11-14 19:25:31
700010201911145010,700010,儿童口罩,20,24,480,2019-11-14 19:50:10
700013201911145714,700013,酒精棉片,15,14,210,2019-11-14 19:57:14
700014201911145807,700014,消毒液,28,6,168,2019-11-14 19:58:07
700010201911141053,700010,儿童口罩,20,12,240,2019-11-14 20:10:53
700010201911141346,700010,儿童口罩,20,15,300,2019-11-14 20:13:46
700010201911144831,700010,儿童口罩,20,23,460,2019-11-14 20:48:31
700010201911145123,700010,儿童口罩,20,5,100,2019-11-14 20:51:23
700014201911141218,700014,消毒液,28,23,644,2019-11-14 21:12:18
700010201911141725,700010,儿童口罩,20,23,460,2019-11-14 21:17:25
700014201911142831,700014,消毒液,28,17,476,2019-11-14 21:28:31
700011201911143231,700011,袜子,5,20,100,2019-11-14 21:32:31
700015201911143246,700015,驱蚊贴,25,5,125,2019-11-14 21:32:46
700010201911141412,700010,儿童口罩,20,22,440,2019-11-14 22:14:12
700010201911141717,700010,儿童口罩,20,18,360,2019-11-14 22:17:17
700010201911142056,700010,儿童口罩,20,25,500,2019-11-14 22:20:56
700015201911142222,700015,驱蚊贴,25,6,150,2019-11-14 22:22:22
700012201911144058,700012,隔汗巾,8,19,152,2019-11-14 23:40:58
700011201911145624,700011,袜子,5,3,15,2019-11-14 23:56:24
700012201911150340,700012,隔汗巾,8,13,104,2019-11-15 00:03:40
700012201911151137,700012,隔汗巾,8,20,160,2019-11-15 00:11:37
700014201911152811,700014,消毒液,28,18,504,2019-11-15 02:28:11
700012201911155502,700012,隔汗巾,8,23,184,2019-11-15 02:55:02
700014201911152028,700014,消毒液,28,5,140,2019-11-15 03:20:28
700012201911154629,700012,隔汗巾,8,19,152,2019-11-15 04:46:29
700012201911155152,700012,隔汗巾,8,19,152,2019-11-15 04:51:52
700012201911151014,700012,隔汗巾,8,12,96,2019-11-15 05:10:14
700011201911153032,700011,袜子,5,13,65,2019-11-15 05:30:32
700014201911153424,700014,消毒液,28,14,392,2019-11-15 05:34:24
700014201911153638,700014,消毒液,28,25,700,2019-11-15 05:36:38
700011201911152313,700011,袜子,5,13,65,2019-11-15 06:23:13
700012201911152707,700012,隔汗巾,8,13,104,2019-11-15 06:27:07
700014201911153248,700014,消毒液,28,9,252,2019-11-15 06:32:48
700014201911153202,700014,消毒液,28,12,336,2019-11-15 07:32:02
700010201911153229,700010,儿童口罩,20,25,500,2019-11-15 08:32:29
700010201911153324,700010,儿童口罩,20,10,200,2019-11-15 08:33:24
700015201911154311,700015,驱蚊贴,25,10,250,2019-11-15 08:43:11
700010201911152854,700010,儿童口罩,20,13,260,2019-11-15 09:28:54
700015201911154749,700015,驱蚊贴,25,21,525,2019-11-15 09:47:49
700010201911150504,700010,儿童口罩,20,10,200,2019-11-15 10:05:04
700012201911150830,700012,隔汗巾,8,25,200,2019-11-15 10:08:30
700014201911151246,700014,消毒液,28,14,392,2019-11-15 10:12:46
700010201911152424,700010,儿童口罩,20,10,200,2019-11-15 10:24:24
700012201911150707,700012,隔汗巾,8,14,112,2019-11-15 11:07:07
700013201911151309,700013,酒精棉片,15,11,165,2019-11-15 11:13:09
700014201911155847,700014,消毒液,28,8,224,2019-11-15 11:58:47
700014201911151231,700014,消毒液,28,11,308,2019-11-15 12:12:31
700014201911152223,700014,消毒液,28,19,532,2019-11-15 12:22:23
700011201911153603,700011,袜子,5,11,55,2019-11-15 12:36:03
700014201911155259,700014,消毒液,28,19,532,2019-11-15 12:52:59
700010201911150702,700010,儿童口罩,20,30,600,2019-11-15 13:07:02
700010201911152505,700010,儿童口罩,20,12,240,2019-11-15 13:25:05
700014201911152806,700014,消毒液,28,11,308,2019-11-15 13:28:06
700011201911154746,700011,袜子,5,9,45,2019-11-15 13:47:46
700011201911154822,700011,袜子,5,10,50,2019-11-15 13:48:22
700012201911151945,700012,隔汗巾,8,30,240,2019-11-15 14:19:45
700011201911152658,700011,袜子,5,4,20,2019-11-15 14:26:58
700010201911153153,700010,儿童口罩,20,15,300,2019-11-15 14:31:53
700010201911153443,700010,儿童口罩,20,25,500,2019-11-15 14:34:43
700010201911152517,700010,儿童口罩,20,12,240,2019-11-15 15:25:17
700010201911153108,700010,儿童口罩,20,15,300,2019-11-15 15:31:08
700012201911155655,700012,隔汗巾,8,21,168,2019-11-15 15:56:55
700010201911152659,700010,儿童口罩,20,27,540,2019-11-15 16:26:59
700015201911155903,700015,驱蚊贴,25,25,625,2019-11-15 16:59:03
700014201911150651,700014,消毒液,28,17,476,2019-11-15 17:06:51
700010201911152806,700010,儿童口罩,20,25,500,2019-11-15 17:28:06
700012201911152937,700012,隔汗巾,8,19,152,2019-11-15 17:29:37
700010201911153256,700010,儿童口罩,20,15,300,2019-11-15 17:32:56
700014201911153544,700014,消毒液,28,25,700,2019-11-15 17:35:44
700014201911151649,700014,消毒液,28,6,168,2019-11-15 18:16:49
700011201911151854,700011,袜子,5,6,30,2019-11-15 18:18:54
700014201911152250,700014,消毒液,28,14,392,2019-11-15 18:22:50
700013201911152321,700013,酒精棉片,15,42,630,2019-11-15 18:23:21
700010201911152642,700010,儿童口罩,20,15,300,2019-11-15 19:26:42
700010201911153044,700010,儿童口罩,20,45,900,2019-11-15 19:30:44
700014201911153723,700014,消毒液,28,10,280,2019-11-15 19:37:23
700011201911154203,700011,袜子,5,2,10,2019-11-15 19:42:03
700014201911155256,700014,消毒液,28,14,392,2019-11-15 19:52:56
700011201911155448,700011,袜子,5,4,20,2019-11-15 19:54:48
700012201911151842,700012,隔汗巾,8,24,192,2019-11-15 20:18:42
700010201911153313,700010,儿童口罩,20,15,300,2019-11-15 20:33:13
700014201911154111,700014,消毒液,28,5,140,2019-11-15 20:41:11
700014201911155113,700014,消毒液,28,19,532,2019-11-15 20:51:13
700012201911150503,700012,隔汗巾,8,19,152,2019-11-15 21:05:03
700010201911152502,700010,儿童口罩,20,5,100,2019-11-15 21:25:02
700015201911152826,700015,驱蚊贴,25,6,150,2019-11-15 21:28:26
700010201911153310,700010,儿童口罩,20,19,380,2019-11-15 21:33:10
700013201911153548,700013,酒精棉片,15,12,180,2019-11-15 22:35:48
700012201911150145,700012,隔汗巾,8,27,216,2019-11-15 23:01:45
700014201911162000,700014,消毒液,28,24,672,2019-11-16 00:20:00
700014201911162744,700014,消毒液,28,14,392,2019-11-16 00:27:44
700012201911160422,700012,隔汗巾,8,23,184,2019-11-16 01:04:22
700012201911162847,700012,隔汗巾,8,6,48,2019-11-16 01:28:47
700014201911163241,700014,消毒液,28,19,532,2019-11-16 01:32:41
700012201911164305,700012,隔汗巾,8,29,232,2019-11-16 01:43:05
700015201911164845,700015,驱蚊贴,25,24,600,2019-11-16 01:48:45
700013201911165028,700013,酒精棉片,15,45,675,2019-11-16 02:50:28
700011201910162549,700011,袜子,5,1,5,2019-11-16 03:23:10
700011201911162310,700011,袜子,5,8,40,2019-11-16 03:23:10
700012201911163342,700012,隔汗巾,8,9,72,2019-11-16 03:33:42
700011201911164954,700011,袜子,5,8,40,2019-11-16 03:49:54
700014201911160910,700014,消毒液,28,25,700,2019-11-16 04:09:10
700014201911161420,700014,消毒液,28,20,560,2019-11-16 06:14:20
700014201911161545,700014,消毒液,28,12,336,2019-11-16 06:15:45
700014201911165939,700014,消毒液,28,24,672,2019-11-16 06:59:39
700011201911161135,700011,袜子,5,14,70,2019-11-16 07:11:35
700014201911162239,700014,消毒液,28,11,308,2019-11-16 07:22:39
700014201911160640,700014,消毒液,28,23,644,2019-11-16 08:06:40
700012201911161341,700012,隔汗巾,8,20,160,2019-11-16 08:13:41
700014201911162743,700014,消毒液,28,11,308,2019-11-16 08:27:43
700010201911161215,700010,儿童口罩,20,35,700,2019-11-16 09:12:15
700010201911162407,700010,儿童口罩,20,26,520,2019-11-16 09:24:07
700010201911163615,700010,儿童口罩,20,15,300,2019-11-16 09:36:15
700014201911163711,700014,消毒液,28,8,224,2019-11-16 09:37:11
700010201911164126,700010,儿童口罩,20,36,720,2019-11-16 09:41:26
700014201911165523,700014,消毒液,28,6,168,2019-11-16 09:55:23
700010201911160945,700010,儿童口罩,20,25,500,2019-11-16 11:09:45
700010201911164141,700010,儿童口罩,20,12,240,2019-11-16 11:41:41
700011201911164143,700011,袜子,5,12,60,2019-11-16 11:41:43
700010201911160545,700010,儿童口罩,20,15,300,2019-11-16 12:05:45
700013201911160702,700013,酒精棉片,15,26,390,2019-11-16 12:07:02
700014201911160704,700014,消毒液,28,16,448,2019-11-16 12:07:04
700010201911160712,700010,儿童口罩,20,46,920,2019-11-16 12:07:12
700015201911161203,700015,驱蚊贴,25,18,450,2019-11-16 12:12:03
700010201911163443,700010,儿童口罩,20,25,500,2019-11-16 12:34:43
700010201911164106,700010,儿童口罩,20,30,600,2019-11-16 12:41:06
700010201911164113,700010,儿童口罩,20,15,300,2019-11-16 12:41:13
700010201911160859,700010,儿童口罩,20,17,340,2019-11-16 13:08:59
700014201911162918,700014,消毒液,28,17,476,2019-11-16 13:29:18
700010201911163033,700010,儿童口罩,20,30,600,2019-11-16 13:30:33
700010201911163148,700010,儿童口罩,20,16,320,2019-11-16 13:31:48
700011201911164642,700011,袜子,5,19,95,2019-11-16 13:46:42
700010201911161017,700010,儿童口罩,20,15,300,2019-11-16 14:10:17
700010201911161148,700010,儿童口罩,20,20,400,2019-11-16 14:11:48
700010201911163313,700010,儿童口罩,20,30,600,2019-11-16 14:33:13
700010201911163318,700010,儿童口罩,20,23,460,2019-11-16 14:33:18
700014201911163459,700014,消毒液,28,9,252,2019-11-16 14:34:59
700010201911163537,700010,儿童口罩,20,16,320,2019-11-16 14:35:37
700012201911160954,700012,隔汗巾,8,28,224,2019-11-16 15:09:54
700010201911162817,700010,儿童口罩,20,20,400,2019-11-16 15:28:17
700010201911162910,700010,儿童口罩,20,26,520,2019-11-16 15:29:10
700010201911163011,700010,儿童口罩,20,15,300,2019-11-16 15:30:11
700010201911163357,700010,儿童口罩,20,20,400,2019-11-16 15:33:57
700010201911163450,700010,儿童口罩,20,18,360,2019-11-16 15:34:50
700014201911161037,700014,消毒液,28,12,336,2019-11-16 16:10:37
700010201911161244,700010,儿童口罩,20,23,460,2019-11-16 16:12:44
700010201911162443,700010,儿童口罩,20,15,300,2019-11-16 16:24:43
700010201911162458,700010,儿童口罩,20,20,400,2019-11-16 16:24:58
700010201911164242,700010,儿童口罩,20,20,400,2019-11-16 16:42:42
700011201911160843,700011,袜子,5,4,20,2019-11-16 17:08:43
700010201911161028,700010,儿童口罩,20,15,300,2019-11-16 17:10:28
700011201911162827,700011,袜子,5,19,95,2019-11-16 17:28:27
700010201911163133,700010,儿童口罩,20,18,360,2019-11-16 17:31:33
700014201911163531,700014,消毒液,28,7,196,2019-11-16 17:35:31
700010201911163540,700010,儿童口罩,20,17,340,2019-11-16 17:35:40
700014201911160159,700014,消毒液,28,12,336,2019-11-16 18:01:59
700015201911161250,700015,驱蚊贴,25,28,700,2019-11-16 18:12:50
700012201911164122,700012,隔汗巾,8,28,224,2019-11-16 18:41:22
700014201911165001,700014,消毒液,28,21,588,2019-11-16 18:50:01
700010201911160932,700010,儿童口罩,20,15,300,2019-11-16 19:09:32
700010201911161026,700010,儿童口罩,20,10,200,2019-11-16 19:10:26
700010201911163202,700010,儿童口罩,20,12,240,2019-11-16 19:32:02
700010201911163404,700010,儿童口罩,20,15,300,2019-11-16 19:34:04
700010201911163530,700010,儿童口罩,20,13,260,2019-11-16 19:35:30
700010201911161208,700010,儿童口罩,20,20,400,2019-11-16 20:12:08
700012201911163456,700012,隔汗巾,8,20,160,2019-11-16 20:34:56
700010201911164237,700010,儿童口罩,20,10,200,2019-11-16 20:42:37
700011201911160655,700011,袜子,5,1,5,2019-11-16 22:06:55
700010201911160742,700010,儿童口罩,20,25,500,2019-11-16 22:07:42
700012201911160821,700012,隔汗巾,8,10,80,2019-11-16 22:08:21
700010201911161123,700010,儿童口罩,20,15,300,2019-11-16 22:11:23
700010201911161135,700010,儿童口罩,20,34,680,2019-11-16 22:11:35
700010201911161308,700010,儿童口罩,20,25,500,2019-11-16 22:13:08
700010201911162640,700010,儿童口罩,20,5,100,2019-11-16 22:26:40
700010201911163312,700010,儿童口罩,20,17,340,2019-11-16 22:33:12
700014201911164044,700014,消毒液,28,18,504,2019-11-16 22:40:44
700010201911161313,700010,儿童口罩,20,15,300,2019-11-16 23:13:13
700012201911162516,700012,隔汗巾,8,30,240,2019-11-16 23:25:16
700015201911162624,700015,驱蚊贴,25,18,450,2019-11-16 23:26:24
700010201911163339,700010,儿童口罩,20,34,680,2019-11-16 23:33:39
700014201911163726,700014,消毒液,28,21,588,2019-11-16 23:37:26
700010201911163955,700010,儿童口罩,20,18,360,2019-11-16 23:39:55
700010201911164136,700010,儿童口罩,20,16,320,2019-11-16 23:41:36
700012201911164724,700012,隔汗巾,8,10,80,2019-11-16 23:47:24
700012201911171535,700012,隔汗巾,8,20,160,2019-11-17 00:15:35
700014201911172431,700014,消毒液,28,18,504,2019-11-17 00:24:31
700011201911175434,700011,袜子,5,20,100,2019-11-17 00:54:34
700012201911172757,700012,隔汗巾,8,22,176,2019-11-17 01:27:57
700014201911174254,700014,消毒液,28,12,336,2019-11-17 01:42:54
700015201911172543,700015,驱蚊贴,25,22,550,2019-11-17 03:25:43
700011201911174009,700011,袜子,5,16,80,2019-11-17 03:40:09
700015201911175223,700015,驱蚊贴,25,19,475,2019-11-17 03:52:23
700012201911175254,700012,隔汗巾,8,10,80,2019-11-17 03:52:54
700014201911170230,700014,消毒液,28,22,616,2019-11-17 04:02:30
700014201911173233,700014,消毒液,28,17,476,2019-11-17 05:32:33
700014201911173631,700014,消毒液,28,17,476,2019-11-17 05:36:31
700014201911174457,700014,消毒液,28,19,532,2019-11-17 05:44:57
700014201911170130,700014,消毒液,28,8,224,2019-11-17 06:01:30
700012201911173906,700012,隔汗巾,8,10,80,2019-11-17 06:39:06
700012201911174219,700012,隔汗巾,8,17,136,2019-11-17 06:42:19
700012201911174755,700012,隔汗巾,8,21,168,2019-11-17 06:47:55
700011201911172340,700011,袜子,5,14,70,2019-11-17 07:23:40
700014201911172428,700014,消毒液,28,10,280,2019-11-17 07:24:28
700012201911173225,700012,隔汗巾,8,26,208,2019-11-17 07:32:25
700013201911173330,700013,酒精棉片,15,40,600,2019-11-17 07:33:30
700014201911175942,700014,消毒液,28,19,532,2019-11-17 07:59:42
700010201911172659,700010,儿童口罩,20,19,380,2019-11-17 08:26:59
700011201911172911,700011,袜子,5,6,30,2019-11-17 08:29:11
700012201911173201,700012,隔汗巾,8,29,232,2019-11-17 09:32:01
700015201911173336,700015,驱蚊贴,25,22,550,2019-11-17 09:33:36
700014201911174513,700014,消毒液,28,8,224,2019-11-17 09:45:13
700015201911171908,700015,驱蚊贴,25,29,725,2019-11-17 10:19:08
700010201911172229,700010,儿童口罩,20,20,400,2019-11-17 10:22:29
700012201911173015,700012,隔汗巾,8,25,200,2019-11-17 10:30:15
700010201911173646,700010,儿童口罩,20,20,400,2019-11-17 10:36:46
700011201911173444,700011,袜子,5,11,55,2019-11-17 11:34:44
700010201911172904,700010,儿童口罩,20,12,240,2019-11-17 12:29:04
700015201911175358,700015,驱蚊贴,25,7,175,2019-11-17 12:53:58
700014201911170817,700014,消毒液,28,19,532,2019-11-17 13:08:17
700010201911173357,700010,儿童口罩,20,12,240,2019-11-17 13:33:57
700010201911173716,700010,儿童口罩,20,18,360,2019-11-17 13:37:16
700014201911171440,700014,消毒液,28,7,196,2019-11-17 15:14:40
700010201911172459,700010,儿童口罩,20,17,340,2019-11-17 15:24:59
700014201911172517,700014,消毒液,28,15,420,2019-11-17 15:25:17
700010201911173624,700010,儿童口罩,20,15,300,2019-11-17 15:36:24
700010201911174111,700010,儿童口罩,20,15,300,2019-11-17 15:41:11
700010201911172833,700010,儿童口罩,20,15,300,2019-11-17 16:28:33
700012201911173207,700012,隔汗巾,8,14,112,2019-11-17 16:32:07
700010201911174001,700010,儿童口罩,20,15,300,2019-11-17 16:40:01
700011201911172205,700011,袜子,5,3,15,2019-11-17 17:22:05
700010201911172411,700010,儿童口罩,20,10,200,2019-11-17 17:24:11
700010201911173206,700010,儿童口罩,20,25,500,2019-11-17 17:32:06
700010201911173948,700010,儿童口罩,20,15,300,2019-11-17 17:39:48
700014201911171126,700014,消毒液,28,23,644,2019-11-17 18:11:26
700015201911172924,700015,驱蚊贴,25,27,675,2019-11-17 18:29:24
700010201911173217,700010,儿童口罩,20,18,360,2019-11-17 18:32:17
700010201911173243,700010,儿童口罩,20,25,500,2019-11-17 18:32:43
700010201911173616,700010,儿童口罩,20,22,440,2019-11-17 18:36:16
700014201911173814,700014,消毒液,28,14,392,2019-11-17 18:38:14
700014201911174304,700014,消毒液,28,7,196,2019-11-17 18:43:04
700010201911173239,700010,儿童口罩,20,38,760,2019-11-17 19:32:39
700010201911174057,700010,儿童口罩,20,17,340,2019-11-17 19:40:57
700014201911174218,700014,消毒液,28,12,336,2019-11-17 19:42:18
700011201911175744,700011,袜子,5,18,90,2019-11-17 19:57:44
700014201911171756,700014,消毒液,28,22,616,2019-11-17 20:17:56
700010201911172721,700010,儿童口罩,20,15,300,2019-11-17 20:27:21
700014201911174209,700014,消毒液,28,25,700,2019-11-17 20:42:09
700010201911172822,700010,儿童口罩,20,20,400,2019-11-17 21:28:22
700010201911174119,700010,儿童口罩,20,24,480,2019-11-17 21:41:19
700012201911174315,700012,隔汗巾,8,10,80,2019-11-17 21:43:15
700011201911171330,700011,袜子,5,2,10,2019-11-17 22:13:30
700014201911172136,700014,消毒液,28,17,476,2019-11-17 22:21:36
700014201911171232,700014,消毒液,28,13,364,2019-11-17 23:12:32
700010201911172341,700010,儿童口罩,20,12,240,2019-11-17 23:23:41
700010201911172552,700010,儿童口罩,20,15,300,2019-11-17 23:25:52
700014201911173643,700014,消毒液,28,21,588,2019-11-17 23:36:43
700014201911175529,700014,消毒液,28,9,252,2019-11-17 23:55:29
700014201911182451,700014,消毒液,28,23,644,2019-11-18 01:24:51
700014201911182836,700014,消毒液,28,16,448,2019-11-18 01:28:36
700015201911183954,700015,驱蚊贴,25,15,375,2019-11-18 02:39:54
700012201911182317,700012,隔汗巾,8,28,224,2019-11-18 03:23:17
700014201911181530,700014,消毒液,28,20,560,2019-11-18 04:15:30
700014201911185942,700014,消毒液,28,12,336,2019-11-18 04:59:42
700014201911183929,700014,消毒液,28,21,588,2019-11-18 05:39:29
700014201911182813,700014,消毒液,28,15,420,2019-11-18 06:28:13
700014201911182843,700014,消毒液,28,25,700,2019-11-18 06:28:43
700011201911181244,700011,袜子,5,12,60,2019-11-18 07:12:44
700014201911182222,700014,消毒液,28,7,196,2019-11-18 07:22:22
700014201911182939,700014,消毒液,28,17,476,2019-11-18 07:29:39
700014201911183053,700014,消毒液,28,16,448,2019-11-18 07:30:53
700010201911182218,700010,儿童口罩,20,15,300,2019-11-18 08:22:18
700015201911183119,700015,驱蚊贴,25,5,125,2019-11-18 08:31:19
700010201911183529,700010,儿童口罩,20,20,400,2019-11-18 08:35:29
700014201911183532,700014,消毒液,28,17,476,2019-11-18 08:35:32
700011201911185121,700011,袜子,5,14,70,2019-11-18 08:51:21
700012201911180520,700012,隔汗巾,8,13,104,2019-11-18 09:05:20
700014201911185238,700014,消毒液,28,22,616,2019-11-18 09:52:38
700012201911180336,700012,隔汗巾,8,27,216,2019-11-18 10:03:36
700010201911181753,700010,儿童口罩,20,10,200,2019-11-18 10:17:53
700011201911180258,700011,袜子,5,11,55,2019-11-18 12:02:58
700010201911182015,700010,儿童口罩,20,10,200,2019-11-18 12:20:15
700010201911182322,700010,儿童口罩,20,10,200,2019-11-18 12:23:22
700010201911183228,700010,儿童口罩,20,15,300,2019-11-18 12:32:28
700014201911185732,700014,消毒液,28,12,336,2019-11-18 12:57:32
700014201911180045,700014,消毒液,28,9,252,2019-11-18 13:00:45
700010201911181723,700010,儿童口罩,20,12,240,2019-11-18 13:17:23
700014201911181745,700014,消毒液,28,11,308,2019-11-18 13:17:45
700010201911182508,700010,儿童口罩,20,15,300,2019-11-18 13:25:08
700014201911185636,700014,消毒液,28,15,420,2019-11-18 13:56:36
700014201911185928,700014,消毒液,28,19,532,2019-11-18 13:59:28
700012201911184413,700012,隔汗巾,8,7,56,2019-11-18 14:44:13
700012201911185251,700012,隔汗巾,8,24,192,2019-11-18 14:52:51
700014201911182701,700014,消毒液,28,18,504,2019-11-18 15:27:01
700014201911183240,700014,消毒液,28,17,476,2019-11-18 15:32:40
700010201911183409,700010,儿童口罩,20,25,500,2019-11-18 15:34:09
700015201911184407,700015,驱蚊贴,25,21,525,2019-11-18 15:44:07
700014201911180114,700014,消毒液,28,7,196,2019-11-18 16:01:14
700010201911183238,700010,儿童口罩,20,10,200,2019-11-18 16:32:38
700010201911183304,700010,儿童口罩,20,15,300,2019-11-18 16:33:04
700011201911184837,700011,袜子,5,5,25,2019-11-18 16:48:37
700010201911182331,700010,儿童口罩,20,32,640,2019-11-18 17:23:31
700010201911183516,700010,儿童口罩,20,15,300,2019-11-18 17:35:16
700012201911180852,700012,隔汗巾,8,10,80,2019-11-18 18:08:52
700010201911182655,700010,儿童口罩,20,25,500,2019-11-18 18:26:55
700010201911183509,700010,儿童口罩,20,29,580,2019-11-18 18:35:09
700010201911183731,700010,儿童口罩,20,50,1000,2019-11-18 18:37:31
700010201911183802,700010,儿童口罩,20,19,380,2019-11-18 18:38:02
700011201911182004,700011,袜子,5,6,30,2019-11-18 19:20:04
700012201911183247,700012,隔汗巾,8,17,136,2019-11-18 19:32:47
700010201911183522,700010,儿童口罩,20,19,380,2019-11-18 19:35:22
700010201911183706,700010,儿童口罩,20,43,860,2019-11-18 19:37:06
700011201911180514,700011,袜子,5,18,90,2019-11-18 20:05:14
700014201911181741,700014,消毒液,28,12,336,2019-11-18 20:17:41
700010201911183014,700010,儿童口罩,20,18,360,2019-11-18 20:30:14
700015201911182144,700015,驱蚊贴,25,12,300,2019-11-18 21:21:44
700012201911182601,700012,隔汗巾,8,28,224,2019-11-18 21:26:01
700010201911182759,700010,儿童口罩,20,43,860,2019-11-18 22:27:59
700010201911183430,700010,儿童口罩,20,5,100,2019-11-18 22:34:30
700011201911185016,700011,袜子,5,4,20,2019-11-18 22:50:16
700013201911185025,700013,酒精棉片,15,24,360,2019-11-18 22:50:25
700012201911181831,700012,隔汗巾,8,22,176,2019-11-18 23:18:31
700010201911182629,700010,儿童口罩,20,12,240,2019-11-18 23:26:29
700010201911183754,700010,儿童口罩,20,23,460,2019-11-18 23:37:54
700012201911191525,700012,隔汗巾,8,23,184,2019-11-19 00:15:25
700013201911192657,700013,酒精棉片,15,25,375,2019-11-19 00:26:57
700011201911193815,700011,袜子,5,8,40,2019-11-19 00:38:15
700014201911194223,700014,消毒液,28,20,560,2019-11-19 00:42:23
700014201911195918,700014,消毒液,28,21,588,2019-11-19 00:59:18
700014201911191119,700014,消毒液,28,15,420,2019-11-19 01:11:19
700014201911194336,700014,消毒液,28,24,672,2019-11-19 01:43:36
700014201911195951,700014,消毒液,28,23,644,2019-11-19 01:59:51
700012201911190648,700012,隔汗巾,8,16,128,2019-11-19 02:06:48
700014201911193549,700014,消毒液,28,10,280,2019-11-19 02:35:49
700014201911195025,700014,消毒液,28,20,560,2019-11-19 03:50:25
700014201911190839,700014,消毒液,28,25,700,2019-11-19 05:08:39
700014201911192130,700014,消毒液,28,19,532,2019-11-19 06:21:30
700014201911190415,700014,消毒液,28,24,672,2019-11-19 07:04:15
700015201911191805,700015,驱蚊贴,25,22,550,2019-11-19 07:18:05
700014201911192313,700014,消毒液,28,8,224,2019-11-19 07:23:13
700010201911190658,700010,儿童口罩,20,29,580,2019-11-19 08:06:58
700014201911191130,700014,消毒液,28,12,336,2019-11-19 08:11:30
700013201911192927,700013,酒精棉片,15,43,645,2019-11-19 08:29:27
700010201911190521,700010,儿童口罩,20,15,300,2019-11-19 09:05:21
700012201911194121,700012,隔汗巾,8,30,240,2019-11-19 09:41:21
700010201911194208,700010,儿童口罩,20,30,600,2019-11-19 09:42:08
700013201911195447,700013,酒精棉片,15,16,240,2019-11-19 09:54:47
700010201911190704,700010,儿童口罩,20,35,700,2019-11-19 10:07:04
700010201911190853,700010,儿童口罩,20,32,640,2019-11-19 10:08:53
700010201911190913,700010,儿童口罩,20,5,100,2019-11-19 10:09:13
