date,category,module,turnover
 2019/01/20,餐饮,中餐,140063
 2019/01/20,娱乐,电影院,303217
 2019/01/21,娱乐,游戏厅,1706
 2019/01/21,零售,电子产品,39428
 2019/01/21,零售,男装,46636
 2019/01/21,零售,童装,48056
 2019/01/21,餐饮,西餐,17981
 2019/01/21,餐饮,快餐,19411
 2019/01/21,服务,丽人,34104
 2019/01/21,服务,按摩,36128
 2019/01/21,餐饮,面包甜点,36627
 2019/01/21,零售,商超,198332
 2019/01/21,服务,运动健身,64378
 2019/01/21,零售,女装,333652
 2019/01/21,服务,教育,140747
 2019/01/21,娱乐,KTV,35198
 2019/01/21,餐饮,中餐,154077
 2019/01/21,娱乐,电影院,290148
 2019/01/22,娱乐,游戏厅,1717
 2019/01/22,零售,电子产品,39788
 2019/01/22,零售,男装,46492
 2019/01/22,零售,童装,48260
 2019/01/22,餐饮,西餐,17869
 2019/01/22,餐饮,快餐,19533
 2019/01/22,服务,丽人,33902
 2019/01/22,服务,按摩,36297
 2019/01/22,餐饮,面包甜点,37332
 2019/01/22,零售,商超,198476
 2019/01/22,服务,运动健身,64601
 2019/01/22,零售,女装,334196
 2019/01/22,娱乐,KTV,35551
 2019/01/22,服务,教育,142756
 2019/01/22,餐饮,中餐,155753
 2019/01/22,娱乐,电影院,289308
 2019/01/23,娱乐,游戏厅,1668
 2019/01/23,零售,电子产品,39764
 2019/01/23,零售,男装,46608
 2019/01/23,零售,童装,48500
 2019/01/23,餐饮,西餐,17977
 2019/01/23,餐饮,快餐,19589
 2019/01/23,服务,丽人,33359
 2019/01/23,服务,按摩,36346
 2019/01/23,餐饮,面包甜点,37285
 2019/01/23,零售,商超,197140
 2019/01/23,服务,运动健身,64527
 2019/01/23,零售,女装,332152
 2019/01/23,娱乐,KTV,35694
 2019/01/23,服务,教育,145801
 2019/01/23,餐饮,中餐,155361
 2019/01/23,娱乐,电影院,289740
 2019/01/24,娱乐,游戏厅,1705
 2019/01/24,零售,电子产品,39732
 2019/01/24,零售,男装,46536
 2019/01/24,零售,童装,47848
 2019/01/24,餐饮,西餐,17813
 2019/01/24,餐饮,快餐,19623
 2019/01/24,服务,丽人,33164
 2019/01/24,服务,按摩,36908
 2019/01/24,餐饮,面包甜点,37459
 2019/01/24,零售,商超,196128
 2019/01/24,服务,运动健身,64860
 2019/01/24,零售,女装,330400
 2019/01/24,娱乐,KTV,36078
 2019/01/24,服务,教育,148341
 2019/01/24,餐饮,中餐,155286
 2019/01/24,娱乐,电影院,288739
 2019/01/25,娱乐,游戏厅,1656
 2019/01/25,零售,电子产品,39132
 2019/01/25,零售,男装,45104
 2019/01/25,零售,童装,46164
 2019/01/25,餐饮,西餐,17167
 2019/01/25,餐饮,快餐,19039
 2019/01/25,服务,丽人,31635
 2019/01/25,服务,按摩,36297
 2019/01/25,餐饮,面包甜点,36857
 2019/01/25,零售,商超,190488
 2019/01/25,服务,运动健身,63621
 2019/01/25,零售,女装,318640
 2019/01/25,娱乐,KTV,35455
 2019/01/25,服务,教育,149363
 2019/01/25,餐饮,中餐,150111
 2019/01/25,娱乐,电影院,293113
 2019/01/26,娱乐,游戏厅,1592
 2019/01/26,零售,电子产品,36384
 2019/01/26,零售,男装,43040
 2019/01/26,零售,童装,43520
 2019/01/26,餐饮,西餐,16259
 2019/01/26,餐饮,快餐,18403
 2019/01/26,服务,丽人,28822
 2019/01/26,餐饮,面包甜点,36120
 2019/01/26,服务,按摩,36258
 2019/01/26,零售,商超,178088
 2019/01/26,服务,运动健身,62289
 2019/01/26,零售,女装,302868
 2019/01/26,娱乐,KTV,34321
 2019/01/26,餐饮,中餐,142337
 2019/01/26,服务,教育,150101
 2019/01/26,娱乐,电影院,298770
 2019/01/27,娱乐,游戏厅,1649
 2019/01/27,零售,电子产品,37616
 2019/01/27,零售,男装,43052
 2019/01/27,零售,童装,44472
 2019/01/27,餐饮,西餐,16454
 2019/01/27,餐饮,快餐,18301
 2019/01/27,服务,丽人,28983
 2019/01/27,餐饮,面包甜点,35855
 2019/01/27,服务,按摩,36277
 2019/01/27,零售,商超,179272
 2019/01/27,服务,运动健身,63315
 2019/01/27,零售,女装,304224
 2019/01/27,娱乐,KTV,34376
 2019/01/27,餐饮,中餐,142753
 2019/01/27,服务,教育,151989
 2019/01/27,娱乐,电影院,298708
 2019/01/28,娱乐,游戏厅,1665
 2019/01/28,零售,电子产品,39460
 2019/01/28,零售,男装,46188
 2019/01/28,零售,童装,46996
 2019/01/28,餐饮,西餐,17210
 2019/01/28,餐饮,快餐,18933
 2019/01/28,服务,丽人,31662
 2019/01/28,服务,按摩,35829
 2019/01/28,餐饮,面包甜点,35915
 2019/01/28,零售,商超,192984
 2019/01/28,服务,运动健身,65665
 2019/01/28,零售,女装,322752
 2019/01/28,娱乐,KTV,34998
 2019/01/28,餐饮,中餐,148556
 2019/01/28,服务,教育,154514
 2019/01/28,娱乐,电影院,298451
 2019/01/29,娱乐,游戏厅,1688
 2019/01/29,零售,电子产品,39408
 2019/01/29,零售,男装,46364
 2019/01/29,零售,童装,46720
 2019/01/29,餐饮,西餐,17292
 2019/01/29,餐饮,快餐,18946
 2019/01/29,服务,丽人,31368
 2019/01/29,服务,按摩,35663
 2019/01/29,餐饮,面包甜点,35931
 2019/01/29,零售,商超,192796
 2019/01/29,服务,运动健身,65580
 2019/01/29,零售,女装,321592
 2019/01/29,娱乐,KTV,35107
 2019/01/29,餐饮,中餐,148064
 2019/01/29,服务,教育,154539
 2019/01/29,娱乐,电影院,298506
 2019/01/30,娱乐,游戏厅,1653
 2019/01/30,零售,电子产品,39016
 2019/01/30,零售,童装,45560
 2019/01/30,零售,男装,46020
 2019/01/30,餐饮,西餐,16761
 2019/01/30,餐饮,快餐,18672
 2019/01/30,服务,丽人,30574
 2019/01/30,服务,按摩,35021
 2019/01/30,餐饮,面包甜点,35656
 2019/01/30,零售,商超,190312
 2019/01/30,服务,运动健身,65034
 2019/01/30,零售,女装,318216
 2019/01/30,娱乐,KTV,34729
 2019/01/30,餐饮,中餐,145627
 2019/01/30,服务,教育,154127
 2019/01/30,娱乐,电影院,300673
 2019/01/31,娱乐,游戏厅,1597
 2019/01/31,零售,电子产品,38484
 2019/01/31,零售,童装,44840
 2019/01/31,零售,男装,44932
 2019/01/31,餐饮,西餐,16390
 2019/01/31,餐饮,快餐,18477
 2019/01/31,服务,丽人,29354
 2019/01/31,服务,按摩,33245
 2019/01/31,餐饮,面包甜点,34975
 2019/01/31,零售,商超,185804
 2019/01/31,服务,运动健身,63211
 2019/01/31,零售,女装,309228
 2019/01/31,娱乐,KTV,33952
 2019/01/31,餐饮,中餐,141173
 2019/01/31,服务,教育,149852
 2019/01/31,娱乐,电影院,304886
 2019/02/01,娱乐,游戏厅,1562
 2019/02/01,零售,电子产品,37852
 2019/02/01,零售,男装,43932
 2019/02/01,零售,童装,44764
 2019/02/01,餐饮,西餐,16063
 2019/02/01,餐饮,快餐,18073
 2019/02/01,服务,丽人,28030
 2019/02/01,服务,按摩,31805
 2019/02/01,餐饮,面包甜点,34529
 2019/02/01,零售,商超,181388
 2019/02/01,服务,运动健身,61860
 2019/02/01,零售,女装,302052
 2019/02/01,娱乐,KTV,33455
 2019/02/01,餐饮,中餐,137788
 2019/02/01,服务,教育,145010
 2019/02/01,娱乐,电影院,308685
 2019/02/02,娱乐,游戏厅,1474
 2019/02/02,零售,电子产品,35840
 2019/02/02,零售,男装,43028
 2019/02/02,零售,童装,43124
 2019/02/02,餐饮,西餐,15320
 2019/02/02,餐饮,快餐,17320
 2019/02/02,服务,丽人,26532
 2019/02/02,服务,按摩,30479
 2019/02/02,餐饮,面包甜点,33441
 2019/02/02,零售,商超,173476
 2019/02/02,服务,运动健身,59558
 2019/02/02,零售,女装,288048
 2019/02/02,娱乐,KTV,32123
 2019/02/02,餐饮,中餐,131246
 2019/02/02,服务,教育,140371
 2019/02/02,娱乐,电影院,316484
 2019/02/03,娱乐,游戏厅,1424
 2019/02/03,零售,电子产品,35296
 2019/02/03,零售,男装,41332
 2019/02/03,零售,童装,41360
 2019/02/03,餐饮,西餐,14548
 2019/02/03,餐饮,快餐,16569
 2019/02/03,服务,丽人,25251
 2019/02/03,服务,按摩,29027
 2019/02/03,餐饮,面包甜点,31940
 2019/02/03,零售,商超,167536
 2019/02/03,服务,运动健身,57340
 2019/02/03,零售,女装,275272
 2019/02/03,娱乐,KTV,30625
 2019/02/03,餐饮,中餐,124112
 2019/02/03,服务,教育,134561
 2019/02/03,娱乐,电影院,326157
 2019/02/04,娱乐,游戏厅,1218
 2019/02/04,零售,电子产品,32048
 2019/02/04,零售,男装,36492
 2019/02/04,零售,童装,37152
 2019/02/04,餐饮,西餐,12055
 2019/02/04,餐饮,快餐,13896
 2019/02/04,服务,丽人,21798
 2019/02/04,服务,按摩,23610
 2019/02/04,餐饮,面包甜点,25495
 2019/02/04,零售,商超,148416
 2019/02/04,服务,运动健身,48915
 2019/02/04,零售,女装,237216
 2019/02/04,娱乐,KTV,24206
 2019/02/04,餐饮,中餐,101617
 2019/02/04,服务,教育,111937
 2019/02/04,娱乐,电影院,362525
 2019/02/05,娱乐,游戏厅,1219
 2019/02/05,零售,电子产品,32588
 2019/02/05,零售,男装,37728
 2019/02/05,零售,童装,38376
 2019/02/05,餐饮,西餐,12632
 2019/02/05,餐饮,快餐,14663
 2019/02/05,服务,丽人,22420
 2019/02/05,服务,按摩,23802
 2019/02/05,餐饮,面包甜点,27173
 2019/02/05,零售,商超,151896
 2019/02/05,服务,运动健身,49967
 2019/02/05,零售,女装,244716
 2019/02/05,娱乐,KTV,25822
 2019/02/05,餐饮,中餐,107098
 2019/02/05,服务,教育,110467
 2019/02/05,娱乐,电影院,353224
 2019/02/06,娱乐,游戏厅,1246
 2019/02/06,零售,电子产品,33548
 2019/02/06,零售,男装,38676
 2019/02/06,零售,童装,39160
 2019/02/06,餐饮,西餐,13159
 2019/02/06,餐饮,快餐,15028
 2019/02/06,服务,丽人,22737
 2019/02/06,服务,按摩,24976
 2019/02/06,餐饮,面包甜点,28379
 2019/02/06,零售,商超,154860
 2019/02/06,服务,运动健身,51332
 2019/02/06,零售,女装,253600
 2019/02/06,娱乐,KTV,26965
 2019/02/06,餐饮,中餐,110903
 2019/02/06,服务,教育,116726
 2019/02/06,娱乐,电影院,346520
 2019/02/07,娱乐,游戏厅,1263
 2019/02/07,零售,电子产品,33928
 2019/02/07,零售,男装,39276
 2019/02/07,零售,童装,39392
 2019/02/07,餐饮,西餐,13508
 2019/02/07,餐饮,快餐,15290
 2019/02/07,服务,丽人,22676
 2019/02/07,服务,按摩,25957
 2019/02/07,餐饮,面包甜点,29318
 2019/02/07,零售,商超,157444
 2019/02/07,服务,运动健身,52471
 2019/02/07,零售,女装,256456
 2019/02/07,娱乐,KTV,27735
 2019/02/07,餐饮,中餐,113501
 2019/02/07,服务,教育,121817
 2019/02/07,娱乐,电影院,342645
 2019/02/08,娱乐,游戏厅,1242
 2019/02/08,零售,电子产品,33540
 2019/02/08,零售,男装,38720
 2019/02/08,零售,童装,40064
 2019/02/08,餐饮,西餐,13681
 2019/02/08,餐饮,快餐,15559
 2019/02/08,服务,丽人,22873
 2019/02/08,服务,按摩,26576
 2019/02/08,餐饮,面包甜点,29800
 2019/02/08,零售,商超,157200
 2019/02/08,服务,运动健身,53339
 2019/02/08,零售,女装,257316
 2019/02/08,娱乐,KTV,28191
 2019/02/08,餐饮,中餐,115053
 2019/02/08,服务,教育,125220
 2019/02/08,娱乐,电影院,339902
 2019/02/09,娱乐,游戏厅,1292
 2019/02/09,零售,电子产品,33792
 2019/02/09,零售,男装,39052
 2019/02/09,零售,童装,39236
 2019/02/09,餐饮,西餐,13922
 2019/02/09,餐饮,快餐,15858
 2019/02/09,服务,丽人,22919
 2019/02/09,服务,按摩,27004
 2019/02/09,餐饮,面包甜点,30193
 2019/02/09,零售,商超,157804
 2019/02/09,服务,运动健身,53793
 2019/02/09,零售,女装,258868
 2019/02/09,娱乐,KTV,28598
 2019/02/09,餐饮,中餐,116814
 2019/02/09,服务,教育,128282
 2019/02/09,娱乐,电影院,337603
 2019/02/10,娱乐,游戏厅,1297
 2019/02/10,零售,电子产品,34192
 2019/02/10,零售,童装,40140
 2019/02/10,零售,男装,40272
 2019/02/10,餐饮,西餐,14538
 2019/02/10,餐饮,快餐,16298
 2019/02/10,服务,丽人,23891
 2019/02/10,服务,按摩,28676
 2019/02/10,餐饮,面包甜点,31020
 2019/02/10,零售,商超,161276
 2019/02/10,服务,运动健身,55719
 2019/02/10,零售,女装,267040
 2019/02/10,娱乐,KTV,29359
 2019/02/10,餐饮,中餐,121507
 2019/02/10,服务,教育,133317
 2019/02/10,娱乐,电影院,332866
 2019/02/11,娱乐,游戏厅,1545
 2019/02/11,零售,电子产品,37756
 2019/02/11,零售,男装,44784
 2019/02/11,零售,童装,44956
 2019/02/11,餐饮,西餐,16677
 2019/02/11,餐饮,快餐,18215
 2019/02/11,服务,丽人,28831
 2019/02/11,服务,按摩,30644
 2019/02/11,餐饮,面包甜点,33110
 2019/02/11,零售,商超,182752
 2019/02/11,服务,运动健身,61327
 2019/02/11,零售,女装,304692
 2019/02/11,娱乐,KTV,32141
 2019/02/11,餐饮,中餐,138900
 2019/02/11,服务,教育,142169
 2019/02/11,娱乐,电影院,320083
 2019/02/12,娱乐,游戏厅,1552
 2019/02/12,零售,电子产品,38732
 2019/02/12,零售,男装,45824
 2019/02/12,零售,童装,45900
 2019/02/12,餐饮,西餐,17394
 2019/02/12,餐饮,快餐,18873
 2019/02/12,服务,丽人,30718
 2019/02/12,服务,按摩,31803
 2019/02/12,餐饮,面包甜点,34128
 2019/02/12,零售,商超,188452
 2019/02/12,服务,运动健身,63209
 2019/02/12,零售,女装,314304
 2019/02/12,娱乐,KTV,33142
 2019/02/12,餐饮,中餐,144559
 2019/02/12,服务,教育,147053
 2019/02/12,娱乐,电影院,314674
 2019/02/13,娱乐,游戏厅,1661
 2019/02/13,零售,电子产品,39328
 2019/02/13,零售,童装,46872
 2019/02/13,零售,男装,47312
 2019/02/13,餐饮,西餐,17827
 2019/02/13,餐饮,快餐,19454
 2019/02/13,服务,丽人,32017
 2019/02/13,服务,按摩,32445
 2019/02/13,餐饮,面包甜点,34569
 2019/02/13,零售,商超,193452
 2019/02/13,服务,运动健身,64695
 2019/02/13,零售,女装,322720
 2019/02/13,娱乐,KTV,33799
 2019/02/13,餐饮,中餐,148798
 2019/02/13,服务,教育,150511
 2019/02/13,娱乐,电影院,311054
 2019/02/14,娱乐,游戏厅,1692
 2019/02/14,零售,电子产品,39060
 2019/02/14,零售,童装,46228
 2019/02/14,零售,男装,46728
 2019/02/14,餐饮,西餐,17507
 2019/02/14,餐饮,快餐,18878
 2019/02/14,服务,丽人,31806
 2019/02/14,服务,按摩,32269
 2019/02/14,餐饮,面包甜点,33714
 2019/02/14,零售,商超,193804
 2019/02/14,服务,运动健身,64530
 2019/02/14,零售,女装,320192
 2019/02/14,娱乐,KTV,33164
 2019/02/14,餐饮,中餐,147504
 2019/02/14,服务,教育,148823
 2019/02/14,娱乐,电影院,314621
 2019/02/15,娱乐,游戏厅,1684
 2019/02/15,零售,电子产品,38796
 2019/02/15,零售,童装,46600
 2019/02/15,零售,男装,46776
 2019/02/15,餐饮,西餐,18989
 2019/02/15,餐饮,快餐,19640
 2019/02/15,服务,丽人,32036
 2019/02/15,服务,按摩,32595
 2019/02/15,餐饮,面包甜点,34869
 2019/02/15,零售,商超,194732
 2019/02/15,服务,运动健身,64595
 2019/02/15,零售,女装,322780
 2019/02/15,娱乐,KTV,34284
 2019/02/15,服务,教育,152520
 2019/02/15,餐饮,中餐,157039
 2019/02/15,娱乐,电影院,308396
 2019/02/16,娱乐,游戏厅,1520
 2019/02/16,零售,电子产品,37156
 2019/02/16,零售,童装,44312
 2019/02/16,零售,男装,44700
 2019/02/16,餐饮,西餐,18845
 2019/02/16,餐饮,快餐,19429
 2019/02/16,服务,丽人,29192
 2019/02/16,服务,按摩,31823
 2019/02/16,餐饮,面包甜点,34056
 2019/02/16,零售,商超,182852
 2019/02/16,服务,运动健身,61662
 2019/02/16,零售,女装,303976
 2019/02/16,娱乐,KTV,33211
 2019/02/16,服务,教育,149019
 2019/02/16,餐饮,中餐,153789
 2019/02/16,娱乐,电影院,314556
 2019/02/17,娱乐,游戏厅,1538
 2019/02/17,零售,电子产品,37576
 2019/02/17,零售,男装,44748
 2019/02/17,零售,童装,45284
 2019/02/17,餐饮,西餐,19240
 2019/02/17,餐饮,快餐,19428
 2019/02/17,服务,丽人,30352
 2019/02/17,服务,按摩,31578
 2019/02/17,餐饮,面包甜点,34265
 2019/02/17,零售,商超,186668
 2019/02/17,服务,运动健身,62602
 2019/02/17,零售,女装,310488
 2019/02/17,娱乐,KTV,33553
 2019/02/17,服务,教育,151310
 2019/02/17,餐饮,中餐,157512
 2019/02/17,娱乐,电影院,313213
 2019/02/18,娱乐,游戏厅,1737
 2019/02/18,零售,电子产品,40600
 2019/02/18,零售,童装,49212
 2019/02/18,零售,男装,49288
 2019/02/18,餐饮,快餐,20834
 2019/02/18,餐饮,西餐,21451
 2019/02/18,服务,按摩,33208
 2019/02/18,服务,丽人,35233
 2019/02/18,餐饮,面包甜点,35601
 2019/02/18,零售,商超,207932
 2019/02/18,服务,运动健身,67284
 2019/02/18,零售,女装,344356
 2019/02/18,娱乐,KTV,36588
 2019/02/18,服务,教育,155521
 2019/02/18,餐饮,中餐,174844
 2019/02/18,娱乐,电影院,301110
 2019/02/19,娱乐,游戏厅,1671
 2019/02/19,零售,电子产品,40380
 2019/02/19,零售,童装,48416
 2019/02/19,零售,男装,48668
 2019/02/19,餐饮,快餐,20015
 2019/02/19,餐饮,西餐,20660
 2019/02/19,服务,按摩,30591
 2019/02/19,餐饮,面包甜点,33869
 2019/02/19,服务,丽人,34371
 2019/02/19,零售,商超,204464
 2019/02/19,服务,运动健身,65298
 2019/02/19,零售,女装,337840
 2019/02/19,娱乐,KTV,34994
 2019/02/19,服务,教育,148015
 2019/02/19,餐饮,中餐,169622
 2019/02/19,娱乐,电影院,310010
 2019/02/20,娱乐,游戏厅,1724
 2019/02/20,零售,电子产品,40948
 2019/02/20,零售,童装,49620
 2019/02/20,零售,男装,50084
 2019/02/20,餐饮,快餐,20904
 2019/02/20,餐饮,西餐,21578
 2019/02/20,服务,按摩,32439
 2019/02/20,餐饮,面包甜点,34636
 2019/02/20,服务,丽人,36005
 2019/02/20,零售,商超,209420
 2019/02/20,服务,运动健身,67589
 2019/02/20,零售,女装,350200
 2019/02/20,娱乐,KTV,35836
 2019/02/20,服务,教育,152691
 2019/02/20,餐饮,中餐,176000
 2019/02/20,娱乐,电影院,305128
 2019/02/21,娱乐,游戏厅,1740
 2019/02/21,零售,电子产品,41272
 2019/02/21,零售,男装,49720
 2019/02/21,零售,童装,49816
 2019/02/21,餐饮,快餐,21196
 2019/02/21,餐饮,西餐,22008
 2019/02/21,服务,按摩,32985
 2019/02/21,餐饮,面包甜点,34382
 2019/02/21,服务,丽人,36155
 2019/02/21,零售,商超,210492
 2019/02/21,服务,运动健身,68409
 2019/02/21,零售,女装,351300
 2019/02/21,娱乐,KTV,35935
 2019/02/21,服务,教育,156555
 2019/02/21,餐饮,中餐,177863
 2019/02/21,娱乐,电影院,303887
 2019/02/22,娱乐,游戏厅,1649
 2019/02/22,零售,电子产品,39744
 2019/02/22,零售,男装,48028
 2019/02/22,零售,童装,48332
 2019/02/22,餐饮,快餐,20627
 2019/02/22,餐饮,西餐,21237
 2019/02/22,服务,按摩,30303
 2019/02/22,餐饮,面包甜点,33406
 2019/02/22,服务,丽人,34253
 2019/02/22,零售,商超,204380
 2019/02/22,服务,运动健身,65426
 2019/02/22,零售,女装,337340
 2019/02/22,娱乐,KTV,34594
 2019/02/22,服务,教育,147063
 2019/02/22,餐饮,中餐,172421
 2019/02/22,娱乐,电影院,311272
 2019/02/23,娱乐,游戏厅,1619
 2019/02/23,零售,电子产品,37952
 2019/02/23,零售,男装,45960
 2019/02/23,零售,童装,46488
 2019/02/23,餐饮,快餐,19929
 2019/02/23,餐饮,西餐,20760
 2019/02/23,服务,丽人,31706
 2019/02/23,服务,按摩,31823
 2019/02/23,餐饮,面包甜点,32558
 2019/02/23,零售,商超,192888
 2019/02/23,服务,运动健身,65393
 2019/02/23,零售,女装,318720
 2019/02/23,娱乐,KTV,34043
 2019/02/23,服务,教育,154697
 2019/02/23,餐饮,中餐,166656
 2019/02/23,娱乐,电影院,313686
 2019/02/24,娱乐,游戏厅,1678
 2019/02/24,零售,电子产品,39420
 2019/02/24,零售,男装,47696
 2019/02/24,零售,童装,47708
 2019/02/24,餐饮,快餐,21033
 2019/02/24,餐饮,西餐,22520
 2019/02/24,服务,丽人,32860
 2019/02/24,服务,按摩,34119
 2019/02/24,餐饮,面包甜点,38292
 2019/02/24,零售,商超,200316
 2019/02/24,服务,运动健身,68359
 2019/02/24,零售,女装,334712
 2019/02/24,娱乐,KTV,40001
 2019/02/24,服务,教育,161887
 2019/02/24,餐饮,中餐,184854
 2019/02/24,娱乐,电影院,273579
 2019/02/25,娱乐,游戏厅,1910
 2019/02/25,零售,电子产品,43064
 2019/02/25,零售,童装,54188
 2019/02/25,零售,男装,54384
 2019/02/25,餐饮,快餐,24786
 2019/02/25,餐饮,西餐,28136
 2019/02/25,服务,按摩,35386
 2019/02/25,服务,丽人,39789
 2019/02/25,餐饮,面包甜点,53329
 2019/02/25,零售,商超,229928
 2019/02/25,服务,运动健身,73075
 2019/02/25,零售,女装,394076
 2019/02/25,服务,教育,164840
 2019/02/25,娱乐,KTV,56991
 2019/02/25,餐饮,中餐,242251
 2019/02/25,娱乐,电影院,160204
 2019/02/26,娱乐,游戏厅,1923
 2019/02/26,零售,电子产品,43392
 2019/02/26,零售,童装,55440
 2019/02/26,零售,男装,55652
 2019/02/26,餐饮,快餐,25712
 2019/02/26,餐饮,西餐,30474
 2019/02/26,服务,按摩,36403
 2019/02/26,服务,丽人,41302
 2019/02/26,零售,商超,232744
 2019/02/26,餐饮,面包甜点,59117
 2019/02/26,服务,运动健身,74149
 2019/02/26,零售,女装,404140
 2019/02/26,娱乐,电影院,76746
 2019/02/26,服务,教育,170444
 2019/02/26,餐饮,中餐,264587
 2019/02/26,娱乐,KTV,78023
 2019/02/27,娱乐,游戏厅,1902
 2019/02/27,零售,电子产品,43520
 2019/02/27,零售,童装,54804
 2019/02/27,零售,男装,54828
 2019/02/27,餐饮,快餐,26128
 2019/02/27,餐饮,西餐,31017
 2019/02/27,服务,按摩,36280
 2019/02/27,服务,丽人,41226
 2019/02/27,零售,商超,232856
 2019/02/27,餐饮,面包甜点,59710
 2019/02/27,服务,运动健身,74564
 2019/02/27,零售,女装,404628
 2019/02/27,娱乐,电影院,73775
 2019/02/27,服务,教育,171641
 2019/02/27,餐饮,中餐,268511
 2019/02/27,娱乐,KTV,82275
 2019/02/28,娱乐,游戏厅,1854
 2019/02/28,零售,电子产品,42720
 2019/02/28,零售,童装,53868
 2019/02/28,零售,男装,54216
 2019/02/28,餐饮,快餐,25565
 2019/02/28,餐饮,西餐,30423
 2019/02/28,服务,按摩,34516
 2019/02/28,服务,丽人,39940
 2019/02/28,零售,商超,226868
 2019/02/28,餐饮,面包甜点,58410
 2019/02/28,服务,运动健身,73191
 2019/02/28,零售,女装,396092
 2019/02/28,服务,教育,168937
 2019/02/28,娱乐,电影院,87475
 2019/02/28,餐饮,中餐,264174
 2019/02/28,娱乐,KTV,80484
 2019/03/01,娱乐,游戏厅,1793
 2019/03/01,零售,电子产品,41496
 2019/03/01,零售,男装,51768
 2019/03/01,零售,童装,52476
 2019/03/01,餐饮,快餐,24837
 2019/03/01,餐饮,西餐,29458
 2019/03/01,服务,按摩,31223
 2019/03/01,服务,丽人,38256
 2019/03/01,餐饮,面包甜点,54161
 2019/03/01,零售,商超,217908
 2019/03/01,服务,运动健身,69820
 2019/03/01,零售,女装,379120
 2019/03/01,服务,教育,157088
 2019/03/01,餐饮,中餐,253389
 2019/03/01,娱乐,电影院,132826
 2019/03/01,娱乐,KTV,74235
 2019/03/02,娱乐,游戏厅,1753
 2019/03/02,零售,电子产品,39396
 2019/03/02,零售,男装,49284
 2019/03/02,零售,童装,49460
 2019/03/02,餐饮,快餐,23492
 2019/03/02,餐饮,西餐,27714
 2019/03/02,服务,按摩,33034
 2019/03/02,服务,丽人,34944
 2019/03/02,餐饮,面包甜点,49151
 2019/03/02,零售,商超,204656
 2019/03/02,服务,运动健身,69343
 2019/03/02,零售,女装,352700
 2019/03/02,服务,教育,167047
 2019/03/02,餐饮,中餐,235831
 2019/03/02,娱乐,KTV,67463
 2019/03/02,娱乐,电影院,174787
 2019/03/03,娱乐,游戏厅,1808
 2019/03/03,零售,电子产品,40852
 2019/03/03,零售,童装,50016
 2019/03/03,零售,男装,50496
 2019/03/03,餐饮,快餐,23674
 2019/03/03,餐饮,西餐,28800
 2019/03/03,服务,按摩,34946
 2019/03/03,服务,丽人,35993
 2019/03/03,零售,商超,209924
 2019/03/03,餐饮,面包甜点,52941
 2019/03/03,服务,运动健身,72826
 2019/03/03,零售,女装,363000
 2019/03/03,服务,教育,174507
 2019/03/03,餐饮,中餐,246061
 2019/03/03,娱乐,电影院,126168
 2019/03/03,娱乐,KTV,74756
 2019/03/04,娱乐,游戏厅,1971
 2019/03/04,零售,电子产品,44056
 2019/03/04,零售,童装,55356
 2019/03/04,零售,男装,55864
 2019/03/04,餐饮,快餐,26176
 2019/03/04,餐饮,西餐,33099
 2019/03/04,服务,按摩,34907
 2019/03/04,服务,丽人,42268
 2019/03/04,娱乐,电影院,22395
 2019/03/04,零售,商超,233884
 2019/03/04,餐饮,面包甜点,62764
 2019/03/04,服务,运动健身,76462
 2019/03/04,零售,女装,412372
 2019/03/04,服务,教育,173102
 2019/03/04,餐饮,中餐,289144
 2019/03/04,娱乐,KTV,93447
 2019/03/05,娱乐,游戏厅,1939
 2019/03/05,零售,电子产品,43568
 2019/03/05,零售,童装,55496
 2019/03/05,零售,男装,56020
 2019/03/05,餐饮,快餐,26333
 2019/03/05,餐饮,西餐,33738
 2019/03/05,服务,按摩,34969
 2019/03/05,娱乐,电影院,18901
 2019/03/05,服务,丽人,42283
 2019/03/05,零售,商超,234052
 2019/03/05,餐饮,面包甜点,62409
 2019/03/05,服务,运动健身,76797
 2019/03/05,零售,女装,411256
 2019/03/05,服务,教育,174885
 2019/03/05,餐饮,中餐,291026
 2019/03/05,娱乐,KTV,93768
 2019/03/06,娱乐,游戏厅,1929
 2019/03/06,零售,电子产品,43120
 2019/03/06,零售,童装,54880
 2019/03/06,零售,男装,55496
 2019/03/06,餐饮,快餐,26085
 2019/03/06,餐饮,西餐,33497
 2019/03/06,服务,按摩,34182
 2019/03/06,服务,丽人,41891
 2019/03/06,娱乐,电影院,26003
 2019/03/06,零售,商超,230196
 2019/03/06,餐饮,面包甜点,61582
 2019/03/06,服务,运动健身,76036
 2019/03/06,零售,女装,407188
 2019/03/06,服务,教育,172490
 2019/03/06,餐饮,中餐,288542
 2019/03/06,娱乐,KTV,91927
 2019/03/07,娱乐,游戏厅,1896
 2019/03/07,零售,电子产品,42620
 2019/03/07,零售,男装,54504
 2019/03/07,零售,童装,54864
 2019/03/07,餐饮,快餐,25315
 2019/03/07,餐饮,西餐,32882
 2019/03/07,服务,按摩,33070
 2019/03/07,服务,丽人,41021
 2019/03/07,零售,商超,226244
 2019/03/07,餐饮,面包甜点,59324
 2019/03/07,服务,运动健身,74232
 2019/03/07,娱乐,电影院,44493
 2019/03/07,零售,女装,396672
 2019/03/07,服务,教育,167654
 2019/03/07,餐饮,中餐,280524
 2019/03/07,娱乐,KTV,88374
