Date,AveragePrice,region
2017/11/12,1.16,SanDiego
2017/11/5,1.04,SanDiego
2017/10/29,1,SanDiego
2017/10/22,1.57,SanDiego
2017/10/15,1.67,SanDiego
2017/10/8,1.83,SanDiego
2017/10/1,1.78,SanDiego
2017/9/24,1.74,SanDiego
2017/9/17,1.71,SanDiego
2017/9/10,1.71,SanDiego
2017/9/3,1.52,SanDiego
2017/8/27,1.79,SanDiego
2017/8/20,1.65,SanDiego
2017/8/13,1.24,SanDiego
2017/8/6,1.34,SanDiego
2017/7/30,1.48,SanDiego
2017/7/23,1.46,SanDiego
2017/7/16,1.48,SanDiego
2017/7/9,1.21,SanDiego
2017/7/2,1.23,SanDiego
2017/6/25,1.05,SanDiego
2017/6/18,1.1,SanDiego
2017/6/11,1.17,SanDiego
2017/6/4,1.13,SanDiego
2017/5/28,1.27,SanDiego
2017/5/21,1.27,SanDiego
2017/5/14,1.08,SanDiego
2017/5/7,1.05,SanDiego
2017/4/30,1.18,SanDiego
2017/4/23,1.18,SanDiego
2017/4/16,1.29,SanDiego
2017/4/9,1.22,SanDiego
2017/4/2,1.22,SanDiego
2017/3/26,1.28,SanDiego
2017/3/19,1.25,SanDiego
2017/3/12,1.24,SanDiego
2017/3/5,1.04,SanDiego
2017/2/26,0.88,SanDiego
2017/2/19,0.97,SanDiego
2017/2/12,0.7,SanDiego
2017/2/5,0.63,SanDiego
2017/1/29,0.65,SanDiego
2017/1/22,0.74,SanDiego
2017/1/15,0.87,SanDiego
2017/1/8,0.96,SanDiego
2017/1/1,0.93,SanDiego
2017/12/31,0.92,SanFrancisco
2017/12/24,1.15,SanFrancisco
2017/12/17,1.4,SanFrancisco
2017/12/10,1.05,SanFrancisco
2017/12/3,1.28,SanFrancisco
2017/11/26,1.52,SanFrancisco
2017/11/19,1.48,SanFrancisco
2017/11/12,1.27,SanFrancisco
2017/11/5,1.41,SanFrancisco
2017/10/29,1.56,SanFrancisco
2017/10/22,1.57,SanFrancisco
2017/10/15,1.76,SanFrancisco
2017/10/8,1.65,SanFrancisco
2017/10/1,1.79,SanFrancisco
2017/9/24,1.76,SanFrancisco
2017/9/17,1.81,SanFrancisco
2017/9/10,1.71,SanFrancisco
2017/9/3,1.78,SanFrancisco
2017/8/27,2.09,SanFrancisco
2017/8/20,2.07,SanFrancisco
2017/8/13,1.29,SanFrancisco
2017/8/6,1.62,SanFrancisco
2017/7/30,1.3,SanFrancisco
2017/7/23,1.66,SanFrancisco
2017/7/16,1.74,SanFrancisco
2017/7/9,1.69,SanFrancisco
2017/7/2,1.7,SanFrancisco
2017/6/25,1.53,SanFrancisco
2017/6/18,1.77,SanFrancisco
2017/6/11,1.8,SanFrancisco
2017/6/4,1.83,SanFrancisco
2017/5/28,1.78,SanFrancisco
2017/5/21,1.86,SanFrancisco
2017/5/14,1.77,SanFrancisco
2017/5/7,1.42,SanFrancisco
2017/4/30,1.93,SanFrancisco
2017/4/23,1.83,SanFrancisco
2017/4/16,1.69,SanFrancisco
2017/4/9,1.22,SanFrancisco
2017/4/2,1.79,SanFrancisco
2017/3/26,1.79,SanFrancisco
2017/3/19,1.79,SanFrancisco
2017/3/12,1.8,SanFrancisco
2017/3/5,1.59,SanFrancisco
2017/2/26,1.18,SanFrancisco
2017/2/19,1.17,SanFrancisco
2017/2/12,1.14,SanFrancisco
2017/2/5,0.84,SanFrancisco
2017/1/29,1.13,SanFrancisco
2017/1/22,0.94,SanFrancisco
2017/1/15,1.23,SanFrancisco
2017/1/8,1.22,SanFrancisco
2017/1/1,0.95,SanFrancisco
2017/12/31,1.1,Seattle
2017/12/24,1.46,Seattle
2017/12/17,1.49,Seattle
2017/12/10,1.39,Seattle
2017/12/3,1.26,Seattle
2017/11/26,1.61,Seattle
2017/11/19,1.62,Seattle
2017/11/12,1.34,Seattle
2017/11/5,1.37,Seattle
2017/10/29,1.53,Seattle
2017/10/22,1.48,Seattle
2017/10/15,1.74,Seattle
2017/10/8,2.02,Seattle
2017/10/1,2.01,Seattle
2017/9/24,1.99,Seattle
2017/9/17,1.88,Seattle
2017/9/10,2.07,Seattle
2017/9/3,1.94,Seattle
2017/8/27,1.54,Seattle
2017/8/20,1.67,Seattle
2017/8/13,1.81,Seattle
2017/8/6,1.73,Seattle
2017/7/30,1.72,Seattle
2017/7/23,1.54,Seattle
2017/7/16,1.68,Seattle
2017/7/9,1,Seattle
2017/7/2,1.21,Seattle
2017/6/25,1.17,Seattle
2017/6/18,1.16,Seattle
2017/6/11,1.21,Seattle
2017/6/4,1.21,Seattle
2017/5/28,1.19,Seattle
2017/5/21,1.25,Seattle
2017/5/14,1.09,Seattle
2017/5/7,1,Seattle
2017/4/30,0.92,Seattle
2017/4/23,1.11,Seattle
2017/4/16,1.09,Seattle
2017/4/9,0.96,Seattle
2017/4/2,1.18,Seattle
2017/3/26,1.16,Seattle
2017/3/19,1.14,Seattle
2017/3/12,0.91,Seattle
2017/3/5,0.94,Seattle
2017/2/26,0.8,Seattle
2017/2/19,0.87,Seattle
2017/2/12,0.77,Seattle
2017/2/5,0.76,Seattle
2017/1/29,0.86,Seattle
2017/1/22,0.85,Seattle
2017/1/15,0.93,Seattle
2017/1/8,0.8,Seattle
2017/1/1,0.84,Seattle
2017/12/31,0.99,SouthCarolina
2017/12/24,1.22,SouthCarolina
2017/12/17,1.04,SouthCarolina
2017/12/10,1.02,SouthCarolina
2017/12/3,1.12,SouthCarolina
2017/11/26,1.25,SouthCarolina
2017/11/19,1.23,SouthCarolina
2017/11/12,1.23,SouthCarolina
2017/11/5,1.28,SouthCarolina
2017/10/29,1.32,SouthCarolina
2017/10/22,1.57,SouthCarolina
2017/10/15,1.69,SouthCarolina
2017/10/8,1.56,SouthCarolina
2017/10/1,1.64,SouthCarolina
2017/9/24,1.57,SouthCarolina
2017/9/17,1.46,SouthCarolina
2017/9/10,1.42,SouthCarolina
2017/9/3,1.44,SouthCarolina
2017/8/27,1.41,SouthCarolina
2017/8/20,1.4,SouthCarolina
2017/8/13,1.36,SouthCarolina
2017/8/6,1.37,SouthCarolina
2017/7/30,1.3,SouthCarolina
2017/7/23,1.3,SouthCarolina
2017/7/16,1.28,SouthCarolina
2017/7/9,1.24,SouthCarolina
2017/7/2,1.28,SouthCarolina
2017/6/25,1.17,SouthCarolina
2017/6/18,1.3,SouthCarolina
2017/6/11,1.3,SouthCarolina
2017/6/4,1.33,SouthCarolina
2017/5/28,1.41,SouthCarolina
2017/5/21,1.38,SouthCarolina
2017/5/14,1.34,SouthCarolina
2017/5/7,1.19,SouthCarolina
2017/4/30,1.34,SouthCarolina
2017/4/23,1.36,SouthCarolina
2017/4/16,1.37,SouthCarolina
2017/4/9,1.38,SouthCarolina
2017/4/2,1.38,SouthCarolina
2017/3/26,1.41,SouthCarolina
2017/3/19,1.37,SouthCarolina
2017/3/12,1.4,SouthCarolina
2017/3/5,1.31,SouthCarolina
2017/2/26,1.06,SouthCarolina
2017/2/19,1.14,SouthCarolina
2017/2/12,0.99,SouthCarolina
2017/2/5,0.81,SouthCarolina
2017/1/29,1.11,SouthCarolina
2017/1/22,1,SouthCarolina
2017/1/15,1.14,SouthCarolina
2017/1/8,1.15,SouthCarolina
2017/1/1,1,SouthCarolina
2017/12/31,0.85,SouthCentral
2017/12/24,1,SouthCentral
2017/12/17,0.9,SouthCentral
2017/12/10,0.8,SouthCentral
2017/12/3,0.84,SouthCentral
2017/11/26,0.96,SouthCentral
2017/11/19,0.97,SouthCentral
2017/11/12,0.95,SouthCentral
2017/11/5,0.99,SouthCentral
2017/10/29,1.1,SouthCentral
2017/10/22,1.15,SouthCentral
2017/10/15,1.3,SouthCentral
2017/10/8,1.32,SouthCentral
2017/10/1,1.34,SouthCentral
2017/9/24,1.33,SouthCentral
2017/9/17,1.27,SouthCentral
2017/9/10,1.22,SouthCentral
2017/9/3,1.24,SouthCentral
2017/8/27,1.17,SouthCentral
2017/8/20,1.06,SouthCentral
2017/8/13,1.05,SouthCentral
2017/8/6,1.03,SouthCentral
2017/7/30,1.06,SouthCentral
2017/7/23,1.05,SouthCentral
2017/7/16,1.02,SouthCentral
2017/7/9,0.86,SouthCentral
2017/7/2,0.92,SouthCentral
2017/6/25,0.92,SouthCentral
2017/6/18,0.89,SouthCentral
2017/6/11,0.93,SouthCentral
2017/6/4,0.93,SouthCentral
2017/5/28,0.96,SouthCentral
2017/5/21,0.94,SouthCentral
2017/5/14,0.92,SouthCentral
2017/5/7,0.85,SouthCentral
2017/4/30,0.86,SouthCentral
2017/4/23,0.83,SouthCentral
2017/4/16,0.88,SouthCentral
2017/4/9,0.92,SouthCentral
2017/4/2,0.84,SouthCentral
2017/3/26,0.93,SouthCentral
2017/3/19,0.94,SouthCentral
2017/3/12,0.93,SouthCentral
2017/3/5,0.87,SouthCentral
2017/2/26,0.7,SouthCentral
2017/2/19,0.75,SouthCentral
2017/2/12,0.68,SouthCentral
2017/2/5,0.62,SouthCentral
2017/1/29,0.76,SouthCentral
2017/1/22,0.74,SouthCentral
2017/1/15,0.68,SouthCentral
2017/1/8,0.74,SouthCentral
2017/1/1,0.64,SouthCentral
2017/12/31,1.08,Southeast
2017/12/24,1.31,Southeast
2017/12/17,1.01,Southeast
2017/12/10,1.02,Southeast
2017/12/3,1.21,Southeast
2017/11/26,1.32,Southeast
2017/11/19,1.2,Southeast
2017/11/12,1.28,Southeast
2017/11/5,1.34,Southeast
2017/10/29,1.23,Southeast
2017/10/22,1.54,Southeast
2017/10/15,1.71,Southeast
2017/10/8,1.72,Southeast
2017/10/1,1.82,Southeast
2017/9/24,1.72,Southeast
2017/9/17,1.66,Southeast
2017/9/10,1.61,Southeast
2017/9/3,1.7,Southeast
2017/8/27,1.54,Southeast
2017/8/20,1.52,Southeast
2017/8/13,1.42,Southeast
2017/8/6,1.41,Southeast
2017/7/30,1.38,Southeast
2017/7/23,1.36,Southeast
2017/7/16,1.36,Southeast
2017/7/9,1.32,Southeast
2017/7/2,1.33,Southeast
2017/6/25,1.28,Southeast
2017/6/18,1.35,Southeast
2017/6/11,1.33,Southeast
2017/6/4,1.34,Southeast
2017/5/28,1.38,Southeast
2017/5/21,1.38,Southeast
2017/5/14,1.36,Southeast
2017/5/7,1.14,Southeast
2017/4/30,1.24,Southeast
2017/4/23,1.39,Southeast
2017/4/16,1.37,Southeast
2017/4/9,1.41,Southeast
2017/4/2,1.49,Southeast
2017/3/26,1.52,Southeast
2017/3/19,1.45,Southeast
2017/3/12,1.45,Southeast
2017/3/5,1.39,Southeast
2017/2/26,1.09,Southeast
2017/2/19,1.14,Southeast
2017/2/12,0.91,Southeast
2017/2/5,0.81,Southeast
2017/1/29,1.12,Southeast
2017/1/22,0.97,Southeast
2017/1/15,1.17,Southeast
2017/1/8,1.17,Southeast
2017/1/1,0.94,Southeast
2017/12/31,0.94,Spokane
2017/12/24,1.32,Spokane
2017/12/17,1.34,Spokane
2017/12/10,1.2,Spokane
2017/12/3,1.16,Spokane
2017/11/26,1.49,Spokane
2017/11/19,1.3,Spokane
2017/11/12,1.17,Spokane
2017/11/5,1.32,Spokane
2017/10/29,1.41,Spokane
2017/10/22,1.31,Spokane
2017/10/15,1.6,Spokane
2017/10/8,1.82,Spokane
2017/10/1,1.83,Spokane
2017/9/24,1.84,Spokane
2017/9/17,1.66,Spokane
2017/9/10,1.89,Spokane
2017/9/3,1.58,Spokane
2017/8/27,1.42,Spokane
2017/8/20,1.65,Spokane
2017/8/13,1.67,Spokane
2017/8/6,1.55,Spokane
2017/7/30,1.56,Spokane
2017/7/23,1.44,Spokane
2017/7/16,1.35,Spokane
2017/7/9,0.97,Spokane
2017/7/2,1.2,Spokane
2017/6/25,1.12,Spokane
2017/6/18,1.11,Spokane
2017/6/11,1.16,Spokane
2017/6/4,1.16,Spokane
2017/5/28,1.15,Spokane
2017/5/21,1.14,Spokane
2017/5/14,1.08,Spokane
2017/5/7,1,Spokane
2017/4/30,1.02,Spokane
2017/4/23,1.02,Spokane
2017/4/16,1.09,Spokane
2017/4/9,0.93,Spokane
2017/4/2,1.12,Spokane
2017/3/26,1.09,Spokane
2017/3/19,0.92,Spokane
2017/3/12,0.83,Spokane
2017/3/5,0.85,Spokane
2017/2/26,0.75,Spokane
2017/2/19,0.85,Spokane
2017/2/12,0.77,Spokane
2017/2/5,0.76,Spokane
2017/1/29,0.84,Spokane
2017/1/22,0.88,Spokane
2017/1/15,0.93,Spokane
2017/1/8,0.78,Spokane
2017/1/1,0.87,Spokane
2017/12/31,1.14,StLouis
2017/12/24,1.38,StLouis
2017/12/17,1.17,StLouis
2017/12/10,1.18,StLouis
2017/12/3,1.37,StLouis
2017/11/26,1.31,StLouis
2017/11/19,1.23,StLouis
2017/11/12,1.3,StLouis
2017/11/5,1.55,StLouis
2017/10/29,1.34,StLouis
2017/10/22,1.61,StLouis
2017/10/15,1.75,StLouis
2017/10/8,1.83,StLouis
2017/10/1,1.83,StLouis
2017/9/24,1.83,StLouis
2017/9/17,1.72,StLouis
2017/9/10,1.47,StLouis
2017/9/3,1.69,StLouis
2017/8/27,1.71,StLouis
2017/8/20,1.6,StLouis
2017/8/13,1.49,StLouis
2017/8/6,1.49,StLouis
2017/7/30,1.52,StLouis
2017/7/23,1.33,StLouis
2017/7/16,1.45,StLouis
2017/7/9,1.26,StLouis
2017/7/2,1.14,StLouis
2017/6/25,1.31,StLouis
2017/6/18,1.3,StLouis
2017/6/11,1.32,StLouis
2017/6/4,1.28,StLouis
2017/5/28,1.23,StLouis
2017/5/21,1.17,StLouis
2017/5/14,1.3,StLouis
2017/5/7,1.37,StLouis
2017/4/30,1.37,StLouis
2017/4/23,1.51,StLouis
2017/4/16,1.52,StLouis
2017/4/9,1.27,StLouis
2017/4/2,1.33,StLouis
2017/3/26,1.33,StLouis
2017/3/19,1.18,StLouis
2017/3/12,1.36,StLouis
2017/3/5,1.38,StLouis
2017/2/26,1.29,StLouis
2017/2/19,1.09,StLouis
2017/2/12,0.99,StLouis
2017/2/5,0.88,StLouis
2017/1/29,1,StLouis
2017/1/22,1.14,StLouis
2017/1/15,1.11,StLouis
2017/1/8,1.11,StLouis
2017/1/1,1.11,StLouis
2017/12/31,1.39,Syracuse
2017/12/24,1.31,Syracuse
2017/12/17,1.3,Syracuse
2017/12/10,1.24,Syracuse
2017/12/3,1.25,Syracuse
2017/11/26,1.29,Syracuse
2017/11/19,1.43,Syracuse
2017/11/12,1.32,Syracuse
2017/11/5,1.44,Syracuse
2017/10/29,1.46,Syracuse
2017/10/22,1.51,Syracuse
2017/10/15,1.57,Syracuse
2017/10/8,1.57,Syracuse
2017/10/1,1.58,Syracuse
2017/9/24,1.47,Syracuse
2017/9/17,1.38,Syracuse
2017/9/10,1.59,Syracuse
2017/9/3,1.64,Syracuse
2017/8/27,1.41,Syracuse
2017/8/20,1.42,Syracuse
2017/8/13,1.45,Syracuse
2017/8/6,1.4,Syracuse
2017/7/30,1.43,Syracuse
2017/7/23,1.38,Syracuse
2017/7/16,1.38,Syracuse
2017/7/9,1.38,Syracuse
2017/7/2,1.42,Syracuse
2017/6/25,1.48,Syracuse
2017/6/18,1.54,Syracuse
2017/6/11,1.66,Syracuse
2017/6/4,1.65,Syracuse
2017/5/28,1.71,Syracuse
2017/5/21,1.6,Syracuse
2017/5/14,1.66,Syracuse
2017/5/7,1.63,Syracuse
2017/4/30,1.36,Syracuse
2017/4/23,1.5,Syracuse
2017/4/16,1.6,Syracuse
2017/4/9,1.61,Syracuse
2017/4/2,1.6,Syracuse
2017/3/26,1.37,Syracuse
2017/3/19,1.59,Syracuse
2017/3/12,1.53,Syracuse
2017/3/5,1.42,Syracuse
2017/2/26,1.57,Syracuse
2017/2/19,1.71,Syracuse
2017/2/12,1.5,Syracuse
2017/2/5,1.49,Syracuse
2017/1/29,1.36,Syracuse
2017/1/22,1.52,Syracuse
2017/1/15,1.4,Syracuse
2017/1/8,1.43,Syracuse
2017/1/1,1.55,Syracuse
2017/12/31,1.16,Tampa
2017/12/24,1.4,Tampa
2017/12/17,1,Tampa
2017/12/10,1.02,Tampa
2017/12/3,1.27,Tampa
2017/11/26,1.4,Tampa
2017/11/19,1.21,Tampa
2017/11/12,1.35,Tampa
2017/11/5,1.48,Tampa
2017/10/29,1.19,Tampa
2017/10/22,1.54,Tampa
2017/10/15,1.71,Tampa
2017/10/8,1.76,Tampa
2017/10/1,1.96,Tampa
2017/9/24,1.86,Tampa
2017/9/17,1.76,Tampa
2017/9/10,1.76,Tampa
2017/9/3,1.89,Tampa
2017/8/27,1.63,Tampa
2017/8/20,1.64,Tampa
2017/8/13,1.49,Tampa
2017/8/6,1.46,Tampa
2017/7/30,1.44,Tampa
2017/7/23,1.42,Tampa
2017/7/16,1.5,Tampa
2017/7/9,1.45,Tampa
2017/7/2,1.45,Tampa
2017/6/25,1.39,Tampa
2017/6/18,1.43,Tampa
2017/6/11,1.42,Tampa
2017/6/4,1.43,Tampa
2017/5/28,1.41,Tampa
2017/5/21,1.44,Tampa
2017/5/14,1.43,Tampa
2017/5/7,1.15,Tampa
2017/4/30,1.25,Tampa
2017/4/23,1.46,Tampa
2017/4/16,1.48,Tampa
2017/4/9,1.5,Tampa
2017/4/2,1.63,Tampa
2017/3/26,1.67,Tampa
2017/3/19,1.58,Tampa
2017/3/12,1.57,Tampa
2017/3/5,1.59,Tampa
2017/2/26,1.23,Tampa
2017/2/19,1.29,Tampa
2017/2/12,0.95,Tampa
2017/2/5,0.79,Tampa
2017/1/29,1.21,Tampa
2017/1/22,1,Tampa
2017/1/15,1.24,Tampa
2017/1/8,1.27,Tampa
2017/1/1,0.93,Tampa
2017/12/31,0.94,West
2017/12/24,1.1,West
2017/12/17,1.05,West
2017/12/10,0.96,West
2017/12/3,0.98,West
2017/11/26,1.18,West
2017/11/19,1.04,West
2017/11/12,1.01,West
2017/11/5,1.06,West
2017/10/29,1.23,West
2017/10/22,1.31,West
2017/10/15,1.43,West
2017/10/8,1.62,West
2017/10/1,1.57,West
2017/9/24,1.59,West
2017/9/17,1.53,West
2017/9/10,1.56,West
2017/9/3,1.53,West
2017/8/27,1.31,West
2017/8/20,1.3,West
2017/8/13,1.34,West
2017/8/6,1.32,West
2017/7/30,1.25,West
2017/7/23,1.18,West
2017/7/16,1.28,West
2017/7/9,0.95,West
2017/7/2,1.07,West
2017/6/25,1.05,West
2017/6/18,1.02,West
2017/6/11,1.02,West
2017/6/4,1.07,West
2017/5/28,1.07,West
2017/5/21,1.06,West
2017/5/14,1.01,West
2017/5/7,0.94,West
2017/4/30,0.98,West
2017/4/23,0.96,West
2017/4/16,1.02,West
2017/4/9,1,West
2017/4/2,1.05,West
2017/3/26,1,West
2017/3/19,1.04,West
2017/3/12,0.94,West
2017/3/5,0.96,West
2017/2/26,0.86,West
2017/2/19,0.88,West
2017/2/12,0.76,West
2017/2/5,0.66,West
2017/1/29,0.85,West
2017/1/22,0.82,West
2017/1/15,0.85,West
2017/1/8,0.86,West
2017/1/1,0.79,West
2017/12/31,0.89,WestTexNewMexico
2017/12/24,0.93,WestTexNewMexico
2017/12/17,0.85,WestTexNewMexico
2017/12/10,0.86,WestTexNewMexico
2017/12/3,0.85,WestTexNewMexico
2017/11/26,0.91,WestTexNewMexico
2017/11/19,0.95,WestTexNewMexico
2017/11/12,0.93,WestTexNewMexico
2017/11/5,0.94,WestTexNewMexico
2017/10/29,1.02,WestTexNewMexico
2017/10/22,1.04,WestTexNewMexico
2017/10/15,1.15,WestTexNewMexico
2017/10/8,1.2,WestTexNewMexico
2017/10/1,1.22,WestTexNewMexico
2017/9/24,1.22,WestTexNewMexico
2017/9/17,1.2,WestTexNewMexico
2017/9/10,1.14,WestTexNewMexico
2017/9/3,1.14,WestTexNewMexico
2017/8/27,1.08,WestTexNewMexico
2017/8/20,1.01,WestTexNewMexico
2017/8/13,0.95,WestTexNewMexico
2017/8/6,0.95,WestTexNewMexico
2017/7/30,1.01,WestTexNewMexico
2017/7/23,1.03,WestTexNewMexico
2017/7/16,0.95,WestTexNewMexico
2017/7/9,0.84,WestTexNewMexico
2017/7/2,0.86,WestTexNewMexico
2017/6/25,0.85,WestTexNewMexico
2017/6/18,0.87,WestTexNewMexico
2017/6/11,0.83,WestTexNewMexico
2017/6/4,0.83,WestTexNewMexico
2017/5/28,0.91,WestTexNewMexico
2017/5/21,0.89,WestTexNewMexico
2017/5/14,0.84,WestTexNewMexico
2017/5/7,0.82,WestTexNewMexico
2017/4/30,0.81,WestTexNewMexico
2017/4/23,0.75,WestTexNewMexico
2017/4/16,0.82,WestTexNewMexico
2017/4/9,0.9,WestTexNewMexico
2017/4/2,0.86,WestTexNewMexico
2017/3/26,0.84,WestTexNewMexico
2017/3/19,0.84,WestTexNewMexico
2017/3/12,0.86,WestTexNewMexico
2017/3/5,0.84,WestTexNewMexico
2017/2/26,0.79,WestTexNewMexico
2017/2/19,0.8,WestTexNewMexico
2017/2/12,0.65,WestTexNewMexico
2017/2/5,0.52,WestTexNewMexico
2017/1/29,0.74,WestTexNewMexico
2017/1/22,0.67,WestTexNewMexico
2017/1/15,0.73,WestTexNewMexico
2017/1/8,0.76,WestTexNewMexico
2017/1/1,0.75,WestTexNewMexico
2018/3/25,1.57,Albany
2018/3/18,1.35,Albany
2018/3/11,1.12,Albany
2018/3/4,1.08,Albany
2018/2/25,1.28,Albany
2018/2/18,1.43,Albany
2018/2/11,1.45,Albany
2018/2/4,1.03,Albany
2018/1/28,1.57,Albany
2018/1/21,1.69,Albany
2018/1/14,1.42,Albany
2018/1/7,1.13,Albany
2018/3/25,1.04,Atlanta
2018/3/18,0.95,Atlanta
2018/3/11,0.96,Atlanta
2018/3/4,1.08,Atlanta
2018/2/25,1.06,Atlanta
2018/2/18,1.04,Atlanta
2018/2/11,0.87,Atlanta
2018/2/4,0.86,Atlanta
2018/1/28,1.08,Atlanta
2018/1/21,1.1,Atlanta
2018/1/14,1.1,Atlanta
2018/1/7,0.98,Atlanta
2018/3/25,1.23,BaltimoreWashington
2018/3/18,1.16,BaltimoreWashington
2018/3/11,1.36,BaltimoreWashington
2018/3/4,1.25,BaltimoreWashington
2018/2/25,1.37,BaltimoreWashington
2018/2/18,1.42,BaltimoreWashington
2018/2/11,1.41,BaltimoreWashington
2018/2/4,1.12,BaltimoreWashington
2018/1/28,1.12,BaltimoreWashington
2018/1/21,1.18,BaltimoreWashington
2018/1/14,1.49,BaltimoreWashington
2018/1/7,1.5,BaltimoreWashington
2018/3/25,1.28,Boise
2018/3/18,1.03,Boise
2018/3/11,1.26,Boise
2018/3/4,1.22,Boise
2018/2/25,1.09,Boise
2018/2/18,1.25,Boise
2018/2/11,1.14,Boise
2018/2/4,1.07,Boise
2018/1/28,1.12,Boise
2018/1/21,1.25,Boise
2018/1/14,1.15,Boise
2018/1/7,1.3,Boise
2018/3/25,1.39,Boston
2018/3/18,1.38,Boston
2018/3/11,1.34,Boston
2018/3/4,1.19,Boston
2018/2/25,1.41,Boston
2018/2/18,1.51,Boston
2018/2/11,1.3,Boston
2018/2/4,1.39,Boston
2018/1/28,1.22,Boston
2018/1/21,1.12,Boston
2018/1/14,1.49,Boston
2018/1/7,1.28,Boston
2018/3/25,1.21,BuffaloRochester
2018/3/18,1.14,BuffaloRochester
2018/3/11,1.16,BuffaloRochester
2018/3/4,1.19,BuffaloRochester
2018/2/25,1.23,BuffaloRochester
2018/2/18,1.28,BuffaloRochester
2018/2/11,1.27,BuffaloRochester
2018/2/4,1.32,BuffaloRochester
2018/1/28,1.27,BuffaloRochester
2018/1/21,1.29,BuffaloRochester
2018/1/14,1.32,BuffaloRochester
2018/1/7,1.28,BuffaloRochester
2018/3/25,1.04,California
2018/3/18,1.02,California
2018/3/11,1.11,California
2018/3/4,1.13,California
2018/2/25,1.03,California
2018/2/18,1.1,California
2018/2/11,0.98,California
2018/2/4,0.8,California
2018/1/28,1.16,California
2018/1/21,1.12,California
2018/1/14,1.27,California
2018/1/7,1.19,California
2018/3/25,1.32,Charlotte
2018/3/18,0.99,Charlotte
2018/3/11,1.27,Charlotte
2018/3/4,1.32,Charlotte
2018/2/25,1.34,Charlotte
2018/2/18,1.36,Charlotte
2018/2/11,1.18,Charlotte
2018/2/4,0.99,Charlotte
2018/1/28,1.37,Charlotte
2018/1/21,1.11,Charlotte
2018/1/14,1.38,Charlotte
2018/1/7,1.36,Charlotte
2018/3/25,1.36,Chicago
2018/3/18,1.42,Chicago
2018/3/11,1.54,Chicago
2018/3/4,1.53,Chicago
2018/2/25,1.51,Chicago
2018/2/18,1.53,Chicago
2018/2/11,1.39,Chicago
2018/2/4,0.88,Chicago
2018/1/28,1.36,Chicago
2018/1/21,1.42,Chicago
2018/1/14,1.64,Chicago
2018/1/7,1.5,Chicago
2018/3/25,1.08,CincinnatiDayton
2018/3/18,1.07,CincinnatiDayton
2018/3/11,1.01,CincinnatiDayton
2018/3/4,1.02,CincinnatiDayton
2018/2/25,1.03,CincinnatiDayton
2018/2/18,0.83,CincinnatiDayton
2018/2/11,0.8,CincinnatiDayton
2018/2/4,0.76,CincinnatiDayton
2018/1/28,0.92,CincinnatiDayton
2018/1/21,0.89,CincinnatiDayton
2018/1/14,1.15,CincinnatiDayton
2018/1/7,0.91,CincinnatiDayton
2018/3/25,0.96,Columbus
2018/3/18,1.01,Columbus
2018/3/11,1.05,Columbus
2018/3/4,1.04,Columbus
2018/2/25,1.03,Columbus
2018/2/18,1.02,Columbus
2018/2/11,0.82,Columbus
2018/2/4,0.73,Columbus
2018/1/28,1.03,Columbus
2018/1/21,0.99,Columbus
2018/1/14,1.07,Columbus
2018/1/7,0.84,Columbus
2018/3/25,0.73,DallasFtWorth
2018/3/18,0.87,DallasFtWorth
2018/3/11,0.87,DallasFtWorth
2018/3/4,0.77,DallasFtWorth
2018/2/25,0.74,DallasFtWorth
2018/2/18,0.77,DallasFtWorth
2018/2/11,0.72,DallasFtWorth
2018/2/4,0.67,DallasFtWorth
2018/1/28,0.82,DallasFtWorth
2018/1/21,0.85,DallasFtWorth
2018/1/14,0.93,DallasFtWorth
2018/1/7,0.92,DallasFtWorth
2018/3/25,1.02,Denver
2018/3/18,1.02,Denver
2018/3/11,1.16,Denver
2018/3/4,1.01,Denver
2018/2/25,0.99,Denver
2018/2/18,1.16,Denver
2018/2/11,0.91,Denver
2018/2/4,0.87,Denver
2018/1/28,1.15,Denver
2018/1/21,1.16,Denver
2018/1/14,1.1,Denver
2018/1/7,1.01,Denver
2018/3/25,1.15,Detroit
2018/3/18,1.09,Detroit
2018/3/11,1.14,Detroit
2018/3/4,1.18,Detroit
2018/2/25,1.08,Detroit
2018/2/18,1.11,Detroit
2018/2/11,0.92,Detroit
2018/2/4,0.67,Detroit
2018/1/28,1.14,Detroit
2018/1/21,0.96,Detroit
2018/1/14,1.18,Detroit
2018/1/7,0.92,Detroit
2018/3/25,1.47,GrandRapids
2018/3/18,1.4,GrandRapids
2018/3/11,1.43,GrandRapids
2018/3/4,1.74,GrandRapids
2018/2/25,1.27,GrandRapids
2018/2/18,1.52,GrandRapids
2018/2/11,1.4,GrandRapids
2018/2/4,0.88,GrandRapids
2018/1/28,1.55,GrandRapids
2018/1/21,1.01,GrandRapids
2018/1/14,1.63,GrandRapids
2018/1/7,1.35,GrandRapids
2018/3/25,1.18,GreatLakes
2018/3/18,1.16,GreatLakes
2018/3/11,1.22,GreatLakes
2018/3/4,1.27,GreatLakes
2018/2/25,1.19,GreatLakes
2018/2/18,1.2,GreatLakes
2018/2/11,1.05,GreatLakes
2018/2/4,0.81,GreatLakes
2018/1/28,1.18,GreatLakes
2018/1/21,1.08,GreatLakes
2018/1/14,1.31,GreatLakes
2018/1/7,1.11,GreatLakes
2018/3/25,1.21,HarrisburgScranton
2018/3/18,1.18,HarrisburgScranton
