订单号,用户ID,商品ID,商品名,单价,数量,总价,下单时间,
700011202001134009,51493668,700011,袜子,5,22,110,2020-07-13 14:40:09,
700011202001233337,14819018,700011,袜子,5,20,100,2020-07-23 06:33:37,
700011202001025755,77317745,700011,袜子,5,19,95,2020-07-02 09:57:55,
700011202001015057,27681665,700011,袜子,5,30,150,2020-07-01 23:50:57,
700011202001142127,43400284,700011,袜子,5,16,80,2020-07-14 01:21:27,
700011202001080939,24784249,700011,袜子,5,12,60,2020-07-08 17:09:39,
700011202001103543,94755549,700011,袜子,5,11,55,2020-07-10 21:35:43,
700011202001144441,85503797,700011,袜子,5,10,50,2020-07-14 18:44:41,
700011202001173457,69363281,700011,袜子,5,19,95,2020-07-17 17:34:57,
700011202001192435,97989304,700011,袜子,5,15,75,2020-07-19 18:24:35,
700011202001024335,23687514,700011,袜子,5,10,50,2020-07-02 02:43:35,
700011202001170925,44874973,700011,袜子,5,23,115,2020-07-17 09:09:25,
700011202001113210,52774650,700011,袜子,5,30,150,2020-07-11 06:32:10,
700011202001222714,46756364,700011,袜子,5,23,115,2020-07-22 17:27:14,
700011202001274217,59134731,700011,袜子,5,14,70,2020-07-27 11:42:17,
700011202001095140,39996153,700011,袜子,5,23,115,2020-07-09 20:51:40,
700011202001035441,91977499,700011,袜子,5,21,105,2020-07-03 19:54:41,
700011202001180441,57858651,700011,袜子,5,22,110,2020-07-18 14:04:41,
700011202001091039,30644145,700011,袜子,5,17,85,2020-07-09 23:10:39,
700011202001070839,77964526,700011,袜子,5,21,105,2020-07-07 04:08:39,
700011202001042348,70516685,700011,袜子,5,18,90,2020-07-04 16:23:48,
700011202001131946,36834710,700011,袜子,5,27,135,2020-07-13 09:19:46,
700011202001260804,32578928,700011,袜子,5,20,100,2020-07-26 13:08:04,
700011202001093755,98894554,700011,袜子,5,24,120,2020-07-09 23:37:55,
700011202001205904,77561502,700011,袜子,5,12,60,2020-07-20 09:59:04,
700011202001053213,17565658,700011,袜子,5,26,130,2020-07-05 12:32:13,
700011202001292549,8862809,700011,袜子,5,18,90,2020-07-29 07:25:49,
700011202001195339,55578926,700011,袜子,5,13,65,2020-07-19 04:53:39,
700011202001220927,77512549,700011,袜子,5,14,70,2020-07-22 10:09:27,
700011202001111221,24418369,700011,袜子,5,15,75,2020-07-11 23:12:21,
700011202001220005,92695219,700011,袜子,5,11,55,2020-07-22 11:00:05,
700011202001064654,93476377,700011,袜子,5,11,55,2020-07-06 21:46:54,
700011202001270905,64515761,700011,袜子,5,30,150,2020-07-27 23:09:05,
700011202001191531,93917522,700011,袜子,5,20,100,2020-07-19 19:15:31,
700011202001031356,54535626,700011,袜子,5,13,65,2020-07-03 18:13:56,
700011202001291215,65983274,700011,袜子,5,15,75,2020-07-29 10:12:15,
700011202001291852,93848878,700011,袜子,5,22,110,2020-07-29 03:18:52,
700011202001173013,74692109,700011,袜子,5,23,115,2020-07-17 19:30:13,
700011202001115702,88655014,700011,袜子,5,14,70,2020-07-11 00:57:02,
700011202001121732,86705132,700011,袜子,5,30,150,2020-07-12 05:17:32,
700011202001253340,8551454,700011,袜子,5,19,95,2020-07-25 06:33:40,
700011202001224711,81652919,700011,袜子,5,15,75,2020-07-22 17:47:11,
700011202001130704,33086203,700011,袜子,5,26,130,2020-07-13 18:07:04,
700011202001244552,98103469,700011,袜子,5,22,110,2020-07-24 19:45:52,
700011202001053719,58702334,700011,袜子,5,11,55,2020-07-05 12:37:19,
700011202001051634,68426440,700011,袜子,5,22,110,2020-07-05 14:16:34,
700011202001212840,75147975,700011,袜子,5,25,125,2020-07-21 20:28:40,
700011202001125936,6834344,700011,袜子,5,11,55,2020-07-12 02:59:36,
700011202001180244,5487441,700011,袜子,5,10,50,2020-07-18 04:02:44,
700011202001183326,94261255,700011,袜子,5,20,100,2020-07-18 05:33:26,
700011202001154615,31081341,700011,袜子,5,13,65,2020-07-15 11:46:15,
700011202001214505,1108040,700011,袜子,5,24,120,2020-07-21 14:45:05,
700011202001070058,68557916,700011,袜子,5,28,140,2020-07-07 03:00:58,
700011202001031656,8216866,700011,袜子,5,27,135,2020-07-03 20:16:56,
700011202001261755,74754862,700011,袜子,5,14,70,2020-07-26 12:17:55,
700011202001133233,92554810,700011,袜子,5,16,80,2020-07-13 05:32:33,
700011202001030707,24586831,700011,袜子,5,17,85,2020-07-03 05:07:07,
700011202001042111,14643309,700011,袜子,5,30,150,2020-07-04 22:21:11,
700011202001011838,75337805,700011,袜子,5,24,120,2020-07-01 20:18:38,
700011202001114805,53105982,700011,袜子,5,25,125,2020-07-11 11:48:05,
700011202001193830,10162893,700011,袜子,5,17,85,2020-07-19 01:38:30,
700011202001074145,62965678,700011,袜子,5,12,60,2020-07-07 03:41:45,
700011202001053530,15981752,700011,袜子,5,15,75,2020-07-05 02:35:30,
700011202001013758,7121279,700011,袜子,5,28,140,2020-07-01 12:37:58,
700011202001314011,1857786,700011,袜子,5,21,105,2020-07-31 07:40:11,
700011202001085544,63694259,700011,袜子,5,21,105,2020-07-08 22:55:44,
700011202001201522,70934004,700011,袜子,5,17,85,2020-07-20 12:15:22,
700011202001282702,48651905,700011,袜子,5,14,70,2020-07-28 10:27:02,
700011202001250610,84494760,700011,袜子,5,29,145,2020-07-25 19:06:10,
700011202001252659,93000796,700011,袜子,5,21,105,2020-07-25 21:26:59,
700011202001011424,18215661,700011,袜子,5,14,70,2020-07-01 10:14:24,
700011202001213444,28180885,700011,袜子,5,27,135,2020-07-21 16:34:44,
700011202001201155,39867976,700011,袜子,5,11,55,2020-07-20 09:11:55,
700011202001193855,32631111,700011,袜子,5,16,80,2020-07-19 08:38:55,
700011202001193754,64321983,700011,袜子,5,16,80,2020-07-19 05:37:54,
700011202001033251,70607213,700011,袜子,5,29,145,2020-07-03 16:32:51,
700011202001161428,53940716,700011,袜子,5,10,50,2020-07-16 14:14:28,
700011202001111426,66247256,700011,袜子,5,28,140,2020-07-11 09:14:26,
700011202001170940,60692686,700011,袜子,5,23,115,2020-07-17 17:09:40,
700011202001245741,10099451,700011,袜子,5,23,115,2020-07-24 16:57:41,
700011202001043942,97654419,700011,袜子,5,19,95,2020-07-04 01:39:42,
700011202001292355,17179219,700011,袜子,5,11,55,2020-07-29 00:23:55,
700011202001132643,56932386,700011,袜子,5,14,70,2020-07-13 07:26:43,
700011202001032023,28862379,700011,袜子,5,29,145,2020-07-03 11:20:23,
700011202001283435,15543949,700011,袜子,5,26,130,2020-07-28 00:34:35,
700011202001125518,52392495,700011,袜子,5,13,65,2020-07-12 06:55:18,
700011202001031151,38319535,700011,袜子,5,18,90,2020-07-03 03:11:51,
700011202001113507,43958942,700011,袜子,5,19,95,2020-07-11 04:35:07,
700011202001135746,97937606,700011,袜子,5,13,65,2020-07-13 11:57:46,
700011202001240443,33964977,700011,袜子,5,20,100,2020-07-24 09:04:43,
700011202001174750,29282571,700011,袜子,5,18,90,2020-07-17 12:47:50,
700011202001153259,1170549,700011,袜子,5,28,140,2020-07-15 18:32:59,
700011202001104315,55570283,700011,袜子,5,28,140,2020-07-10 19:43:15,
700011202001015819,54324270,700011,袜子,5,14,70,2020-07-01 22:58:19,
700011202001143321,2288454,700011,袜子,5,18,90,2020-07-14 04:33:21,
700011202001081952,23839602,700011,袜子,5,13,65,2020-07-08 18:19:52,
700011202001143415,44428157,700011,袜子,5,19,95,2020-07-14 19:34:15,
700011202001095926,57012632,700011,袜子,5,20,100,2020-07-09 06:59:26,
700011202001274157,47099817,700011,袜子,5,21,105,2020-07-27 18:41:57,
700011202001023546,89302123,700011,袜子,5,26,130,2020-07-02 22:35:46,
700011202001102715,78576100,700011,袜子,5,11,55,2020-07-10 09:27:15,
700011202001221627,8000728,700011,袜子,5,14,70,2020-07-22 09:16:27,
700011202001134846,83310849,700011,袜子,5,22,110,2020-07-13 02:48:46,
700011202001010918,91703618,700011,袜子,5,15,75,2020-07-01 20:09:18,
700011202001303352,10236199,700011,袜子,5,21,105,2020-07-30 22:33:52,
700011202001073951,78694566,700011,袜子,5,25,125,2020-07-07 01:39:51,
700011202001260229,22524722,700011,袜子,5,11,55,2020-07-26 12:02:29,
700011202001172243,62785338,700011,袜子,5,26,130,2020-07-17 17:22:43,
700011202001044358,9919135,700011,袜子,5,19,95,2020-07-04 11:43:58,
700011202001222918,88741378,700011,袜子,5,16,80,2020-07-22 17:29:18,
700011202001254000,66592349,700011,袜子,5,14,70,2020-07-25 00:40:00,
700011202001120525,26676856,700011,袜子,5,28,140,2020-07-12 18:05:25,
700011202001150959,37716006,700011,袜子,5,19,95,2020-07-15 09:09:59,
700011202001100519,81607343,700011,袜子,5,13,65,2020-07-10 01:05:19,
700011202001275739,39275861,700011,袜子,5,16,80,2020-07-27 06:57:39,
700011202001091921,42656380,700011,袜子,5,28,140,2020-07-09 19:19:21,
700011202001293848,1231006,700011,袜子,5,12,60,2020-07-29 22:38:48,
700011202001110008,15252689,700011,袜子,5,15,75,2020-07-11 00:00:08,
700011202001103042,71033466,700011,袜子,5,18,90,2020-07-10 23:30:42,
700011202001032447,87332167,700011,袜子,5,30,150,2020-07-03 15:24:47,
700011202001281121,63249818,700011,袜子,5,25,125,2020-07-28 00:11:21,
700011202001061751,42167753,700011,袜子,5,29,145,2020-07-06 23:17:51,
700011202001080019,77261575,700011,袜子,5,14,70,2020-07-08 09:00:19,
700011202001160235,59016107,700011,袜子,5,18,90,2020-07-16 09:02:35,
700011202001291411,7633678,700011,袜子,5,14,70,2020-07-29 00:14:11,
700011202001102613,95616921,700011,袜子,5,17,85,2020-07-10 07:26:13,
700011202001104729,95826000,700011,袜子,5,11,55,2020-07-10 19:47:29,
700011202001194750,27795974,700011,袜子,5,10,50,2020-07-19 12:47:50,
700011202001031059,54715024,700011,袜子,5,29,145,2020-07-03 13:10:59,
700011202001281607,65220379,700011,袜子,5,13,65,2020-07-28 09:16:07,
700011202001025040,52997092,700011,袜子,5,11,55,2020-07-02 04:50:40,
700011202001285642,61249842,700011,袜子,5,15,75,2020-07-28 15:56:42,
700011202001015557,65847076,700011,袜子,5,30,150,2020-07-01 17:55:57,
700011202001280133,14505533,700011,袜子,5,19,95,2020-07-28 10:01:33,
700011202001283944,61017339,700011,袜子,5,25,125,2020-07-28 14:39:44,
700011202001112349,12802656,700011,袜子,5,17,85,2020-07-11 07:23:49,
700011202001050546,24213979,700011,袜子,5,21,105,2020-07-05 17:05:46,
700011202001195113,55455571,700011,袜子,5,29,145,2020-07-19 09:51:13,
700011202001205122,91747768,700011,袜子,5,19,95,2020-07-20 18:51:22,
700011202001121406,7825579,700011,袜子,5,11,55,2020-07-12 01:14:06,
700011202001191631,10753493,700011,袜子,5,15,75,2020-07-19 07:16:31,
700011202001234056,58375347,700011,袜子,5,20,100,2020-07-23 13:40:56,
700011202001294257,99922140,700011,袜子,5,24,120,2020-07-29 01:42:57,
700011202001214037,95679887,700011,袜子,5,24,120,2020-07-21 10:40:37,
700011202001163914,73003485,700011,袜子,5,16,80,2020-07-16 20:39:14,
700011202001295651,52137322,700011,袜子,5,26,130,2020-07-29 18:56:51,
700011202001131111,62640239,700011,袜子,5,13,65,2020-07-13 08:11:11,
700011202001245201,39140526,700011,袜子,5,21,105,2020-07-24 01:52:01,
700011202001071543,68359401,700011,袜子,5,27,135,2020-07-07 12:15:43,
700011202001213920,26228654,700011,袜子,5,22,110,2020-07-21 19:39:20,
700011202001034615,46687957,700011,袜子,5,24,120,2020-07-03 03:46:15,
700011202001020711,19261131,700011,袜子,5,10,50,2020-07-02 09:07:11,
700011202001273000,81586904,700011,袜子,5,26,130,2020-07-27 08:30:00,
700011202001260818,38794358,700011,袜子,5,25,125,2020-07-26 00:08:18,
700011202001020946,90278622,700011,袜子,5,23,115,2020-07-02 18:09:46,
700011202001074301,99404207,700011,袜子,5,25,125,2020-07-07 18:43:01,
700011202001160913,57339550,700011,袜子,5,10,50,2020-07-16 19:09:13,
700011202001181107,36784603,700011,袜子,5,27,135,2020-07-18 22:11:07,
700011202001265123,78891785,700011,袜子,5,13,65,2020-07-26 10:51:23,
700011202001070034,64938852,700011,袜子,5,13,65,2020-07-07 11:00:34,
700011202001075916,30993444,700011,袜子,5,18,90,2020-07-07 16:59:16,
700011202001043826,83013778,700011,袜子,5,20,100,2020-07-04 14:38:26,
700011202001235354,67628313,700011,袜子,5,15,75,2020-07-23 16:53:54,
700011202002175042,86180004,700011,袜子,5,28,140,2020-08-17 04:50:42,
700011202002254928,96349412,700011,袜子,5,30,150,2020-08-25 16:49:28,
700011202002045152,57185137,700011,袜子,5,25,125,2020-08-04 15:51:52,
700011202002095750,42633688,700011,袜子,5,22,110,2020-08-09 15:57:50,
700011202002225200,7828416,700011,袜子,5,17,85,2020-08-22 00:52:00,
700011202002103931,33369031,700011,袜子,5,16,80,2020-08-10 07:39:31,
700011202002082056,58054842,700011,袜子,5,11,55,2020-08-08 05:20:56,
700011202002123627,93601663,700011,袜子,5,29,145,2020-08-12 18:36:27,
700011202002084750,50265047,700011,袜子,5,10,50,2020-08-08 03:47:50,
700011202002053828,96089735,700011,袜子,5,12,60,2020-08-05 16:38:28,
700011202002242721,64854322,700011,袜子,5,23,115,2020-08-24 18:27:21,
700011202002092953,34469075,700011,袜子,5,27,135,2020-08-09 18:29:53,
700011202002225122,45540252,700011,袜子,5,22,110,2020-08-22 10:51:22,
700011202002194017,92645971,700011,袜子,5,12,60,2020-08-19 17:40:17,
700011202002175634,39075720,700011,袜子,5,16,80,2020-08-17 10:56:34,
700011202002090024,87439177,700011,袜子,5,15,75,2020-08-09 16:00:24,
700011202002191947,2026673,700011,袜子,5,24,120,2020-08-19 18:19:47,
700011202002124055,86846351,700011,袜子,5,25,125,2020-08-12 03:40:55,
700011202002040032,36046569,700011,袜子,5,12,60,2020-08-04 01:00:32,
700011202002034413,44524088,700011,袜子,5,13,65,2020-08-03 10:44:13,
700011202002210844,36261966,700011,袜子,5,11,55,2020-08-21 22:08:44,
700011202002042102,56030207,700011,袜子,5,12,60,2020-08-04 16:21:02,
700011202002131819,7787796,700011,袜子,5,21,105,2020-08-13 04:18:19,
700011202002015023,97481692,700011,袜子,5,26,130,2020-08-01 13:50:23,
700011202002074541,17122221,700011,袜子,5,19,95,2020-08-07 12:45:41,
700011202002220620,60407500,700011,袜子,5,25,125,2020-08-22 03:06:20,
700011202002191318,36477808,700011,袜子,5,27,135,2020-08-19 16:13:18,
700011202002024240,51020601,700011,袜子,5,18,90,2020-08-02 20:42:40,
700011202002132243,98549843,700011,袜子,5,14,70,2020-08-13 21:22:43,
700011202002104454,90471801,700011,袜子,5,30,150,2020-08-10 00:44:54,
700011202002171414,67617831,700011,袜子,5,23,115,2020-08-17 02:14:14,
700011202002131020,2665180,700011,袜子,5,20,100,2020-08-13 07:10:20,
700011202002282915,19939273,700011,袜子,5,23,115,2020-08-28 22:29:15,
700011202002163646,82531359,700011,袜子,5,23,115,2020-08-16 13:36:46,
700011202002084514,69619386,700011,袜子,5,24,120,2020-08-08 23:45:14,
700011202002181105,63837905,700011,袜子,5,12,60,2020-08-18 11:11:05,
700011202002144405,71618802,700011,袜子,5,18,90,2020-08-14 18:44:05,
700011202002024910,94638911,700011,袜子,5,30,150,2020-08-02 17:49:10,
700011202002132358,10512946,700011,袜子,5,27,135,2020-08-13 19:23:58,
700011202002292901,90873710,700011,袜子,5,18,90,2020-08-29 07:29:01,
700011202002160540,93023727,700011,袜子,5,15,75,2020-08-16 05:05:40,
700011202002083432,52540992,700011,袜子,5,20,100,2020-08-08 00:34:32,
700011202002065841,85284447,700011,袜子,5,28,140,2020-08-06 20:58:41,
700011202002114525,20645882,700011,袜子,5,30,150,2020-08-11 04:45:25,
700011202002224152,60602441,700011,袜子,5,26,130,2020-08-22 02:41:52,
700011202002174936,81082620,700011,袜子,5,28,140,2020-08-17 16:49:36,
700011202002233023,74413366,700011,袜子,5,15,75,2020-08-23 04:30:23,
700011202002152520,48170078,700011,袜子,5,20,100,2020-08-15 20:25:20,
700011202002160553,7021360,700011,袜子,5,17,85,2020-08-16 12:05:53,
700011202002131054,65669922,700011,袜子,5,27,135,2020-08-13 11:10:54,
700011202002210603,49503313,700011,袜子,5,10,50,2020-08-21 22:06:03,
700011202002083829,19750314,700011,袜子,5,14,70,2020-08-08 06:38:29,
700011202002113509,49743649,700011,袜子,5,17,85,2020-08-11 14:35:09,
700011202002151927,47280419,700011,袜子,5,23,115,2020-08-15 12:19:27,
700011202002152953,63165541,700011,袜子,5,29,145,2020-08-15 08:29:53,
700011202002232242,68582877,700011,袜子,5,12,60,2020-08-23 04:22:42,
700011202002284357,46545615,700011,袜子,5,24,120,2020-08-28 20:43:57,
700011202002283913,21370238,700011,袜子,5,13,65,2020-08-28 01:39:13,
700011202002045341,63295057,700011,袜子,5,14,70,2020-08-04 00:53:41,
700011202002271210,2756829,700011,袜子,5,17,85,2020-08-27 08:12:10,
700011202002112657,82512751,700011,袜子,5,18,90,2020-08-11 14:26:57,
700011202002133223,23210518,700011,袜子,5,28,140,2020-08-13 15:32:23,
700011202002110236,31618580,700011,袜子,5,26,130,2020-08-11 14:02:36,
700011202002100041,7640683,700011,袜子,5,14,70,2020-08-10 20:00:41,
700011202002253010,39071162,700011,袜子,5,14,70,2020-08-25 16:30:10,
700011202002160635,62725501,700011,袜子,5,28,140,2020-08-16 06:06:35,
700011202002065457,75268123,700011,袜子,5,16,80,2020-08-06 03:54:57,
700011202002220709,46220980,700011,袜子,5,24,120,2020-08-22 18:07:09,
700011202002093305,8693234,700011,袜子,5,18,90,2020-08-09 22:33:05,
700011202002211525,32832496,700011,袜子,5,16,80,2020-08-21 14:15:25,
700011202002201125,96529517,700011,袜子,5,23,115,2020-08-20 14:11:25,
700011202002064457,39520789,700011,袜子,5,29,145,2020-08-06 16:44:57,
700011202002291920,11787818,700011,袜子,5,23,115,2020-08-29 01:19:20,
700011202002280048,32925819,700011,袜子,5,13,65,2020-08-28 05:00:48,
700011202002185530,15995589,700011,袜子,5,30,150,2020-08-18 18:55:30,
700011202002053324,95086175,700011,袜子,5,29,145,2020-08-05 01:33:24,
700011202002023819,69040432,700011,袜子,5,24,120,2020-08-02 11:38:19,
700011202002071649,70025491,700011,袜子,5,24,120,2020-08-07 21:16:49,
700011202002120921,38283724,700011,袜子,5,28,140,2020-08-12 18:09:21,
700011202002201220,27456081,700011,袜子,5,30,150,2020-08-20 17:12:20,
700011202002241659,33521390,700011,袜子,5,11,55,2020-08-24 06:16:59,
700011202002164810,19140584,700011,袜子,5,18,90,2020-08-16 06:48:10,
700011202002232232,2492734,700011,袜子,5,14,70,2020-08-23 08:22:32,
700011202002283943,45797540,700011,袜子,5,15,75,2020-08-28 20:39:43,
700011202002160046,98927542,700011,袜子,5,20,100,2020-08-16 08:00:46,
700011202002272855,91320261,700011,袜子,5,23,115,2020-08-27 22:28:55,
700011202002050012,27480556,700011,袜子,5,11,55,2020-08-05 22:00:12,
700011202002162911,18308312,700011,袜子,5,20,100,2020-08-16 20:29:11,
700011202002114904,36058621,700011,袜子,5,21,105,2020-08-11 08:49:04,
700011202002152328,82923659,700011,袜子,5,29,145,2020-08-15 12:23:28,
700011202002260757,85325758,700011,袜子,5,27,135,2020-08-26 02:07:57,
700011202002145827,85819352,700011,袜子,5,26,130,2020-08-14 19:58:27,
700011202002075502,81062466,700011,袜子,5,14,70,2020-08-07 15:55:02,
700011202002245534,68871794,700011,袜子,5,28,140,2020-08-24 11:55:34,
700011202002144644,3133164,700011,袜子,5,11,55,2020-08-14 19:46:44,
700011202002165637,63053552,700011,袜子,5,20,100,2020-08-16 11:56:37,
700011202002073842,7740903,700011,袜子,5,23,115,2020-08-07 15:38:42,
700011202002195927,49994906,700011,袜子,5,26,130,2020-08-19 02:59:27,
700011202002152622,72500682,700011,袜子,5,25,125,2020-08-15 02:26:22,
700011202002150913,37873080,700011,袜子,5,13,65,2020-08-15 13:09:13,
700011202002085859,91097598,700011,袜子,5,17,85,2020-08-08 15:58:59,
700011202002034331,56307492,700011,袜子,5,23,115,2020-08-03 00:43:31,
700011202002103002,10840540,700011,袜子,5,17,85,2020-08-10 02:30:02,
700011202002132415,30341507,700011,袜子,5,26,130,2020-08-13 18:24:15,
700011202002025223,56103358,700011,袜子,5,10,50,2020-08-02 09:52:23,
700011202002125151,54078915,700011,袜子,5,16,80,2020-08-12 02:51:51,
700011202002101708,30363173,700011,袜子,5,17,85,2020-08-10 05:17:08,
700011202002122828,56560175,700011,袜子,5,21,105,2020-08-12 00:28:28,
700011202002111507,75745833,700011,袜子,5,28,140,2020-08-11 02:15:07,
700011202002265345,27008403,700011,袜子,5,20,100,2020-08-26 06:53:45,
700011202002100352,75021402,700011,袜子,5,21,105,2020-08-10 05:03:52,
700011202002230453,26238803,700011,袜子,5,16,80,2020-08-23 00:04:53,
700011202002220341,58968291,700011,袜子,5,12,60,2020-08-22 05:03:41,
700011202002203208,32580525,700011,袜子,5,29,145,2020-08-20 03:32:08,
700011202002025258,66276222,700011,袜子,5,25,125,2020-08-02 18:52:58,
700011202002275322,45093102,700011,袜子,5,13,65,2020-08-27 07:53:22,
700011202002190116,40942386,700011,袜子,5,22,110,2020-08-19 09:01:16,
700011202002050823,40686544,700011,袜子,5,29,145,2020-08-05 00:08:23,
700011202002241649,9689399,700011,袜子,5,12,60,2020-08-24 10:16:49,
700011202002191011,85946564,700011,袜子,5,25,125,2020-08-19 02:10:11,
700011202002204009,90380080,700011,袜子,5,27,135,2020-08-20 09:40:09,
700011202002285232,62493553,700011,袜子,5,24,120,2020-08-28 04:52:32,
700011202002075420,78381016,700011,袜子,5,16,80,2020-08-07 11:54:20,
700011202002163151,63817076,700011,袜子,5,29,145,2020-08-16 18:31:51,
700011202002094329,70051038,700011,袜子,5,12,60,2020-08-09 07:43:29,
700011202002194739,92768774,700011,袜子,5,10,50,2020-08-19 02:47:39,
700011202002122420,10854842,700011,袜子,5,12,60,2020-08-12 17:24:20,
700011202002291757,77318141,700011,袜子,5,18,90,2020-08-29 03:17:57,
700011202002150937,70205261,700011,袜子,5,28,140,2020-08-15 05:09:37,
700011202002042303,54587930,700011,袜子,5,15,75,2020-08-04 22:23:03,
700011202002262750,88420255,700011,袜子,5,21,105,2020-08-26 18:27:50,
700011202002080848,64799850,700011,袜子,5,10,50,2020-08-08 07:08:48,
700011202002232937,40336332,700011,袜子,5,26,130,2020-08-23 11:29:37,
700011202002025129,66183674,700011,袜子,5,29,145,2020-08-02 03:51:29,
700011202002265053,84896111,700011,袜子,5,14,70,2020-08-26 20:50:53,
700011202002070321,44758277,700011,袜子,5,16,80,2020-08-07 06:03:21,
700011202002092507,1492276,700011,袜子,5,21,105,2020-08-09 22:25:07,
700011202002074609,88333498,700011,袜子,5,29,145,2020-08-07 11:46:09,
700011202002130713,22309971,700011,袜子,5,12,60,2020-08-13 15:07:13,
700011202002263659,90241733,700011,袜子,5,14,70,2020-08-26 10:36:59,
700011202002012935,71984767,700011,袜子,5,10,50,2020-08-01 19:29:35,
700011202002024731,54754259,700011,袜子,5,28,140,2020-08-02 09:47:31,
700011202002234941,48324007,700011,袜子,5,27,135,2020-08-23 09:49:41,
700011202002125118,18592305,700011,袜子,5,14,70,2020-08-12 04:51:18,
700011202002092843,52336253,700011,袜子,5,18,90,2020-08-09 14:28:43,
700011202002024504,76676269,700011,袜子,5,21,105,2020-08-02 15:45:04,
700011202002213817,89539311,700011,袜子,5,15,75,2020-08-21 21:38:17,
700011202002131452,90646185,700011,袜子,5,29,145,2020-08-13 03:14:52,
700011202002235553,45495958,700011,袜子,5,21,105,2020-08-23 00:55:53,
700011202002083357,19732362,700011,袜子,5,20,100,2020-08-08 22:33:57,
700011202002271601,46457378,700011,袜子,5,10,50,2020-08-27 04:16:01,
700011202002221335,13014413,700011,袜子,5,11,55,2020-08-22 05:13:35,
700011202002284904,32967715,700011,袜子,5,26,130,2020-08-28 21:49:04,
700011202002233257,46295691,700011,袜子,5,25,125,2020-08-23 16:32:57,
700011202002070413,55358898,700011,袜子,5,21,105,2020-08-07 08:04:13,
700011202002013836,79694904,700011,袜子,5,28,140,2020-08-01 19:38:36,
700011202002134750,69502019,700011,袜子,5,13,65,2020-08-13 00:47:50,
700011202002234501,28887836,700011,袜子,5,17,85,2020-08-23 10:45:01,
700011202002255937,67566423,700011,袜子,5,23,115,2020-08-25 15:59:37,
700011202002185622,54180505,700011,袜子,5,16,80,2020-08-18 19:56:22,
700011202002060431,42653546,700011,袜子,5,26,130,2020-08-06 11:04:31,
700011202002095807,19014989,700011,袜子,5,24,120,2020-08-09 12:58:07,
700011202002164903,65182785,700011,袜子,5,20,100,2020-08-16 02:49:03,
700011202002173508,77699637,700011,袜子,5,30,150,2020-08-17 00:35:08,
700011202002195249,62925736,700011,袜子,5,18,90,2020-08-19 15:52:49,
700011202002155806,97132274,700011,袜子,5,14,70,2020-08-15 11:58:06,
700011202002065255,49867689,700011,袜子,5,16,80,2020-08-06 03:52:55,
700011202002042817,34451418,700011,袜子,5,10,50,2020-08-04 03:28:17,
700011202002152657,51147992,700011,袜子,5,15,75,2020-08-15 14:26:57,
700011202002023127,61144819,700011,袜子,5,22,110,2020-08-02 13:31:27,
700011202002215024,61362632,700011,袜子,5,28,140,2020-08-21 22:50:24,
700011202002044652,7163626,700011,袜子,5,17,85,2020-08-04 17:46:52,
700011202002144539,9274316,700011,袜子,5,19,95,2020-08-14 01:45:39,
700011202002050528,84994116,700011,袜子,5,22,110,2020-08-05 05:05:28,
700011202002141212,1833248,700011,袜子,5,16,80,2020-08-14 20:12:12,
700011202002181615,14221282,700011,袜子,5,20,100,2020-08-18 00:16:15,
700011202002033325,60939914,700011,袜子,5,17,85,2020-08-03 04:33:25,
700011202002283921,71422236,700011,袜子,5,14,70,2020-08-28 15:39:21,
700011202002035432,34646717,700011,袜子,5,27,135,2020-08-03 07:54:32,
700011202002183702,50981478,700011,袜子,5,16,80,2020-08-18 18:37:02,
700011202002123542,77618446,700011,袜子,5,11,55,2020-08-12 04:35:42,
700011202002153650,98598008,700011,袜子,5,16,80,2020-08-15 04:36:50,
700011202002081159,87619089,700011,袜子,5,18,90,2020-08-08 00:11:59,
700011202002183325,33311058,700011,袜子,5,28,140,2020-08-18 08:33:25,
700011202002190053,77898279,700011,袜子,5,11,55,2020-08-19 08:00:53,
700011202002270427,32976348,700011,袜子,5,23,115,2020-08-27 19:04:27,
700011202002253257,25961769,700011,袜子,5,17,85,2020-08-25 05:32:57,
700011202002141339,32933690,700011,袜子,5,10,50,2020-08-14 01:13:39,
700011202002121632,31781189,700011,袜子,5,21,105,2020-08-12 11:16:32,
700011202002240009,54164198,700011,袜子,5,15,75,2020-08-24 23:00:09,
700011202002142144,41560439,700011,袜子,5,20,100,2020-08-14 22:21:44,
700011202002260630,5139589,700011,袜子,5,26,130,2020-08-26 06:06:30,
700011202002050436,66518387,700011,袜子,5,20,100,2020-08-05 13:04:36,
700011202002271321,98663189,700011,袜子,5,13,65,2020-08-27 14:13:21,
700011202002202749,58598382,700011,袜子,5,28,140,2020-08-20 20:27:49,
700011202002141751,28072010,700011,袜子,5,13,65,2020-08-14 00:17:51,
700011202002012002,25288741,700011,袜子,5,26,130,2020-08-01 11:20:02,
700011202002212230,98757934,700011,袜子,5,17,85,2020-08-21 10:22:30,
700011202002022057,62817820,700011,袜子,5,13,65,2020-08-02 01:20:57,
700011202002200844,11988686,700011,袜子,5,25,125,2020-08-20 05:08:44,
700011202002164742,97258057,700011,袜子,5,27,135,2020-08-16 12:47:42,
700011202002160818,23743981,700011,袜子,5,11,55,2020-08-16 20:08:18,
700011202002085732,14929983,700011,袜子,5,28,140,2020-08-08 20:57:32,
700011202002164520,25695436,700011,袜子,5,16,80,2020-08-16 03:45:20,
