用户ID,地区,宝宝性别,宝宝年龄
25104017,深圳,男,3
65004502,兰州,男,2
2074671,深圳,女,3
22790404,重庆,男,3
60402229,深圳,男,0
87625948,兰州,女,2
2885651,重庆,女,3
33151227,哈尔滨,男,1
5978024,北京,女,1
5470862,北京,女,1
1805858,兰州,男,0
72805760,上海,女,1
25906784,兰州,男,1
70780290,深圳,男,0
64458028,武汉,男,1
60814502,武汉,女,2
7296051,成都,女,3
42796664,兰州,女,0
84602560,重庆,男,3
41186567,武汉,女,1
69549415,上海,男,1
79616640,哈尔滨,女,0
46940658,上海,女,3
11056259,兰州,男,0
77460067,武汉,男,1
97124607,武汉,男,1
82008295,武汉,男,3
47468179,重庆,男,1
9105074,兰州,男,1
71886605,重庆,女,2
88902885,上海,女,2
45800717,深圳,男,3
5289759,重庆,女,1
76100149,哈尔滨,男,0
87900151,深圳,男,1
88190471,重庆,女,0
66604089,北京,男,3
75450650,北京,女,3
47794544,成都,女,3
68604880,成都,女,0
12214042,哈尔滨,女,3
61566761,武汉,女,1
66090816,重庆,男,1
48980048,北京,男,1
20070641,北京,女,2
1059708,重庆,男,0
64801005,北京,女,1
10804819,深圳,男,0
47542551,兰州,女,0
37275886,深圳,男,1
57804090,上海,女,3
70912818,深圳,女,1
6004422,北京,女,2
65508071,重庆,男,1
51999564,兰州,男,0
97296470,哈尔滨,女,3
58210458,武汉,男,1
62614691,成都,男,0
47461605,兰州,男,0
54508620,上海,男,0
64727010,上海,女,2
104807,北京,男,0
29490970,北京,女,2
61627952,哈尔滨,女,0
84600097,深圳,男,2
41041095,重庆,女,0
78064579,成都,男,0
2251008,兰州,女,1
7702769,深圳,女,0
5296207,深圳,男,3
57095774,重庆,男,3
60100266,哈尔滨,男,3
21147648,深圳,男,3
18216174,北京,男,0
75016098,武汉,男,3
86075648,哈尔滨,女,2
77958401,成都,女,1
7750629,上海,女,1
72566107,成都,男,3
4010682,武汉,女,2
5787752,兰州,女,0
40762980,武汉,男,1
20764898,重庆,女,0
6480594,北京,男,3
12558711,深圳,男,1
99092124,上海,女,3
60200047,上海,女,3
16404242,上海,女,1
45660696,武汉,男,3
12564788,武汉,女,3
99561719,兰州,女,1
20276896,哈尔滨,女,1
20064696,成都,男,2
56577829,哈尔滨,女,2
70581272,北京,女,3
51947206,武汉,女,0
11406881,上海,女,1
64510555,成都,男,0
68482467,北京,女,0
41274502,深圳,男,0
14950178,兰州,女,3
40177841,成都,女,1
20140277,兰州,男,3
7644920,北京,女,2
70001004,成都,男,3
45291500,哈尔滨,男,3
61501555,武汉,男,2
9859905,上海,女,0
96870604,上海,女,3
61126828,哈尔滨,男,2
47600519,成都,女,2
99917970,重庆,男,0
75586826,成都,女,2
55185178,上海,男,0
47284506,北京,男,1
16279001,重庆,男,1
8658047,成都,女,0
19042520,武汉,男,0
18084900,兰州,女,1
40144497,深圳,男,3
60490629,重庆,女,2
98029904,北京,女,0
17589626,上海,女,3
69501260,成都,男,3
8007926,成都,女,3
46991070,上海,男,1
74007970,深圳,女,3
75240546,哈尔滨,女,1
62758658,重庆,男,2
9486556,成都,男,2
49987211,哈尔滨,女,2
96000185,武汉,男,2
25008807,上海,女,2
1220012,重庆,男,3
4011110,武汉,男,0
97290005,北京,男,1
52261908,哈尔滨,男,0
65192661,深圳,女,3
50700108,兰州,女,1
540105,重庆,女,0
6216846,兰州,女,0
81916065,北京,女,2
16829040,兰州,男,3
79628260,北京,男,0
28006001,武汉,男,3
51900864,北京,女,3
78647178,北京,男,1
12007765,武汉,男,2
60020800,深圳,女,3
51806182,北京,女,1
26702950,重庆,女,0
91100871,哈尔滨,女,1
70458094,北京,男,1
57009172,成都,女,3
99151449,北京,女,0
79208960,重庆,男,2
90697678,哈尔滨,女,1
40749000,上海,女,2
10882482,武汉,男,3
66649802,重庆,男,0
40996020,哈尔滨,男,3
8909157,哈尔滨,男,3
70084924,深圳,男,1
30365146,兰州,男,2
9685807,哈尔滨,男,0
51221061,哈尔滨,女,0
81025902,兰州,女,0
12804444,成都,女,0
22110940,重庆,女,2
7594561,成都,女,0
25822092,重庆,女,1
45864478,深圳,女,3
50101019,北京,女,3
87776802,武汉,女,0
95072111,重庆,男,1
20078126,重庆,女,3
70770641,哈尔滨,男,1
5079257,上海,女,0
65008061,重庆,男,3
20515981,深圳,女,0
65506819,兰州,女,3
8957790,武汉,男,1
98059600,兰州,女,2
5707094,北京,男,3
80249499,重庆,女,1
10299590,哈尔滨,男,3
81976800,武汉,男,3
24674189,哈尔滨,女,1
24464816,北京,男,2
21701085,兰州,女,3
22494546,深圳,女,1
56599185,兰州,女,1
78596240,哈尔滨,男,2
2420854,重庆,男,1
97725822,哈尔滨,女,0
21270007,兰州,女,0
22614607,北京,男,3
10528749,兰州,男,1
26754910,哈尔滨,女,0
27960170,兰州,女,2
64126040,重庆,女,1
60005557,北京,男,0
40422207,上海,男,3
2402580,成都,男,2
18702216,武汉,女,1
5069200,兰州,女,2
91181657,深圳,男,3
66011445,兰州,女,2
54200208,成都,男,0
65768011,上海,男,0
24449727,成都,男,3
40990250,北京,女,1
85888002,上海,男,1
29861805,上海,男,1
92852468,深圳,男,1
85667508,兰州,男,2
59617904,上海,女,0
90016000,成都,女,1
41099209,兰州,男,2
99119175,北京,男,3
96949740,哈尔滨,女,2
76010605,哈尔滨,女,1
62008920,北京,女,3
19808486,兰州,男,2
85190847,重庆,男,2
65108854,兰州,男,1
62096980,重庆,男,2
20516505,重庆,女,3
60285468,深圳,女,3
50816445,北京,男,1
46054475,上海,女,3
87076781,武汉,男,1
99610578,重庆,女,1
64014907,兰州,女,3
96090020,重庆,女,0
26658809,哈尔滨,女,1
90802195,北京,男,3
49750880,兰州,男,3
77147054,重庆,女,0
6802420,兰州,女,3
1207240,重庆,女,3
41725502,北京,男,2
1974900,上海,女,3
5020664,武汉,男,2
1110980,上海,女,1
55864627,武汉,男,0
16809150,重庆,女,1
5558941,武汉,男,1
76005502,上海,女,1
90901444,成都,女,1
37761789,武汉,男,1
20894650,北京,女,0
22420020,兰州,女,0
25826486,武汉,男,0
86519040,兰州,女,2
96265106,深圳,男,3
60064004,武汉,女,2
34466925,哈尔滨,男,1
41425497,武汉,男,3
65958727,深圳,男,3
2257440,重庆,男,3
18000660,北京,女,0
3181777,深圳,男,0
61868740,重庆,女,2
84017596,兰州,男,1
46605000,武汉,男,2
99904860,重庆,男,2
49912497,北京,女,0
40157200,北京,女,3
45625992,重庆,女,0
82817755,兰州,男,2
65678004,哈尔滨,女,0
15801865,上海,女,2
5664961,上海,男,0
42864908,北京,女,3
24759956,成都,男,3
74895251,哈尔滨,女,1
80586116,成都,女,3
46987970,北京,男,2
80085469,兰州,女,0
40108059,武汉,女,1
29605996,哈尔滨,男,1
14986098,北京,女,2
49080907,武汉,男,3
50105606,上海,女,0
15871614,成都,男,3
51742402,成都,男,3
10967,哈尔滨,女,0
80200218,成都,男,2
32546677,重庆,男,3
77814586,兰州,男,0
46956492,深圳,男,2
90925126,北京,女,0
40941564,武汉,女,1
78040200,武汉,女,1
87281277,哈尔滨,女,3
50707650,成都,男,2
1170790,重庆,男,1
28204666,成都,女,2
90100841,哈尔滨,男,1
69022100,兰州,女,2
90007627,兰州,女,0
15504605,哈尔滨,男,3
27862158,重庆,男,0
40071266,武汉,女,0
46045002,成都,女,3
72495104,北京,男,2
88652151,成都,男,2
21760608,武汉,男,1
19487261,哈尔滨,女,2
20046412,重庆,男,1
75272017,北京,男,0
51780446,深圳,男,0
7265407,武汉,女,0
48590545,武汉,女,1
68087940,兰州,男,2
64880108,上海,女,3
29005596,兰州,男,2
88906288,深圳,女,1
71461775,哈尔滨,女,2
22789099,兰州,男,3
46454540,上海,女,0
74762914,深圳,女,3
87005507,上海,女,3
86918050,武汉,女,2
90944092,上海,女,2
92041002,武汉,男,1
50976770,上海,男,2
94771168,重庆,男,0
25520840,上海,女,0
59879167,武汉,男,1
40250001,深圳,女,1
30721276,武汉,男,1
84244589,兰州,男,3
90528945,重庆,男,1
2178427,深圳,女,3
70776824,重庆,男,2
40812007,深圳,女,0
87710621,深圳,男,0
77015144,成都,男,0
40504160,深圳,男,2
79861880,重庆,女,3
79002860,北京,女,1
79080448,成都,男,0
76667189,深圳,女,0
32924795,哈尔滨,男,2
74290758,深圳,女,0
702000,武汉,女,1
8220040,北京,男,1
42907558,哈尔滨,男,0
18620424,重庆,男,3
89141868,重庆,男,0
78586004,上海,男,2
15850965,重庆,女,3
77209077,兰州,男,1
56860970,武汉,男,0
92019687,成都,男,0
47819775,北京,女,2
51108961,兰州,男,3
80144187,兰州,男,3
71904804,兰州,男,3
87752089,深圳,男,3
59269214,兰州,女,0
48874086,兰州,女,1
60681454,北京,女,1
5182027,北京,男,3
21629175,成都,男,1
40840700,兰州,男,3
12255425,成都,女,3
28170100,北京,女,3
41117104,北京,女,1
121720,哈尔滨,女,3
29124007,成都,女,3
57145650,兰州,男,3
46007674,重庆,男,0
41087041,重庆,男,1
3094684,兰州,男,0
48251158,哈尔滨,女,3
94500005,武汉,男,3
98911074,哈尔滨,男,3
92981156,深圳,女,1
4772107,重庆,男,1
85572440,上海,女,2
40569174,兰州,男,0
51880046,北京,女,3
67250540,哈尔滨,男,0
60097211,北京,男,1
8100760,成都,男,1
2810504,武汉,女,0
26479189,成都,女,3
1047224,深圳,女,3
19515186,深圳,男,2
5902060,北京,男,1
87660476,兰州,男,2
56125267,深圳,女,2
81995057,成都,男,2
15924891,上海,男,3
6468222,兰州,男,3
61075194,兰州,女,0
904185,重庆,女,0
7254605,重庆,女,2
81910007,北京,女,1
27680062,上海,女,3
24010741,重庆,女,1
15708207,深圳,男,0
94811271,哈尔滨,男,0
68000515,成都,男,0
47805708,深圳,女,2
46120190,武汉,男,1
66916521,兰州,女,2
15525686,上海,男,3
14820004,哈尔滨,男,1
5018769,哈尔滨,男,0
28020920,北京,男,1
57527021,重庆,男,2
86787904,上海,女,2
5710268,北京,男,2
81007784,重庆,男,2
7401009,重庆,男,0
29959502,深圳,男,1
57627891,深圳,男,1
8151492,北京,女,1
25077820,深圳,男,0
81056841,上海,女,1
50640402,武汉,女,1
71554882,重庆,女,0
10265720,重庆,女,3
54078121,深圳,女,3
85896578,深圳,女,1
61200177,哈尔滨,男,1
9987500,哈尔滨,男,0
702280,武汉,女,2
29720948,兰州,女,3
18009099,兰州,男,0
7010760,成都,女,1
37511969,深圳,女,0
3306896,兰州,男,2
86457617,深圳,男,3
27246074,深圳,男,0
71914401,兰州,男,3
48117960,上海,女,1
69979880,哈尔滨,男,2
92174757,深圳,男,3
70262609,成都,男,3
86676029,重庆,男,3
35517977,武汉,男,0
54629942,兰州,女,0
6761545,重庆,男,1
81588840,深圳,男,3
91662100,北京,女,1
90791721,深圳,女,2
70684875,武汉,女,3
52590208,兰州,女,1
22587062,深圳,男,3
50060900,上海,男,3
82810977,哈尔滨,男,2
27691817,深圳,男,2
14198467,北京,男,2
925160,北京,女,1
89686475,成都,男,1
7069077,深圳,女,1
8670625,重庆,女,1
84870688,武汉,男,1
74979407,成都,女,1
48511016,重庆,男,3
12675529,武汉,女,1
60002010,武汉,女,3
12577878,上海,男,3
79444680,成都,女,2
60268080,深圳,男,3
19841488,深圳,女,3
19405704,武汉,女,3
39146685,哈尔滨,女,2
40667114,哈尔滨,女,3
60660017,重庆,男,1
71602762,兰州,女,2
12212708,深圳,女,0
15174205,深圳,男,3
7504518,深圳,男,0
61680890,武汉,女,3
99066226,哈尔滨,男,0
46645859,成都,男,0
1906072,深圳,女,1
20400618,上海,女,0
1057194,兰州,女,1
19722961,武汉,女,0
29996000,成都,女,0
2005689,兰州,男,3
94960607,深圳,女,2
54054606,上海,女,3
97148879,成都,男,3
50121702,北京,女,3
44790580,北京,女,3
91924204,成都,女,1
54124978,哈尔滨,女,1
59669474,兰州,女,1
91100456,深圳,女,1
56960070,重庆,男,0
18085219,重庆,女,3
67121704,上海,男,2
60790001,哈尔滨,女,1
34854884,兰州,女,2
64970791,哈尔滨,女,0
66890026,兰州,男,2
54264086,重庆,男,3
80507726,深圳,男,0
12078709,上海,男,3
65958224,哈尔滨,女,0
82628665,重庆,男,3
50614080,哈尔滨,男,3
67052705,哈尔滨,女,0
24605656,北京,男,2
62019472,北京,男,0
29149681,成都,男,2
26524510,深圳,男,3
95429286,兰州,男,2
32892157,北京,男,0
35774116,哈尔滨,男,3
44692858,深圳,男,3
41205015,武汉,女,1
17644207,哈尔滨,男,1
61847988,上海,女,3
11105041,兰州,女,1
7926524,深圳,女,2
60619751,哈尔滨,男,1
48254677,哈尔滨,女,3
50272498,兰州,男,0
6808608,兰州,女,2
11252550,北京,男,2
92147499,北京,男,2
6590020,深圳,男,0
64491895,重庆,女,2
29279066,北京,男,1
42870005,武汉,女,3
80500151,哈尔滨,女,3
80927707,北京,女,1
70425800,上海,女,0
90458080,深圳,男,1
91706912,北京,男,3
1428608,哈尔滨,男,0
55270095,成都,男,1
4154724,哈尔滨,女,3
92289201,成都,男,0
56970171,深圳,女,3
49126027,重庆,女,3
91896905,深圳,女,1
40726716,成都,女,2
38571221,哈尔滨,女,0
88715062,武汉,男,1
42486655,兰州,男,1
50108974,哈尔滨,男,3
45904985,武汉,男,1
76289946,兰州,女,3
86082494,成都,男,2
35161491,武汉,男,2
90714048,上海,女,0
80670550,深圳,女,1
58750770,哈尔滨,男,0
57215577,成都,女,0
45067622,兰州,女,3
72619286,上海,男,1
84120009,成都,男,0
21828777,成都,女,1
57597947,重庆,女,2
27000502,兰州,女,0
85596004,兰州,男,2
86258128,深圳,男,3
10629958,上海,男,2
55190165,上海,女,3
80770996,深圳,女,1
69916257,重庆,女,1
85781764,成都,女,0
59207054,兰州,女,0
14168106,兰州,男,2
801707,哈尔滨,男,3
87471456,重庆,男,1
9050277,重庆,女,3
48141419,哈尔滨,男,0
29892076,成都,女,0
56475845,哈尔滨,女,1
80807412,哈尔滨,女,0
27652720,成都,男,0
71610029,重庆,女,3
78248506,兰州,男,0
97420400,深圳,女,2
77749865,兰州,男,2
80122672,兰州,男,2
8028810,哈尔滨,女,1
98287901,上海,男,3
29909007,武汉,男,0
7742702,武汉,男,2
2425228,深圳,男,2
20884926,重庆,女,3
35859527,深圳,女,3
65514690,哈尔滨,女,0
47007570,上海,女,1
17900269,成都,女,0
18588781,兰州,女,3
54010051,北京,男,2
96448527,武汉,男,1
69481200,武汉,女,0
2460695,北京,女,2
27605150,深圳,男,3
67990874,上海,男,3
71679692,深圳,男,3
28400851,重庆,男,1
50774250,哈尔滨,女,3
89508506,重庆,女,2
33067495,武汉,男,1
60029548,兰州,女,1
201291,武汉,男,2
47204015,兰州,男,1
46186890,深圳,男,1
9027558,武汉,男,1
85149170,哈尔滨,男,3
76507907,深圳,男,2
96406940,兰州,女,2
56660207,哈尔滨,男,3
81072248,兰州,女,3
94250920,武汉,男,0
76449777,重庆,男,3
81914992,成都,女,3
90004902,成都,男,0
69811607,重庆,男,1
92240507,成都,男,1
57298164,兰州,男,2
44042060,成都,男,2
78694024,深圳,男,1
79672455,武汉,女,3
62264457,哈尔滨,男,2
4050024,上海,女,2
10069007,武汉,女,1
2024502,深圳,男,2
15877645,深圳,女,2
54694050,武汉,男,1
10090709,兰州,女,1
89201196,成都,男,0
10571540,成都,女,3
46667906,深圳,女,2
21500672,武汉,男,2
470676,兰州,女,1
28969579,重庆,男,1
6182580,哈尔滨,男,0
78674008,成都,男,2
71180018,哈尔滨,男,0
91685771,成都,女,1
85074900,北京,女,1
44998800,重庆,女,0
64086179,成都,男,0
81772407,成都,女,3
58079077,北京,男,0
67712208,成都,男,2
34964447,哈尔滨,男,2
92048804,武汉,女,0
6440267,成都,女,2
8474101,兰州,女,2
70042728,哈尔滨,女,1
1010176,深圳,女,2
9004797,重庆,男,0
4810201,重庆,男,2
75445007,兰州,女,1
30578448,成都,女,0
21505782,兰州,女,1
30307457,武汉,女,3
76949981,成都,男,0
2620506,兰州,男,0
29719485,哈尔滨,女,1
14641065,哈尔滨,男,0
57900875,上海,男,2
6242704,兰州,女,0
10979410,重庆,女,3
81972669,武汉,男,3
8584480,上海,男,2
42008004,重庆,女,0
15040405,上海,男,0
19058185,武汉,男,2
28865967,北京,女,3
89294877,重庆,男,3
66006474,兰州,女,2
24199007,上海,女,2
66797090,上海,女,0
14997890,深圳,女,0
10229057,重庆,女,1
79955667,上海,女,0
17011159,武汉,男,1
95146079,上海,男,0
2497818,上海,男,1
58871900,哈尔滨,男,3
10780985,深圳,女,1
69414400,北京,男,2
40067908,北京,男,1
69109598,哈尔滨,男,2
12710046,北京,男,2
75460702,重庆,男,1
88980991,哈尔滨,女,1
25690066,武汉,男,2
67928087,上海,男,3
58166686,深圳,女,1
40750926,北京,女,3
87141276,重庆,女,2
8116405,上海,女,3
8785170,哈尔滨,男,0
90467140,武汉,男,3
4229014,北京,男,2
97856088,武汉,男,0
95168708,兰州,女,1
70207748,深圳,女,3
57087794,重庆,女,2
50691025,哈尔滨,女,1
2758400,北京,男,0
56946404,哈尔滨,女,0
98019907,重庆,男,3
70474600,兰州,男,1
46775604,重庆,男,1
785208,上海,男,3
10845787,北京,男,2
65565070,成都,男,2
41145901,深圳,男,2
47570211,重庆,女,3
21220571,重庆,女,1
55405466,成都,女,3
48051165,兰州,女,3
76487576,成都,男,0
21862005,重庆,女,3
62700026,上海,女,0
80489075,成都,男,0
90627615,成都,男,2
60407228,兰州,女,2
54474040,重庆,女,0
27071690,北京,女,2
21584850,上海,女,1
89447942,北京,男,2
89092400,上海,男,3
55714178,成都,男,1
55129270,兰州,男,0
88110902,兰州,女,0
20085804,兰州,男,3
68804294,深圳,男,2
69011978,成都,男,2
42500240,武汉,女,2
45111956,成都,女,1
48762169,武汉,男,2
78552866,北京,女,1
9760466,重庆,男,1
27642615,哈尔滨,男,0
70256821,北京,男,2
6800296,成都,男,2
51508611,上海,女,3
50006879,重庆,男,2
80460425,重庆,女,1
16075560,成都,男,0
91510691,兰州,男,0
45240452,深圳,女,0
18711000,上海,男,3
44152161,上海,男,1
82470297,兰州,男,0
97420461,兰州,女,2
1940958,重庆,男,3
50006408,武汉,男,3
71205970,深圳,女,3
69516165,重庆,女,3
52871994,北京,女,3
46095010,兰州,男,3
29684070,哈尔滨,女,2
36582611,哈尔滨,男,3
29062410,上海,女,3
17174221,上海,女,1
71007486,兰州,男,0
60680171,重庆,女,2
12296490,重庆,女,0
8886586,哈尔滨,女,1
27670006,北京,女,1
50490806,武汉,女,0
59764107,兰州,女,1
41159199,上海,女,0
75850077,武汉,女,3
45067245,兰州,男,2
26452700,成都,女,0
16500265,上海,女,1
700000,北京,男,1
1256042,深圳,男,3
28894088,成都,男,1
29480190,上海,男,3
88920757,成都,男,0
68569481,武汉,女,2
7069118,深圳,男,1
14761707,兰州,女,3
12652599,兰州,女,0
71008690,北京,男,2
74489758,武汉,女,2
95075198,深圳,女,2
16460684,哈尔滨,男,1
27242141,哈尔滨,女,1
72806059,成都,女,1
76978100,成都,男,1
55400912,上海,女,0
17086520,兰州,女,1
99605780,武汉,女,0
80410621,北京,女,1
89700798,深圳,男,1
175801,北京,女,3
65906090,成都,男,2
26420281,哈尔滨,男,1
26802819,北京,女,1
59972700,深圳,女,3
27508821,北京,女,1
70228060,哈尔滨,女,2
17002175,深圳,女,0
50505248,兰州,男,2
20987264,武汉,男,2
104679,成都,男,2
65520040,北京,男,3
52208254,上海,女,0
88249989,深圳,男,1
99800781,成都,女,2
68879124,兰州,男,2
16042058,哈尔滨,女,3
79027481,成都,男,2
21902997,北京,男,1
71750008,武汉,女,3
46557677,武汉,女,3
52029006,武汉,男,3
69496156,重庆,男,2
6276658,武汉,男,2
99507004,成都,男,0
96640978,重庆,男,3
1069292,哈尔滨,男,1
19428075,重庆,男,2
60789069,成都,男,3
89070124,成都,女,0
88450757,北京,女,2
17928800,深圳,女,1
46280989,兰州,女,2
51946888,深圳,女,0
6144004,重庆,男,1
88229621,成都,男,0
94624419,深圳,男,0
6756270,成都,男,2
20627072,哈尔滨,男,1
59274666,武汉,女,2
42017012,北京,男,2
48857598,武汉,女,1
70648925,武汉,女,1
46096690,哈尔滨,男,2
90447179,重庆,女,2
55687578,成都,女,1
46687609,武汉,男,3
6088890,上海,男,1
20711504,哈尔滨,女,1
79054122,哈尔滨,男,0
55970584,哈尔滨,女,2
49705960,哈尔滨,男,1
9066088,武汉,女,3
86204586,上海,男,3
98698015,成都,男,3
82051600,哈尔滨,男,0
5102282,武汉,男,1
94450706,深圳,女,2
11095667,兰州,女,1
44101602,武汉,女,2
39267511,哈尔滨,女,0
75705421,上海,男,0
7749480,上海,女,3
37285228,兰州,男,0
85880100,北京,女,1
60808901,重庆,男,0
10795772,深圳,男,3
82227276,成都,女,2
76659074,武汉,女,0
3659216,哈尔滨,男,1
66161540,重庆,女,3
40691992,成都,女,3
58121950,重庆,男,1
8104018,北京,男,2
51454809,上海,男,3
69409156,深圳,女,3
58181598,成都,男,3
27247454,兰州,女,1
18085657,武汉,男,1
72440046,深圳,男,3
50505681,深圳,男,1
40995608,深圳,女,0
62860215,武汉,男,0
71119120,兰州,男,3
88800669,重庆,女,1
77065516,武汉,男,3
16026105,哈尔滨,女,3
50051115,上海,男,3
76124759,成都,女,1
7816950,重庆,男,1
90167181,北京,女,2
50102451,深圳,女,1
65196021,上海,男,3
54660187,北京,男,1
67785898,重庆,女,2
80202670,哈尔滨,男,0
97095904,北京,女,3
70588524,哈尔滨,女,3
55905496,上海,女,0
1021219,兰州,男,0
37147929,成都,女,3
28646760,武汉,女,3
62500001,北京,男,0
46461720,成都,女,2
1709600,上海,女,1
59005878,上海,男,2
60460522,上海,男,0
89888787,深圳,女,0
74805609,重庆,女,0
71480214,深圳,女,2
18569060,重庆,男,3
5802795,北京,女,3
50021558,兰州,男,1
48779400,重庆,男,2
77010761,哈尔滨,男,3
80294209,重庆,女,2
28141529,哈尔滨,男,3
62491206,哈尔滨,男,0
59000549,兰州,男,1
19128114,上海,女,0
8709701,上海,女,0
707755,北京,男,1
28261558,北京,男,2
14098082,成都,男,2
24550077,成都,男,0
148067,上海,男,2
82007117,重庆,女,3
69051079,深圳,男,0
98691706,哈尔滨,女,3
84679047,上海,男,0
45161166,武汉,男,0
81508500,北京,男,2
91681241,重庆,女,0
26887129,北京,女,3
94266095,成都,女,2
87101079,武汉,男,0
62862054,成都,男,3
10019402,武汉,女,3
40161417,上海,男,0
10804067,武汉,女,0
60025729,重庆,男,1
10507700,上海,男,0
40729504,兰州,女,1
62185417,重庆,男,2
62571150,上海,男,3
48057428,深圳,女,0
79040141,哈尔滨,女,0
82400666,成都,女,3
29206710,成都,男,2
7090609,武汉,男,0
65079072,深圳,女,0
7091774,重庆,男,3
10200220,上海,男,2
30359894,武汉,男,0
90592422,北京,女,2
78670021,上海,女,1
2004196,成都,男,0
66846122,哈尔滨,女,2
14216801,哈尔滨,女,2
16072600,哈尔滨,男,3
11995776,北京,男,0
50006906,哈尔滨,男,0
50090805,重庆,男,0
14820002,武汉,男,2
64084569,哈尔滨,女,0
81952150,深圳,男,0
70502896,成都,男,3
82117464,深圳,女,1
44127966,上海,女,1
25071106,兰州,女,2
9712612,重庆,女,1
52526154,北京,女,3
66271192,兰州,男,3
86922292,深圳,女,2
88820141,哈尔滨,男,3
68858949,成都,女,0
85454120,成都,男,2
58921170,重庆,男,0
92081881,重庆,女,1
47182042,武汉,男,3
39442625,成都,男,3
67680804,上海,女,1
20147920,重庆,男,3
1602940,成都,男,0
60050576,兰州,女,1
55486075,哈尔滨,男,1
91090646,成都,女,2
10071518,武汉,男,3
69444128,成都,男,2
40641949,兰州,男,3
79986751,深圳,女,0
8590670,北京,女,2
9605040,兰州,女,3
80085105,武汉,男,2
65106202,兰州,男,2
50892652,哈尔滨,男,0
62045856,重庆,男,2
67608762,成都,男,2
70709146,哈尔滨,男,1
57075621,北京,男,0
20456519,武汉,男,1
84276184,重庆,男,1
51219084,兰州,女,1
46450126,深圳,男,0
35786767,武汉,男,0
75560708,武汉,男,3
99572694,兰州,男,2
84100856,哈尔滨,男,0
46546647,兰州,女,0
20896916,北京,男,0
25990825,上海,男,3
12779111,兰州,女,1
1819208,上海,男,3
55275654,上海,女,1
89914800,成都,男,3
11907961,成都,男,3
25051887,哈尔滨,女,2
31257467,深圳,男,2
70247800,武汉,男,0
65445265,哈尔滨,女,3
69200205,重庆,女,0
4720950,兰州,女,1
41706808,成都,女,1
21650269,上海,男,2
44619290,深圳,男,2
10905485,深圳,女,2
70015822,哈尔滨,女,3
26709261,深圳,男,2
59192780,深圳,男,1
66506600,重庆,女,3
7705492,上海,男,1
42582108,北京,男,2
10900408,成都,男,3
66006148,哈尔滨,男,3
5278009,兰州,女,2
12516076,成都,男,3
40846061,深圳,女,3
77056088,武汉,男,0
38494684,上海,男,1
75966010,北京,女,0
46446544,重庆,女,3
92191900,上海,男,3
50950112,深圳,男,1
66941897,北京,男,0
25104148,兰州,女,2
81207568,成都,女,2
98414061,哈尔滨,男,2
91948248,哈尔滨,女,3
4061804,武汉,男,1
75715255,武汉,女,2
96596770,重庆,男,1
26800172,成都,男,0
79842579,深圳,女,1
41678005,深圳,女,1
61712090,哈尔滨,女,0
41225168,成都,男,1
42809086,深圳,女,3
84621700,北京,女,2
35222211,哈尔滨,男,2
61200501,成都,男,1
5070995,重庆,女,0
48525881,深圳,女,0
72517515,深圳,男,2
62009225,哈尔滨,男,0
86207150,北京,男,3
44257001,重庆,男,2
19907014,成都,女,0
968001,成都,男,3
22202664,武汉,女,3
99008870,重庆,女,2
78685542,武汉,女,0
74910059,兰州,女,1
6901277,哈尔滨,男,0
14514084,北京,男,0
80274751,重庆,男,0
8189480,上海,男,1
7258008,兰州,女,2
30922866,深圳,女,1
26640092,重庆,男,1
77174500,重庆,女,0
45720025,深圳,女,3
21516501,深圳,女,2
6806209,哈尔滨,男,2
145007,兰州,女,3
92021707,北京,男,1
99641558,北京,男,2
72206698,上海,男,3
21605456,哈尔滨,男,1
95948170,上海,女,2
70064611,武汉,女,2
29126610,兰州,女,2
71807227,深圳,男,1
89290214,重庆,男,0
80860258,深圳,男,2
81470159,深圳,男,0
9570694,成都,女,3
22166978,上海,女,2
89888050,武汉,女,2
30146274,北京,女,3
49064669,武汉,男,3
95010477,兰州,女,1
66208566,成都,男,0
82624772,哈尔滨,女,0
59909657,武汉,男,3
86284906,重庆,男,3
1770560,哈尔滨,男,0
54015076,成都,男,3
40148526,武汉,男,3
87980974,哈尔滨,女,3
70215299,武汉,女,2
20601401,上海,女,3
5181466,深圳,女,0
85596540,上海,女,2
55819640,深圳,男,0
59845575,兰州,男,1
69407072,深圳,女,1
8021176,上海,男,2
74241270,武汉,女,0
72157604,深圳,男,1
17902261,重庆,男,2
51945602,上海,男,2
64484504,武汉,女,0
20164845,武汉,男,0
42905807,成都,女,1
44650104,武汉,女,2
76012198,深圳,男,2
27900606,哈尔滨,女,2
84768620,武汉,女,3
5070406,北京,女,2
60654886,兰州,女,2
12940592,北京,男,3
71709067,哈尔滨,女,3
472150,武汉,女,1
5420280,武汉,男,0
44059015,武汉,女,0
31487848,深圳,女,1
19141805,上海,女,3
62800000,武汉,女,3
71501608,兰州,女,3
85099671,深圳,男,1
5486045,成都,男,1
94522650,武汉,男,0
97024108,深圳,女,1
78909177,成都,男,2
25786248,北京,女,1
8025210,重庆,女,2
26057588,成都,男,1
55967061,北京,女,1
20646668,成都,男,0
61249622,深圳,男,3
35978714,北京,男,2
62025861,哈尔滨,女,0
42620789,北京,女,0
56894991,重庆,女,0
29672527,武汉,男,3
75706004,上海,男,1
95625691,重庆,男,3
67068070,哈尔滨,男,2
79170506,上海,男,2
59187779,武汉,男,2
55245084,成都,男,0
95952517,武汉,女,1
