,order_id,user_id,price,platform,payment_provider,create_time,pay_time
42399,42400,118558678,248.0,ios,applepay,2020-01-14 21:31:00,2020-04-01 12:05:00
42400,42401,90537413,25.0,ios,applepay,2020-03-20 13:36:00,2020-04-01 12:06:00
42401,42402,85524826,248.0,ios,applepay,2020-01-14 21:34:00,2020-04-01 12:05:00
42404,42405,120442708,248.0,ios,applepay,2020-01-14 21:51:00,2020-04-01 12:05:00
42405,42406,29273167,248.0,ios,applepay,2020-01-14 22:03:00,2020-04-01 12:05:00
42406,42407,39943678,248.0,ios,applepay,2020-01-14 22:04:00,2020-04-01 12:05:00
42407,42408,59638471,248.0,ios,applepay,2020-02-22 11:45:00,2020-04-01 12:05:00
42408,42409,70331880,248.0,ios,applepay,2020-01-14 22:12:00,2020-04-01 12:05:00
42410,42411,96399612,248.0,android,wxpay,2020-01-14 22:14:00,2020-01-14 22:15:00
42411,42412,120030468,68.0,ios,applepay,2020-02-13 08:39:00,2020-04-01 12:05:00
42413,42414,26320233,25.0,ios,applepay,2020-01-14 22:37:00,2020-04-01 12:05:00
42414,42415,26320233,25.0,ios,applepay,2020-04-13 22:00:00,2020-04-13 22:01:00
42416,42417,18187810,68.0,ios,applepay,2020-01-14 22:44:00,2020-04-01 12:05:00
42417,42418,73154190,248.0,ios,applepay,2020-01-14 22:50:00,2020-04-01 12:05:00
42420,42421,98647537,248.0,android,wxpay,2020-02-10 17:03:00,2020-02-10 17:04:00
42423,42424,28327084,248.0,android,wxpay,2020-01-14 23:07:00,2020-01-14 23:08:00
42424,42425,94898424,248.0,ios,applepay,2020-01-14 23:19:00,2020-04-01 12:05:00
42428,42429,59187809,25.0,android,alipay,2020-01-14 23:45:00,2020-01-14 23:46:00
42431,42432,13472354,248.0,android,wxpay,2020-01-14 23:57:00,2020-01-14 23:58:00
42433,42434,120560093,248.0,ios,applepay,2020-01-15 00:05:00,2020-04-01 12:05:00
42434,42435,73816126,68.0,ios,applepay,2020-01-15 00:13:00,2020-04-01 12:05:00
42435,42436,32887568,248.0,android,wxpay,2020-01-15 00:13:00,2020-01-15 00:14:00
42440,42441,79198789,248.0,android,wxpay,2020-01-15 00:47:00,2020-01-15 00:48:00
42441,42442,48206619,25.0,ios,applepay,2020-01-15 01:43:00,2020-04-01 12:05:00
42443,42444,120515258,68.0,ios,applepay,2020-01-22 10:10:00,2020-04-01 12:05:00
42444,42445,117749638,68.0,ios,applepay,2020-01-15 03:04:00,2020-04-01 12:05:00
42445,42446,66355592,25.0,ios,applepay,2020-01-15 04:55:00,2020-04-01 12:05:00
42447,42448,103146649,25.0,ios,applepay,2020-02-23 06:28:00,2020-04-01 12:05:00
42453,42454,43555469,25.0,ios,applepay,2020-01-15 07:41:00,2020-04-01 12:05:00
42454,42455,118297620,68.0,android,wxpay,2020-01-15 07:56:00,2020-01-15 07:57:00
42455,42456,120035219,25.0,ios,applepay,2020-01-15 08:04:00,2020-04-01 12:05:00
42456,42457,15833729,25.0,ios,applepay,2020-01-15 08:09:00,2020-01-15 08:10:00
42457,42458,120534233,25.0,android,wxpay,2020-01-15 08:15:00,2020-01-15 08:16:00
42459,42460,26546810,248.0,ios,applepay,2020-01-15 08:28:00,2020-04-01 12:05:00
42465,42466,55261608,25.0,ios,applepay,2020-02-26 08:38:00,2020-02-26 08:39:00
42467,42468,116953272,25.0,ios,applepay,2020-01-15 07:47:00,2020-04-01 12:05:00
42473,42474,24174691,68.0,ios,applepay,2020-01-15 10:27:00,2020-04-01 12:05:00
42474,42475,44183615,25.0,ios,applepay,2020-01-14 16:06:00,2020-04-01 12:05:00
42475,42476,79542384,248.0,ios,applepay,2020-01-15 10:45:00,2020-04-01 12:05:00
42477,42478,28424232,248.0,ios,applepay,2020-01-15 11:09:00,2020-04-01 12:05:00
42479,42480,27665365,25.0,ios,applepay,2020-01-15 11:29:00,2020-04-01 12:05:00
42484,42485,27077359,248.0,android,alipay,2020-01-15 11:54:00,2020-01-15 11:55:00
42485,42486,113292314,68.0,ios,applepay,2020-01-13 22:32:00,2020-04-01 12:05:00
42488,42489,105606891,248.0,android,alipay,2020-01-15 12:46:00,2020-01-15 12:47:00
42490,42491,54129811,248.0,android,alipay,2020-01-15 12:50:00,2020-01-15 12:51:00
42492,42493,118654723,25.0,android,wxpay,2020-01-15 12:59:00,2020-01-15 13:00:00
42494,42495,73364560,248.0,android,wxpay,2020-01-15 13:10:00,2020-01-15 13:11:00
42498,42499,50134620,248.0,android,wxpay,2020-01-15 13:16:00,2020-01-15 13:17:00
42500,42501,77378317,248.0,ios,applepay,2020-01-15 13:29:00,2020-04-01 12:05:00
42502,42503,107327375,248.0,ios,applepay,2020-01-15 13:30:00,2020-04-01 12:05:00
42503,42504,10428505,248.0,ios,applepay,2020-01-15 14:04:00,2020-04-01 12:05:00
42505,42506,14752734,248.0,ios,applepay,2020-01-15 14:29:00,2020-04-01 12:05:00
42507,42508,76440891,68.0,ios,applepay,2020-02-14 13:43:00,2020-04-01 12:05:00
42508,42509,59378833,248.0,ios,applepay,2020-01-15 15:19:00,2020-04-01 12:05:00
42511,42512,66280702,25.0,ios,applepay,2020-01-15 15:49:00,2020-04-01 12:05:00
42513,42514,69117113,248.0,ios,applepay,2020-01-15 16:00:00,2020-04-01 12:05:00
42514,42515,120331474,68.0,android,wxpay,2020-01-15 16:16:00,2020-01-15 16:17:00
42516,42517,54691552,25.0,ios,applepay,2020-01-15 16:16:00,2020-04-01 12:05:00
42517,42518,54691552,248.0,ios,applepay,2020-04-15 00:45:00,2020-04-15 10:07:00
42518,42519,96311676,25.0,ios,applepay,2020-01-15 16:21:00,2020-04-01 12:05:00
42519,42520,96311676,25.0,ios,applepay,2020-05-21 22:27:00,2020-05-21 22:28:00
42520,42521,89697978,248.0,ios,applepay,2020-01-15 16:22:00,2020-04-01 12:05:00
42521,42522,32956754,248.0,ios,applepay,2020-02-14 19:59:00,2020-04-01 12:05:00
42522,42523,116305173,248.0,ios,applepay,2020-01-15 16:46:00,2020-04-01 12:05:00
42523,42524,43749872,25.0,ios,applepay,2020-02-15 06:22:00,2020-04-01 12:05:00
42525,42526,33481238,25.0,ios,applepay,2020-01-15 17:00:00,2020-04-01 12:05:00
42526,42527,112964090,248.0,android,alipay,2020-01-15 17:00:00,2020-01-15 17:01:00
42528,42529,98367346,248.0,ios,applepay,2020-01-15 17:20:00,2020-04-01 12:05:00
42530,42531,17758777,68.0,ios,applepay,2020-02-29 10:57:00,2020-04-01 12:06:00
42531,42532,30926261,25.0,ios,applepay,2020-03-15 09:58:00,2020-03-15 09:59:00
42532,42533,30926261,25.0,ios,applepay,2020-06-13 14:32:00,2020-06-13 14:33:00
42538,42539,112605273,248.0,android,wxpay,2020-01-15 18:59:00,2020-01-15 19:00:00
42539,42540,43455513,248.0,android,wxpay,2020-01-15 18:59:00,2020-01-15 19:00:00
42540,42541,36461864,25.0,ios,applepay,2020-02-19 00:03:00,2020-04-01 12:05:00
42541,42542,36461864,68.0,ios,applepay,2020-05-19 08:45:00,2020-05-19 08:46:00
42544,42545,120100176,248.0,ios,applepay,2020-01-15 19:32:00,2020-04-01 12:05:00
42545,42546,113459870,248.0,android,alipay,2020-01-15 19:35:00,2020-01-15 19:36:00
42546,42547,68946310,248.0,android,wxpay,2020-01-15 19:38:00,2020-01-15 19:39:00
42547,42548,89502315,248.0,ios,applepay,2020-01-15 19:45:00,2020-04-01 12:05:00
42549,42550,55560437,25.0,android,wxpay,2020-01-15 19:50:00,2020-01-15 19:51:00
42551,42552,120320732,25.0,ios,applepay,2020-01-15 20:08:00,2020-04-01 12:05:00
42553,42554,120142556,68.0,android,wxpay,2020-06-20 09:03:00,2020-06-20 09:04:00
42556,42557,120419330,248.0,android,wxpay,2020-01-15 20:30:00,2020-01-15 20:31:00
42558,42559,51434410,248.0,ios,applepay,2020-01-15 20:37:00,2020-04-01 12:05:00
42559,42560,74949332,248.0,android,wxpay,2020-01-15 20:48:00,2020-01-15 20:49:00
42563,42564,120613939,248.0,ios,applepay,2020-01-15 21:09:00,2020-04-01 12:05:00
42564,42565,36906230,248.0,ios,applepay,2020-01-15 21:21:00,2020-04-01 12:05:00
42567,42568,32067859,25.0,ios,applepay,2020-01-15 21:38:00,2020-04-01 12:05:00
42571,42572,89744703,248.0,ios,applepay,2020-01-15 21:58:00,2020-04-01 12:05:00
42574,42575,36547321,25.0,ios,applepay,2020-01-15 22:16:00,2020-04-01 12:05:00
42575,42576,120552690,248.0,android,alipay,2020-01-15 22:17:00,2020-01-15 22:18:00
42578,42579,113986363,25.0,ios,applepay,2020-01-15 22:22:00,2020-04-01 12:05:00
42580,42581,91037260,248.0,ios,applepay,2020-01-15 22:41:00,2020-04-01 12:05:00
42582,42583,32530604,248.0,ios,applepay,2020-01-15 22:45:00,2020-04-01 12:05:00
42584,42585,120580006,68.0,android,wxpay,2020-02-14 00:32:00,2020-02-14 00:33:00
42587,42588,60186086,248.0,ios,applepay,2020-01-15 23:04:00,2020-04-01 12:05:00
42591,42592,120626249,25.0,android,alipay,2020-01-15 23:54:00,2020-01-15 23:55:00
42594,42595,75174433,25.0,ios,applepay,2020-01-16 00:07:00,2020-04-01 12:05:00
42595,42596,61183529,25.0,android,wxpay,2020-03-21 07:50:00,2020-03-21 07:51:00
42598,42599,80624392,248.0,android,wxpay,2020-01-16 01:14:00,2020-01-16 01:15:00
42599,42600,42183691,25.0,ios,applepay,2020-03-24 08:12:00,2020-04-01 12:06:00
42600,42601,86791239,248.0,ios,applepay,2020-01-16 02:13:00,2020-04-01 12:05:00
42601,42602,120629622,248.0,ios,applepay,2020-01-16 03:07:00,2020-04-01 12:05:00
42604,42605,15200226,248.0,ios,applepay,2020-01-16 06:15:00,2020-04-01 12:05:00
42607,42608,69845302,248.0,ios,applepay,2020-01-16 06:34:00,2020-04-01 12:05:00
42608,42609,97219492,248.0,android,wxpay,2020-01-16 06:42:00,2020-01-16 06:43:00
42609,42610,104148093,68.0,ios,applepay,2020-01-16 06:45:00,2020-04-01 12:05:00
42610,42611,69019982,248.0,android,wxpay,2020-01-16 06:52:00,2020-01-16 06:53:00
42611,42612,97836564,25.0,android,wxpay,2020-01-16 06:58:00,2020-01-16 06:59:00
42613,42614,120215103,25.0,ios,applepay,2020-01-16 07:17:00,2020-04-01 12:05:00
42615,42616,7195218,248.0,android,alipay,2020-01-16 07:29:00,2020-01-16 07:30:00
42618,42619,120631982,248.0,android,wxpay,2020-01-16 08:01:00,2020-01-16 08:02:00
42621,42622,107869656,248.0,android,wxpay,2020-01-16 08:31:00,2020-01-16 08:32:00
42624,42625,88626859,248.0,ios,applepay,2020-01-16 08:41:00,2020-04-01 12:05:00
42627,42628,48009079,248.0,ios,applepay,2020-01-16 09:01:00,2020-04-01 12:05:00
42629,42630,37214273,68.0,ios,applepay,2020-01-16 09:15:00,2020-04-01 12:05:00
42631,42632,120233069,25.0,android,alipay,2020-01-16 09:25:00,2020-01-16 09:26:00
42634,42635,53947302,25.0,android,wxpay,2020-01-16 09:34:00,2020-01-16 09:35:00
42636,42637,69503748,248.0,ios,applepay,2020-01-16 09:39:00,2020-04-01 12:05:00
42637,42638,74004148,248.0,ios,applepay,2020-01-16 09:45:00,2020-04-01 12:05:00
42639,42640,82622133,248.0,ios,applepay,2020-01-16 09:47:00,2020-04-01 12:05:00
42640,42641,90225700,248.0,ios,applepay,2020-02-19 16:40:00,2020-04-01 12:05:00
42641,42642,80914301,248.0,android,wxpay,2020-01-16 10:37:00,2020-01-16 10:38:00
42642,42643,64927582,248.0,ios,applepay,2020-01-16 10:40:00,2020-04-01 12:05:00
42644,42645,28316110,248.0,ios,applepay,2020-01-16 10:52:00,2020-04-01 12:05:00
42645,42646,65042391,25.0,ios,applepay,2020-01-16 10:17:00,2020-04-01 12:05:00
42646,42647,120498668,25.0,android,wxpay,2020-03-17 23:07:00,2020-03-17 23:08:00
42648,42649,29510634,248.0,ios,applepay,2020-01-16 11:02:00,2020-04-01 12:05:00
42651,42652,85531928,248.0,ios,applepay,2020-01-16 11:13:00,2020-04-01 12:05:00
42653,42654,51424567,25.0,ios,applepay,2020-01-15 22:05:00,2020-04-01 12:05:00
42654,42655,120629013,248.0,ios,applepay,2020-01-16 11:25:00,2020-01-16 11:26:00
42656,42657,5993311,248.0,android,alipay,2019-12-29 21:00:00,2020-01-16 11:29:00
42657,42658,14678021,248.0,ios,applepay,2020-01-16 11:50:00,2020-04-01 12:05:00
42658,42659,117111879,25.0,android,wxpay,2020-01-16 11:56:00,2020-01-16 11:57:00
42659,42660,119579162,248.0,ios,applepay,2020-01-16 12:04:00,2020-04-01 12:05:00
42660,42661,87389776,248.0,android,wxpay,2020-01-16 12:20:00,2020-01-16 12:21:00
42662,42663,120649041,248.0,ios,applepay,2020-01-16 12:48:00,2020-04-01 12:05:00
42663,42664,88096756,25.0,ios,applepay,2020-01-16 12:53:00,2020-04-01 12:05:00
42664,42665,102947831,248.0,ios,applepay,2020-07-04 07:36:00,2020-07-04 07:37:00
42666,42667,119883260,68.0,android,wxpay,2020-01-16 13:10:00,2020-01-16 13:11:00
42669,42670,23125378,248.0,android,alipay,2020-01-16 13:14:00,2020-01-16 13:15:00
42671,42672,111657823,248.0,ios,applepay,2020-01-16 13:37:00,2020-04-01 12:05:00
42674,42675,59325751,25.0,android,wxpay,2020-01-16 14:27:00,2020-01-16 14:28:00
42675,42676,92442087,25.0,android,wxpay,2020-01-16 14:29:00,2020-01-16 14:30:00
42680,42681,103996248,68.0,android,wxpay,2020-02-15 14:48:00,2020-02-15 14:49:00
42681,42682,109203903,25.0,android,wxpay,2020-01-16 15:35:00,2020-01-16 15:36:00
42682,42683,44143288,25.0,ios,applepay,2020-01-16 15:48:00,2020-04-01 12:05:00
42684,42685,50768360,25.0,ios,wxpay,2020-01-16 16:56:00,2020-01-16 16:57:00
42687,42688,23180942,68.0,android,wxpay,2020-01-16 17:18:00,2020-01-16 17:19:00
42692,42693,77109117,25.0,ios,applepay,2020-01-15 22:59:00,2020-04-01 12:05:00
42693,42694,77756104,248.0,ios,applepay,2020-01-16 17:30:00,2020-04-01 12:05:00
42694,42695,120420189,248.0,ios,applepay,2020-01-15 21:59:00,2020-04-01 12:05:00
42698,42699,107771357,68.0,ios,applepay,2020-02-15 21:20:00,2020-04-01 12:05:00
42700,42701,10802632,248.0,ios,applepay,2020-01-16 18:58:00,2020-04-01 12:05:00
42701,42702,20565983,68.0,ios,applepay,2020-01-16 17:54:00,2020-04-01 12:05:00
42702,42703,75660933,248.0,ios,applepay,2020-01-16 19:07:00,2020-04-01 12:05:00
42707,42708,120023002,25.0,ios,applepay,2020-03-22 16:24:00,2020-04-01 12:06:00
42709,42710,57469870,25.0,ios,applepay,2020-01-16 19:48:00,2020-04-01 12:05:00
42715,42716,60518024,25.0,android,wxpay,2020-01-16 20:27:00,2020-01-16 20:28:00
42718,42719,119828236,68.0,ios,applepay,2020-01-16 20:51:00,2020-04-01 12:05:00
42719,42720,61044878,248.0,ios,applepay,2020-01-16 20:57:00,2020-04-01 12:05:00
42722,42723,15406993,25.0,ios,applepay,2020-01-16 21:02:00,2020-04-01 12:05:00
42723,42724,111010705,25.0,ios,applepay,2020-02-15 23:30:00,2020-04-01 12:05:00
42728,42729,62581003,248.0,ios,applepay,2020-01-16 21:28:00,2020-04-01 12:05:00
42729,42730,119877312,68.0,android,wxpay,2020-03-30 13:21:00,2020-03-30 13:22:00
42730,42731,120660826,25.0,android,wxpay,2020-01-16 21:35:00,2020-01-16 21:36:00
42732,42733,56065911,248.0,ios,applepay,2020-01-16 22:04:00,2020-04-01 12:05:00
42743,42744,115237740,25.0,ios,applepay,2020-01-16 22:44:00,2020-04-01 12:05:00
42744,42745,85863355,248.0,android,wxpay,2020-01-16 22:50:00,2020-01-16 22:51:00
42746,42747,84954995,68.0,android,alipay,2020-01-16 23:01:00,2020-01-16 23:03:00
42747,42748,79233555,248.0,android,alipay,2020-01-16 23:02:00,2020-01-16 23:03:00
42749,42750,94873094,25.0,ios,applepay,2020-01-16 23:54:00,2020-04-01 12:05:00
42752,42753,54785987,68.0,android,wxpay,2020-01-17 01:30:00,2020-01-17 01:31:00
42754,42755,75587219,68.0,android,alipay,2020-01-17 01:58:00,2020-01-17 01:59:00
42756,42757,107771029,25.0,android,wxpay,2020-01-17 03:28:00,2020-01-17 03:29:00
42757,42758,112076934,25.0,ios,applepay,2020-01-17 04:26:00,2020-04-01 12:05:00
42758,42759,55232191,25.0,android,wxpay,2020-01-17 04:54:00,2020-01-17 04:55:00
42762,42763,59109863,68.0,android,wxpay,2020-03-18 06:48:00,2020-03-18 06:49:00
42766,42767,120636956,25.0,ios,applepay,2020-01-17 07:21:00,2020-04-01 12:05:00
42769,42770,70960913,248.0,android,wxpay,2020-01-17 07:51:00,2020-01-17 07:52:00
42770,42771,98487563,68.0,android,alipay,2020-05-19 07:29:00,2020-05-19 07:30:00
42771,42772,76043955,25.0,ios,applepay,2020-01-17 08:07:00,2020-04-01 12:05:00
42772,42773,72102420,68.0,ios,applepay,2020-01-17 08:11:00,2020-01-17 08:12:00
42776,42777,25631749,248.0,ios,applepay,2020-01-17 08:24:00,2020-04-01 12:05:00
42777,42778,10302686,248.0,ios,applepay,2020-01-17 08:39:00,2020-04-01 12:05:00
42779,42780,57421645,248.0,ios,applepay,2020-01-17 08:44:00,2020-01-17 08:45:00
42780,42781,99726516,248.0,android,alipay,2020-01-17 08:48:00,2020-01-17 08:49:00
42781,42782,22594941,248.0,ios,applepay,2020-01-17 08:51:00,2020-04-01 12:05:00
42791,42792,23322402,248.0,android,wxpay,2020-01-17 09:56:00,2020-01-17 09:57:00
42792,42793,26611004,25.0,ios,applepay,2020-01-17 10:13:00,2020-04-01 12:05:00
42793,42794,43289566,68.0,ios,applepay,2020-01-17 08:28:00,2020-04-01 12:05:00
42797,42798,119406673,248.0,ios,applepay,2020-04-09 09:10:00,2020-04-09 09:11:00
42800,42801,62212987,25.0,android,wxpay,2020-01-17 11:43:00,2020-01-17 11:44:00
42803,42804,120660496,25.0,ios,applepay,2020-01-17 11:31:00,2020-04-01 12:05:00
42804,42805,35487209,68.0,ios,applepay,2020-01-17 12:05:00,2020-04-01 12:05:00
42807,42808,22623479,25.0,ios,applepay,2020-01-17 12:27:00,2020-04-01 12:05:00
42810,42811,115093308,68.0,android,wxpay,2020-01-17 12:32:00,2020-01-17 12:33:00
42811,42812,120689079,248.0,android,alipay,2020-01-17 12:55:00,2020-01-17 12:56:00
42812,42813,91530750,248.0,android,wxpay,2020-01-17 12:57:00,2020-01-17 12:58:00
42813,42814,57814225,248.0,android,alipay,2020-01-17 13:12:00,2020-01-17 13:13:00
42815,42816,13706513,25.0,ios,applepay,2020-01-16 10:02:00,2020-04-01 12:05:00
42818,42819,91741494,68.0,ios,applepay,2020-01-17 14:17:00,2020-04-01 12:05:00
42823,42824,119022813,25.0,android,wxpay,2020-07-21 05:50:00,2020-07-21 05:51:00
42828,42829,54055879,25.0,android,wxpay,2020-01-17 15:40:00,2020-01-17 15:41:00
42830,42831,101980248,25.0,ios,applepay,2020-01-17 15:57:00,2020-04-01 12:05:00
42839,42840,119906715,25.0,ios,applepay,2020-02-19 00:49:00,2020-04-01 12:05:00
42840,42841,120739411,68.0,ios,applepay,2020-01-17 16:45:00,2020-04-01 12:05:00
42841,42842,79741769,248.0,android,wxpay,2020-01-17 17:05:00,2020-01-17 17:06:00
42843,42844,28163901,248.0,ios,applepay,2020-01-17 17:38:00,2020-04-01 12:05:00
42844,42845,91563184,68.0,android,wxpay,2020-03-10 09:23:00,2020-03-10 09:24:00
42846,42847,77734807,248.0,android,wxpay,2020-01-17 18:03:00,2020-01-17 18:04:00
42851,42852,120347540,25.0,android,wxpay,2020-02-17 13:03:00,2020-02-17 13:07:00
42855,42856,101056229,25.0,ios,wxpay,2020-01-17 19:41:00,2020-01-17 19:42:00
42856,42857,84760470,25.0,ios,applepay,2020-04-11 09:43:00,2020-04-11 09:44:00
42857,42858,66852448,248.0,ios,applepay,2020-01-17 19:49:00,2020-04-01 12:05:00
42858,42859,71552469,248.0,ios,applepay,2020-01-17 19:53:00,2020-04-01 12:05:00
42859,42860,26061884,248.0,ios,applepay,2020-01-17 19:56:00,2020-04-01 12:05:00
42861,42862,119923127,248.0,android,wxpay,2020-01-17 19:57:00,2020-01-17 19:58:00
42862,42863,78218656,248.0,ios,applepay,2020-01-17 19:57:00,2020-04-01 12:05:00
42863,42864,55332992,248.0,ios,applepay,2020-01-17 20:20:00,2020-04-01 12:05:00
42864,42865,30436918,25.0,ios,applepay,2020-01-17 20:26:00,2020-04-01 12:05:00
42868,42869,83155831,25.0,android,wxpay,2020-01-17 20:34:00,2020-01-17 20:35:00
42869,42870,27778045,68.0,ios,applepay,2020-01-17 20:40:00,2020-04-01 12:05:00
42872,42873,89245164,248.0,ios,applepay,2020-01-17 20:51:00,2020-04-01 12:05:00
42873,42874,86202888,25.0,ios,applepay,2020-01-17 21:18:00,2020-04-01 12:05:00
42874,42875,75794341,25.0,ios,applepay,2020-01-17 21:22:00,2020-04-01 12:05:00
42875,42876,118623819,68.0,ios,applepay,2020-01-17 21:37:00,2020-04-01 12:05:00
42877,42878,119761220,248.0,ios,applepay,2020-01-17 21:44:00,2020-04-01 12:05:00
42883,42884,120765389,68.0,ios,applepay,2020-01-17 21:57:00,2020-04-01 12:05:00
42884,42885,59391973,248.0,android,wxpay,2020-03-18 09:13:00,2020-03-18 09:14:00
42886,42887,67035723,25.0,ios,applepay,2020-01-17 21:58:00,2020-04-01 12:05:00
42893,42894,112782262,248.0,ios,applepay,2020-01-17 22:43:00,2020-04-01 12:05:00
42894,42895,107281878,68.0,ios,applepay,2020-01-17 22:45:00,2020-04-01 12:05:00
42895,42896,120773125,68.0,ios,applepay,2020-01-17 22:45:00,2020-01-17 22:46:00
42896,42897,46392666,25.0,ios,applepay,2020-01-17 22:48:00,2020-04-01 12:05:00
42897,42898,73107996,248.0,ios,applepay,2020-01-17 23:02:00,2020-04-01 12:05:00
42903,42904,119791665,248.0,android,wxpay,2020-01-17 23:49:00,2020-01-17 23:50:00
42905,42906,45707336,248.0,android,alipay,2020-01-17 23:58:00,2020-01-17 23:59:00
42907,42908,120771721,248.0,android,wxpay,2020-01-18 00:09:00,2020-01-18 00:10:00
42908,42909,120779770,248.0,ios,applepay,2020-01-18 00:25:00,2020-04-01 12:05:00
42910,42911,98987981,25.0,ios,applepay,2020-01-18 01:01:00,2020-04-01 12:05:00
42911,42912,47899915,25.0,ios,applepay,2020-01-18 01:21:00,2020-04-01 12:05:00
42913,42914,117879637,248.0,android,wxpay,2020-01-18 02:39:00,2020-01-18 02:40:00
42915,42916,34618048,248.0,ios,applepay,2020-01-18 07:23:00,2020-04-01 12:05:00
42916,42917,79475197,248.0,android,wxpay,2020-01-18 07:23:00,2020-01-18 07:24:00
42918,42919,114501666,25.0,ios,applepay,2020-02-17 20:22:00,2020-04-01 12:05:00
42923,42924,88530208,248.0,android,alipay,2020-02-17 06:51:00,2020-02-17 06:52:00
42924,42925,110230271,68.0,android,wxpay,2020-03-21 22:45:00,2020-03-21 22:46:00
42927,42928,106904243,248.0,ios,applepay,2020-01-18 08:26:00,2020-04-01 12:05:00
42929,42930,111938931,248.0,ios,applepay,2020-03-04 17:47:00,2020-04-01 12:06:00
42932,42933,106581949,25.0,ios,applepay,2020-01-18 08:47:00,2020-04-01 12:05:00
42935,42936,99357053,248.0,android,wxpay,2020-01-18 09:13:00,2020-01-18 09:14:00
42936,42937,31344048,248.0,android,wxpay,2020-01-18 09:18:00,2020-01-18 09:19:00
42937,42938,112339163,25.0,ios,applepay,2020-01-18 09:03:00,2020-01-18 09:22:00
42938,42939,67551959,248.0,ios,applepay,2020-01-18 09:25:00,2020-04-01 12:05:00
42942,42943,112669858,248.0,ios,applepay,2020-01-18 10:02:00,2020-04-01 12:05:00
42947,42948,120597267,248.0,android,wxpay,2020-01-18 10:35:00,2020-01-18 10:36:00
42951,42952,11045013,248.0,ios,applepay,2020-01-18 10:50:00,2020-04-01 12:05:00
42953,42954,90543831,68.0,ios,applepay,2020-01-18 10:55:00,2020-04-01 12:05:00
42955,42956,77389197,248.0,ios,applepay,2020-01-18 10:57:00,2020-04-01 12:05:00
42956,42957,95619468,68.0,ios,applepay,2020-01-18 11:02:00,2020-04-01 12:05:00
42957,42958,120787816,25.0,ios,applepay,2020-01-18 11:02:00,2020-04-01 12:05:00
42958,42959,105574787,25.0,ios,applepay,2020-01-18 11:04:00,2020-04-01 12:05:00
42959,42960,105574787,248.0,ios,applepay,2020-07-16 14:39:00,2020-07-16 14:40:00
42961,42962,11005925,248.0,ios,applepay,2020-01-18 11:38:00,2020-04-01 12:05:00
42964,42965,87928036,25.0,android,wxpay,2020-01-18 11:55:00,2020-01-18 11:56:00
42966,42967,120710154,25.0,ios,applepay,2020-01-18 12:11:00,2020-01-18 12:12:00
42967,42968,25912446,25.0,ios,applepay,2020-01-18 12:14:00,2020-04-01 12:05:00
42969,42970,99505179,248.0,ios,applepay,2020-01-18 12:29:00,2020-04-01 12:05:00
42970,42971,104921112,248.0,android,alipay,2020-01-18 12:30:00,2020-01-18 12:31:00
42972,42973,14021579,25.0,ios,applepay,2020-01-18 13:00:00,2020-04-01 12:05:00
42973,42974,54188503,25.0,ios,applepay,2020-01-18 13:01:00,2020-04-01 12:05:00
42974,42975,112575949,25.0,android,wxpay,2020-02-22 11:03:00,2020-02-22 11:04:00
42975,42976,120806358,248.0,android,wxpay,2020-02-20 16:50:00,2020-02-20 16:51:00
42979,42980,94203541,248.0,android,wxpay,2020-01-18 13:57:00,2020-01-18 13:58:00
42982,42983,34022033,248.0,android,alipay,2020-01-18 14:06:00,2020-01-18 14:07:00
42987,42988,90616747,248.0,ios,applepay,2020-02-27 21:39:00,2020-04-01 12:06:00
42988,42989,83380987,25.0,ios,applepay,2020-03-03 20:38:00,2020-04-01 12:06:00
42989,42990,120736044,248.0,ios,applepay,2020-01-18 15:56:00,2020-04-01 12:05:00
42993,42994,81401850,248.0,ios,applepay,2020-01-18 17:07:00,2020-04-01 12:05:00
42998,42999,80995361,248.0,ios,applepay,2020-01-18 17:55:00,2020-04-01 12:05:00
43000,43001,95466465,248.0,ios,applepay,2020-01-18 18:00:00,2020-04-01 12:05:00
43003,43004,46455712,248.0,ios,applepay,2020-01-18 18:50:00,2020-04-01 12:05:00
43004,43005,107235227,248.0,ios,applepay,2020-01-18 18:51:00,2020-01-18 18:52:00
43005,43006,97994436,248.0,android,wxpay,2020-01-18 19:06:00,2020-01-18 19:07:00
43011,43012,75331326,25.0,ios,applepay,2020-01-18 19:39:00,2020-04-01 12:05:00
43013,43014,108401785,25.0,ios,applepay,2020-02-21 18:16:00,2020-04-01 12:05:00
43014,43015,108401785,248.0,ios,applepay,2020-05-24 16:33:00,2020-05-24 16:34:00
43021,43022,117424866,25.0,android,wxpay,2020-01-18 20:32:00,2020-01-18 20:33:00
43022,43023,120837414,68.0,ios,applepay,2020-01-18 20:38:00,2020-04-01 12:05:00
43025,43026,62412251,248.0,android,alipay,2020-01-18 20:46:00,2020-01-18 20:47:00
43026,43027,74100647,248.0,ios,applepay,2020-01-18 20:53:00,2020-04-01 12:05:00
43030,43031,111138867,248.0,ios,applepay,2020-01-18 21:33:00,2020-04-01 12:05:00
43032,43033,101384926,248.0,android,wxpay,2020-01-18 21:40:00,2020-01-18 21:42:00
43034,43035,48126010,248.0,ios,applepay,2020-01-18 21:47:00,2020-04-01 12:05:00
43037,43038,79253426,25.0,ios,applepay,2020-01-18 22:00:00,2020-01-18 22:01:00
43038,43039,39189886,25.0,ios,applepay,2020-01-18 22:01:00,2020-04-01 12:05:00
